"SECTION","SCHOOL","COURSE_CODE.","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE.................","...............................................................................................................................................................................................................................................................................","MODE","Link....PUBLISH.","START_TIME","END_TIME","DAYS..","TOTAL_ENR","MODALITY....ASSIGNED_ROOM","TOTAL_ENR.1","DEPT.OWNER.NAME....................................................................................","CAMPUS","SEATS","Beg.Date..","End.Date..","DEPARTMENT........................................","........................."
"25465","LASH","EALC-422",1,4,4,"Advanced Japanese III","","C","Y","12:00","12:50","MTWH",4,"THH209",4,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25393","LASH","EALC-424",1,4,4,"Advanced Japanese IV","","C","Y","13:00","13:50","MTWH",3,"VKC103",3,"LAS- Humanities","UPC",8,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25317","LASH","EALC-428",1,4,4,"Nature and the Ecological Ima","gination in Japanese Literature","C","Y","15:30","16:50","TH",9,"VKC202",9,"LAS- Humanities","UPC",18,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25533","LASH","EALC-452",1,4,4,"Chinese Fiction","","C","Y","15:30","16:50","MW",17,"VKC204",17,"LAS- Humanities","UPC",18,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25421","LASH","EALC-470",1,4,4,"Introduction to East Asian Li","nguistics","C","Y","14:00","15:20","TH",6,"VKC202",6,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25638","LASH","EALC-494A",1,4,4,"Honors Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25640","LASH","EALC-494B",1,4,4,"Honors Thesis","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25304","LASH","EALC-499",1,4,4,"Special Topics","","C","Y","14:00","16:50","M",6,"SOS B52",6,"LAS- Humanities","UPC",18,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25490","LASH","EALC-520",1,4,4,"Modern Japanese Writers","","C","Y","16:00","18:50","M",4,"VKC103",4,"LAS- Humanities","UPC",18,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25410","LASH","EALC-588A",1,2,2,"Directed Readings","","CD","Y","TBA","TBA","T",5,"OFFICE",5,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25412","LASH","EALC-588B",1,2,2,"Directed Readings","","CD","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25414","LASH","EALC-590",1,1,12,"Directed Research","","CD","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25416","LASH","EALC-594A",1,2,2,"Master's Thesis","","CD","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25418","LASH","EALC-594B",1,2,2,"Master's Thesis","","CD","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25420","LASH","EALC-594Z",1,0,0,"Master's Thesis","","CD","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25424","LASH","EALC-794A",1,2,2,"Doctoral Dissertation","","CD","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25426","LASH","EALC-794B",1,2,2,"Doctoral Dissertation","","CD","Y","TBA","TBA","TH",0,"OFFICE",0,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25428","LASH","EALC-794C",1,2,2,"Doctoral Dissertation","","CD","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25430","LASH","EALC-794D",1,2,2,"Doctoral Dissertation","","CD","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25632","LASH","EALC-794Z",1,0,0,"Doctoral Dissertation","","CD","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Languages and Cultures",NA
"25840","LASH","EASC-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","East Asian Studies",NA
"25843","LASH","EASC-594A",1,2,2,"Master's Thesis","","C","Y","TBA","TBA","",7,"OFFICE",7,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Studies",NA
"25844","LASH","EASC-594B",1,2,2,"Master's Thesis","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Studies",NA
"25845","LASH","EASC-594Z",1,0,0,"Master's Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","East Asian Studies",NA
"32603","LASH","ENGL-105",1,4,4,"Creative Writing for Non-Majo","rs","C","Y","14:00","16:20","H",12,"WPH400",12,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32601","LASH","ENGL-105",1,4,4,"Creative Writing for Non-Majo","rs","C","Y","14:00","16:20","T",9,"THH105",9,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32604","LASH","ENGL-105",1,4,4,"Creative Writing for Non-Majo","rs","C","Y","14:00","16:20","F",9,"THH203",9,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32600","LASH","ENGL-105",1,4,4,"Creative Writing for Non-Majo","rs","C","Y","14:00","16:20","M",9,"THH105",9,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32602","LASH","ENGL-105",1,4,4,"Creative Writing for Non-Majo","rs","C","Y","14:00","16:20","W",10,"THH105",10,"LAS- Humanities","UPC",13,"1/13/2020","5/1/2020","English",NA
"32880","LASH","ENGL-299",1,4,4,"Introduction to the Genre of","Poetry","C","Y","12:30","13:50","TH",126,"THH201",126,"LAS- Humanities","UPC",150,"1/13/2020","5/1/2020","English",NA
"32885","LASH","ENGL-299",1,0,0,"Introduction to the Genre of","Poetry","D","Y","12:00","12:50","F",21,"WPH206",21,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","English",NA
"32884","LASH","ENGL-299",1,0,0,"Introduction to the Genre of","Poetry","D","Y","9:00","9:50","H",26,"THH106",26,"LAS- Humanities","UPC",26,"1/13/2020","5/1/2020","English",NA
"32881","LASH","ENGL-299",1,0,0,"Introduction to the Genre of","Poetry","D","Y","12:00","12:50","W",23,"WPHB26",23,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","English",NA
"32883","LASH","ENGL-299",1,0,0,"Introduction to the Genre of","Poetry","D","Y","10:00","10:50","H",23,"THH106",23,"LAS- Humanities","UPC",24,"1/13/2020","5/1/2020","English",NA
"32886","LASH","ENGL-299",1,0,0,"Introduction to the Genre of","Poetry","D","Y","13:00","13:50","F",11,"WPH206",11,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","English",NA
"32882","LASH","ENGL-299",1,0,0,"Introduction to the Genre of","Poetry","D","Y","13:00","13:50","W",22,"WPHB26",22,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","English",NA
"32653","LASH","ENGL-303",1,4,4,"Introduction to Fiction Writi","ng","C","Y","14:00","16:20","F",8,"THH105",8,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32652","LASH","ENGL-303",1,4,4,"Introduction to Fiction Writi","ng","C","Y","14:00","16:20","W",11,"THH205",11,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32647","LASH","ENGL-303",1,4,4,"Introduction to Fiction Writi","ng","C","Y","17:00","19:20","W",12,"THH107",12,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32655","LASH","ENGL-304",1,4,4,"Introduction to Poetry Writin","g","C","Y","14:00","16:20","M",14,"THH203",14,"LAS- Humanities","UPC",14,"1/13/2020","5/1/2020","English",NA
"32663","LASH","ENGL-304",1,4,4,"Introduction to Poetry Writin","g","C","Y","14:00","16:20","T",9,"THH111",9,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32830","LASH","ENGL-305",1,4,4,"Introduction to Nonfiction Wr","iting","C","Y","14:00","16:20","M",9,"THH107",9,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32831","LASH","ENGL-310",1,4,4,"Editing for Writers","","C","Y","14:00","16:20","W",18,"THH203",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32613","LASH","ENGL-350",1,4,4,"Literature of California","","C","Y","12:00","12:50","MWF",16,"THH217",16,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32675","LASH","ENGL-405",1,4,4,"Fiction Writing","","C","Y","16:30","18:50","T",6,"THH105",6,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32791","LASH","ENGL-405",1,4,4,"Fiction Writing","","C","Y","16:30","18:50","H",11,"THH105",11,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32691","LASH","ENGL-406",1,4,4,"Poetry Writing","","C","Y","14:00","16:20","T",7,"SOSB43",7,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32692","LASH","ENGL-406",88,4,4,"Poetry Writing","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",12,"1/13/2020","6/14/2020","English",NA
"32844","LASH","ENGL-407",1,4,4,"Advanced Fiction Writing","","C","Y","18:00","20:20","T",12,"THH109",12,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32845","LASH","ENGL-408",1,4,4,"Advanced Poetry Writing","","C","Y","16:30","18:50","H",7,"THH111",7,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32811","LASH","ENGL-421",1,4,4,"English Literature of the 16t","h Century","C","Y","13:00","13:50","MWF",13,"THH117",13,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32812","LASH","ENGL-422",1,4,4,"English Literature of the 17t","h Century","C","Y","12:30","13:50","TH",18,"VKC261",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32814","LASH","ENGL-424",1,4,4,"English Literature of the Rom","antic Age (1800-1832)","C","Y","11:00","12:20","TH",17,"KAP147",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32815","LASH","ENGL-425",1,4,4,"English Literature of the Vic","torian Age (1832-1890)","C","Y","13:00","13:50","MWF",13,"THH106",13,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32736","LASH","ENGL-430",1,4,4,"Shakespeare","","C","Y","9:30","10:50","TH",17,"THH203",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32741","LASH","ENGL-441",1,4,4,"American Literature, 1865 to","1920","C","Y","10:00","10:50","MWF",12,"THH203",12,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32746","LASH","ENGL-446",1,4,4,"Afro-American Poetry and Dram","a","C","Y","17:00","18:20","MW",7,"THH108",7,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","English",NA
"32761","LASH","ENGL-491",1,4,4,"Senior Seminar in Literary St","udies","C","Y","16:30","18:50","T",12,"THH203",12,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32759","LASH","ENGL-491",1,4,4,"Senior Seminar in Literary St","udies","C","Y","14:00","16:20","H",11,"THH203",11,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32858","LASH","ENGL-491",1,4,4,"Senior Seminar in Literary St","udies","C","Y","14:00","16:20","T",8,"THH203",8,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32764","LASH","ENGL-496",1,4,4,"Senior Honors Thesis","","C","Y","14:00","16:20","H",7,"THH111",7,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32763","LASH","ENGL-499",1,4,4,"Special Topics","","C","Y","14:00","17:50","W",7,"WPH202",7,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32769","LASH","ENGL-499",1,4,4,"Special Topics","","C","Y","12:00","15:50","W",7,"OFFICE",7,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32776","LASH","ENGL-504",1,4,4,"Theories of Race, Class and G","ender","C","Y","14:00","16:20","H",5,"SOS B45",5,"LAS- Humanities","UPC",14,"1/13/2020","5/1/2020","English",NA
"32783","LASH","ENGL-536",1,4,4,"Literatures and Cultures of t","he Victorian Period","C","Y","15:00","17:50","W",5,"OFFICE",5,"LAS- Humanities","UPC",6,"1/13/2020","5/1/2020","English",NA
"32790","LASH","ENGL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",6,"OFFICE",6,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","English",NA
"32810","LASH","ENGL-610",1,4,4,"Theory and Criticism","","C","Y","16:30","18:50","T",16,"WPH201",16,"LAS- Humanities","UPC",16,"1/13/2020","5/1/2020","English",NA
"32856","LASH","ENGL-620",1,4,4,"Literature and Interdisciplin","ary Studies","C","Y","14:00","16:20","T",6,"WPH201",6,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32816","LASH","ENGL-660",1,4,4,"Studies in Genre","","C","Y","16:30","18:50","M",15,"THH105",15,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","English",NA
"32834","LASH","ENGL-695",1,4,4,"Graduate Fiction Form and The","ory","C","Y","14:00","16:20","M",12,"SOSB38",12,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32835","LASH","ENGL-696",1,4,4,"Graduate Poetry Writing Works","hop","C","Y","16:30","18:50","M",6,"THH211",6,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32836","LASH","ENGL-697",1,4,4,"Graduate Fiction Writing Work","shop","C","Y","17:00","19:20","W",9,"THH109",9,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32837","LASH","ENGL-698",1,4,4,"Graduate Poetry Form and Theo","ry","C","Y","16:30","18:50","H",3,"THH211",3,"LAS- Humanities","UPC",12,"1/13/2020","5/1/2020","English",NA
"32606","LASH","ENGL-700",1,2,2,"Theories and Practices of Pro","fessional Development I","C","Y","8:00","8:50","MWF",14,"THH105",14,"LAS- Humanities","UPC",14,"1/13/2020","5/1/2020","English",NA
"32794","LASH","ENGL-790",1,1,12,"Research","","C","Y","TBA","TBA","",5,"OFFICE",5,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","English",NA
"32895","LASH","ENGL-794A",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","English",NA
"32896","LASH","ENGL-794B",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",10,"OFFICE",10,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","English",NA
"32897","LASH","ENGL-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",4,"OFFICE",4,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","English",NA
"32898","LASH","ENGL-794D",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",8,"OFFICE",8,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","English",NA
"32899","LASH","ENGL-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",17,"OFFICE",17,"LAS- Humanities","UPC",35,"1/13/2020","5/1/2020","English",NA
"34204","LASH","FREN-120",1,4,4,"French I","","C","Y","11:00","11:50","MTWH",15,"THH108",15,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34202","LASH","FREN-120",1,4,4,"French I","","C","Y","10:00","10:50","MTWH",17,"THH108",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34206","LASH","FREN-120",1,4,4,"French I","","C","Y","13:00","13:50","MTWH",9,"THH112",9,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34210","LASH","FREN-120",1,4,4,"French I","","C","Y","14:00","15:50","TH",16,"WPH101",16,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34216","LASH","FREN-150",1,4,4,"French II","","C","Y","10:00","10:50","TWHF",13,"THH112",13,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34214","LASH","FREN-150",1,4,4,"French II","","C","Y","8:00","9:50","MW",15,"THH112",15,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34218","LASH","FREN-150",1,4,4,"French II","","C","Y","11:00","11:50","TWHF",11,"THH112",11,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34219","LASH","FREN-150",1,4,4,"French II","","C","Y","12:00","12:50","TWHF",12,"THH110",12,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34223","LASH","FREN-150",1,4,4,"French II","","C","Y","14:00","15:50","MW",14,"THH112",14,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34224","LASH","FREN-150",1,4,4,"French II","","C","Y","16:00","17:50","MW",17,"THH112",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34222","LASH","FREN-150",1,4,4,"French II","","C","Y","14:00","14:50","MTWH",17,"THH108",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34220","LASH","FREN-150",1,4,4,"French II","","C","Y","13:00","13:50","MTWH",17,"THH108",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34231","LASH","FREN-220",1,4,4,"French III","","C","Y","9:00","9:50","MTWH",17,"THH110",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34243","LASH","FREN-220",1,4,4,"French III","","C","Y","14:00","14:50","TWHF",17,"THH110",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34245","LASH","FREN-220",1,4,4,"French III","","C","Y","16:00","17:50","TH",19,"THH112",19,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34244","LASH","FREN-220",1,4,4,"French III","","C","Y","14:00","15:50","TH",18,"THH112",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34235","LASH","FREN-220",1,4,4,"French III","","C","Y","11:00","11:50","TWHF",19,"THH110",19,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34233","LASH","FREN-220",1,4,4,"French III","","C","Y","10:00","10:50","TWHF",19,"THH110",19,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34230","LASH","FREN-220",1,4,4,"French III","","C","Y","8:00","8:50","MTWH",18,"THH110",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34239","LASH","FREN-220",1,4,4,"French III","","C","Y","13:00","13:50","TWHF",18,"THH110",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","French",NA
"34250","LASH","FREN-235",1,2,2,"Intermediate Conversational F","rench","C","Y","14:00","14:50","MW",10,"WPH101",10,"LAS- Humanities","UPC",16,"1/13/2020","5/1/2020","French",NA
"34268","LASH","FREN-330",1,4,4,"Critical Writing in French","","C","Y","9:30","10:50","TH",11,"THH115",11,"LAS- Humanities","UPC",16,"1/13/2020","5/1/2020","French",NA
"361","LASH","FREN-330",1,4,4,"Critical Writing in French","","C","Y","TBA","TBA","",5,"OFFICE",5,"LAS- Humanities","OFC",20,"1/13/2020","5/1/2020","French",NA
"34272","LASH","FREN-360",1,4,4,"Business and Technical French","","C","Y","12:00","13:50","MW",8,"WPH201",8,"LAS- Humanities","UPC",16,"1/13/2020","5/1/2020","French",NA
"34276","LASH","FREN-375",1,4,4,"Global Narratives of Illness","and Disability","C","Y","14:00","15:20","TH",20,"GFS111",20,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","French",NA
"34350","LASH","FREN-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","French",NA
"34390","LASH","FREN-790",1,1,12,"Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","French",NA
"34399","LASH","FREN-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",2,"1/13/2020","5/1/2020","French",NA
"36003","LASH","GERM-101",1,4,4,"German I","","C","Y","10:00","10:50","MTWH",7,"THH121",7,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"36006","LASH","GERM-101",1,4,4,"German I","","C","Y","12:00","12:50","MTWH",5,"THH115",5,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"36009","LASH","GERM-102",1,4,4,"German II","","C","Y","9:00","9:50","MTWH",6,"THH121",6,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"36012","LASH","GERM-102",1,4,4,"German II","","C","Y","11:00","11:50","MTWH",11,"THH121",11,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"36020","LASH","GERM-201",1,4,4,"German III, Conversation and","Composition","C","Y","12:00","13:50","MW",13,"THH121",13,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"36018","LASH","GERM-201",1,4,4,"German III, Conversation and","Composition","C","Y","10:00","11:50","TH",7,"THH205",7,"LAS- Humanities","UPC",17,"1/13/2020","5/1/2020","German Studies",NA
"36021","LASH","GERM-221",1,4,4,"Conversational German IV","","C","Y","12:00","13:50","TH",6,"THH205",6,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"36032","LASH","GERM-470",1,4,4,"Advanced Composition and Styl","istics","C","Y","14:00","15:50","MW",5,"THH209",5,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","German Studies",NA
"19951","LASH","GR-120",1,4,4,"Greek I","","C","Y","11:00","11:50","MTWH",4,"THH113",4,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","Greek",NA
"19953","LASH","GR-220",1,4,4,"Greek III","","C","Y","14:00","15:20","TH",3,"OFFICE",3,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Greek",NA
"19960","LASH","GR-345",1,4,4,"Greek Tragic Poets","","C","Y","12:30","13:50","TH",8,"OFFICE",8,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Greek",NA
"36991","LASH","HIST-225",1,4,4,"Film, Power, and American His","tory","C","Y","10:00","11:50","MW",58,"THH301",58,"LAS- Humanities","UPC",98,"1/13/2020","5/1/2020","History",NA
"36994","LASH","HIST-225",1,0,0,"Film, Power, and American His","tory","D","Y","11:00","11:50","F",18,"VKC109",18,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","History",NA
"36995","LASH","HIST-225",1,0,0,"Film, Power, and American His","tory","D","Y","12:00","12:50","F",13,"VKC109",13,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","History",NA
"36993","LASH","HIST-225",1,0,0,"Film, Power, and American His","tory","D","Y","10:00","10:50","F",12,"VKC109",12,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","History",NA
"36992","LASH","HIST-225",1,0,0,"Film, Power, and American His","tory","D","Y","9:00","9:50","F",15,"VKC109",15,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","History",NA
"34407","LASH","ITAL-120",1,4,4,"Italian I","","C","Y","13:00","13:50","MTWH",3,"VKC206",3,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Italian",NA
"34409","LASH","ITAL-120",1,4,4,"Italian I","","C","Y","16:00","16:50","MTWH",18,"VKC211",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Italian",NA
"34405","LASH","ITAL-120",1,4,4,"Italian I","","C","Y","11:00","11:50","MTWH",6,"VKC111",6,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Italian",NA
"34426","LASH","ITAL-220",1,4,4,"Italian III","","C","Y","13:00","13:50","TWHF",21,"VKC111",21,"LAS- Humanities","UPC",21,"1/13/2020","5/1/2020","Italian",NA
"34428","LASH","ITAL-220",1,4,4,"Italian III","","C","Y","14:00","14:50","TWHF",18,"VKC111",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Italian",NA
"34430","LASH","ITAL-224",1,4,4,"Italian Composition and Conve","rsation","C","Y","16:00","17:50","TH",3,"THH213",3,"LAS- Humanities","UPC",16,"1/13/2020","5/1/2020","Italian",NA
"34453","LASH","ITAL-345",1,4,4,"Contemporary Italy","","C","Y","12:00","13:50","MW",5,"VKC104",5,"LAS- Humanities","UPC",16,"1/13/2020","5/1/2020","Italian",NA
"34457","LASH","ITAL-499",1,4,4,"Special Topics","","C","Y","9:30","10:50","TH",4,"VKC210",4,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Italian",NA
"34499","LASH","ITAL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",2,"1/13/2020","5/1/2020","Italian",NA
"20000","LASH","LAT-120",1,4,4,"Latin I","","C","Y","14:00","14:50","MTWH",8,"THH115",8,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Latin",NA
"20001","LASH","LAT-150",1,4,4,"Latin II","","C","Y","13:00","13:50","MTWH",15,"THH115",15,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","Latin",NA
"20002","LASH","LAT-222",1,4,4,"Latin III","","C","Y","12:30","13:50","TH",18,"THH214",18,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Latin",NA
"20010","LASH","LAT-313",1,4,4,"Ovid and Classical Mythology","","C","Y","15:30","16:50","TH",5,"THH219",5,"LAS- Humanities","UPC",7,"1/13/2020","5/1/2020","Latin",NA
"20011","LASH","LAT-450",1,4,4,"Readings in Latin Literature","","C","Y","10:00","12:50","W",7,"OFFICE",7,"LAS- Humanities","UPC",8,"1/13/2020","5/1/2020","Latin",NA
"38801","LASH","LING-110",1,4,4,"In a Word","","C","A       Y","11:00","12:20","TH",116,"GFS106",116,"LAS- Humanities","UPC",120,"1/13/2020","5/1/2020","Linguistics",NA
"38805","LASH","LING-110",1,0,0,"In a Word","","L","A       Y","8:30","9:50","M",19,"KOH208",19,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38810","LASH","LING-110",1,0,0,"In a Word","","L","A       Y","12:00","13:50","M",22,"WPH B36",22,"LAS- Humanities","UPC",22,"1/13/2020","5/1/2020","Linguistics",NA
"38804","LASH","LING-110",1,0,0,"In a Word","","L","A       Y","8:30","9:50","F",18,"KOH208",18,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38811","LASH","LING-110",1,0,0,"In a Word","","L","A       Y","10:00","11:50","M",20,"KOH208",20,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
