"X","goal","keyword","pattern","weight","color"
2279,9,"export","\b(\d*)export(\d*)\b",0.97,"#FD6925"
2280,9,"suppliers","\b(\d*)suppliers(\d*)\b",0.97,"#FD6925"
2281,9,"robotic","\b(\d*)robotic(\d*)\b",0.91,"#FD6925"
2282,9,"composites","\b(\d*)composites(\d*)\b",0.9,"#FD6925"
2283,9,"equipment","\b(\d*)equipment(\d*)\b",0.9,"#FD6925"
2284,9,"technologies","\b(\d*)technologies(\d*)\b",0.9,"#FD6925"
2285,9,"telecommunications","\b(\d*)telecommunications(\d*)\b",0.88,"#FD6925"
2286,9,"prototyping","\b(\d*)prototyping(\d*)\b",0.87,"#FD6925"
2287,9,"products","\b(\d*)products(\d*)\b",0.83,"#FD6925"
2288,9,"design","\b(\d*)design(\d*)\b",0.83,"#FD6925"
2289,9,"renewable energy","\b(\d*)renewable energy(\d*)\b",0.83,"#FD6925"
2290,9,"investment","\b(\d*)investment(\d*)\b",0.79,"#FD6925"
2291,9,"broadband","\b(\d*)broadband(\d*)\b",0.79,"#FD6925"
2292,9,"eco friendly","\b(\d*)eco friendly(\d*)\b",0.77,"#FD6925"
2293,9,"automotive","\b(\d*)automotive(\d*)\b",0.76,"#FD6925"
2294,9,"welding","\b(\d*)welding(\d*)\b",0.76,"#FD6925"
2295,9,"textile","\b(\d*)textile(\d*)\b",0.76,"#FD6925"
2296,9,"exports","\b(\d*)exports(\d*)\b",0.76,"#FD6925"
2297,9,"engineering","\b(\d*)engineering(\d*)\b",0.76,"#FD6925"
2298,9,"coatings","\b(\d*)coatings(\d*)\b",0.76,"#FD6925"
2299,9,"supply chain","\b(\d*)supply chain(\d*)\b",0.76,"#FD6925"
2300,9,"makers","\b(\d*)makers(\d*)\b",0.76,"#FD6925"
2301,9,"robotics","\b(\d*)robotics(\d*)\b",0.76,"#FD6925"
2302,9,"exporters","\b(\d*)exporters(\d*)\b",0.76,"#FD6925"
2303,9,"companies","\b(\d*)companies(\d*)\b",0.76,"#FD6925"
2304,9,"employment","\b(\d*)employment(\d*)\b",0.75,"#FD6925"
2305,9,"packaging","\b(\d*)packaging(\d*)\b",0.69,"#FD6925"
2306,9,"plastics","\b(\d*)plastics(\d*)\b",0.69,"#FD6925"
2307,9,"bioscience","\b(\d*)bioscience(\d*)\b",0.69,"#FD6925"
2308,9,"computing","\b(\d*)computing(\d*)\b",0.69,"#FD6925"
2309,9,"hi tech","\b(\d*)hi tech(\d*)\b",0.69,"#FD6925"
2310,9,"entrepreneurship","\b(\d*)entrepreneurship(\d*)\b",0.69,"#FD6925"
2311,9,"innovators","\b(\d*)innovators(\d*)\b",0.69,"#FD6925"
2312,9,"robot","\b(\d*)robot(\d*)\b",0.65,"#FD6925"
2313,9,"supplier","\b(\d*)supplier(\d*)\b",0.62,"#FD6925"
2314,9,"factories","\b(\d*)factories(\d*)\b",0.62,"#FD6925"
2315,9,"polymer","\b(\d*)polymer(\d*)\b",0.62,"#FD6925"
2316,9,"systems","\b(\d*)systems(\d*)\b",0.62,"#FD6925"
2317,9,"solutions","\b(\d*)solutions(\d*)\b",0.62,"#FD6925"
2318,9,"photonics","\b(\d*)photonics(\d*)\b",0.62,"#FD6925"
2319,9,"entrepreneurial","\b(\d*)entrepreneurial(\d*)\b",0.62,"#FD6925"
2320,9,"telecommunication","\b(\d*)telecommunication(\d*)\b",0.62,"#FD6925"
2321,9,"sustainability","\b(\d*)sustainability(\d*)\b",0.62,"#FD6925"
2322,9,"innovator","\b(\d*)innovator(\d*)\b",0.62,"#FD6925"
2323,9,"wireless","\b(\d*)wireless(\d*)\b",0.62,"#FD6925"
2324,9,"infrastructures","\b(\d*)infrastructures(\d*)\b",0.59,"#FD6925"
2325,9,"investments","\b(\d*)investments(\d*)\b",0.58,"#FD6925"
2326,9,"precision","\b(\d*)precision(\d*)\b",0.55,"#FD6925"
2327,9,"foundry","\b(\d*)foundry(\d*)\b",0.55,"#FD6925"
2328,9,"component","\b(\d*)component(\d*)\b",0.55,"#FD6925"
2329,9,"designs","\b(\d*)designs(\d*)\b",0.55,"#FD6925"
2330,9,"sensors","\b(\d*)sensors(\d*)\b",0.55,"#FD6925"
2331,9,"information technology","\b(\d*)information technology(\d*)\b",0.55,"#FD6925"
2332,9,"convergence","\b(\d*)convergence(\d*)\b",0.55,"#FD6925"
2333,9,"dealers","\b(\d*)dealers(\d*)\b",0.55,"#FD6925"
2334,9,"firms","\b(\d*)firms(\d*)\b",0.55,"#FD6925"
2335,9,"inventors","\b(\d*)inventors(\d*)\b",0.55,"#FD6925"
2336,9,"ict","\b(\d*)ict(\d*)\b",0.55,"#FD6925"
2337,9,"telephony","\b(\d*)telephony(\d*)\b",0.55,"#FD6925"
2338,9,"efficiency","\b(\d*)efficiency(\d*)\b",0.55,"#FD6925"
2339,9,"telecom","\b(\d*)telecom(\d*)\b",0.55,"#FD6925"
2340,9,"innovate","\b(\d*)innovate(\d*)\b",0.55,"#FD6925"
2341,9,"robots","\b(\d*)robots(\d*)\b",0.55,"#FD6925"
2342,9,"financing","\b(\d*)financing(\d*)\b",0.5,"#FD6925"
2343,9,"materials","\b(\d*)materials(\d*)\b",0.48,"#FD6925"
2344,9,"production","\b(\d*)production(\d*)\b",0.48,"#FD6925"
2345,9,"output","\b(\d*)output(\d*)\b",0.48,"#FD6925"
2346,9,"aerospace","\b(\d*)aerospace(\d*)\b",0.48,"#FD6925"
2347,9,"logistics","\b(\d*)logistics(\d*)\b",0.48,"#FD6925"
2348,9,"aluminum","\b(\d*)aluminum(\d*)\b",0.48,"#FD6925"
2349,9,"business","\b(\d*)business(\d*)\b",0.48,"#FD6925"
2350,9,"diversified","\b(\d*)diversified(\d*)\b",0.48,"#FD6925"
2351,9,"applied","\b(\d*)applied(\d*)\b",0.48,"#FD6925"
2352,9,"automobile","\b(\d*)automobile(\d*)\b",0.48,"#FD6925"
2353,9,"devices","\b(\d*)devices(\d*)\b",0.48,"#FD6925"
2354,9,"structures","\b(\d*)structures(\d*)\b",0.48,"#FD6925"
2355,9,"biotechnology","\b(\d*)biotechnology(\d*)\b",0.48,"#FD6925"
2356,9,"technological innovation","\b(\d*)technological innovation(\d*)\b",0.48,"#FD6925"
2357,9,"incubator","\b(\d*)incubator(\d*)\b",0.48,"#FD6925"
2358,9,"distributors","\b(\d*)distributors(\d*)\b",0.48,"#FD6925"
2359,9,"retailers","\b(\d*)retailers(\d*)\b",0.48,"#FD6925"
2360,9,"importers","\b(\d*)importers(\d*)\b",0.48,"#FD6925"
2361,9,"carmakers","\b(\d*)carmakers(\d*)\b",0.48,"#FD6925"
2362,9,"smart grid","\b(\d*)smart grid(\d*)\b",0.48,"#FD6925"
2363,9,"connectivity","\b(\d*)connectivity(\d*)\b",0.48,"#FD6925"
2364,9,"telco","\b(\d*)telco(\d*)\b",0.48,"#FD6925"
2365,9,"telecoms","\b(\d*)telecoms(\d*)\b",0.48,"#FD6925"
2366,9,"portfolio","\b(\d*)portfolio(\d*)\b",0.48,"#FD6925"
2367,9,"hedge funds","\b(\d*)hedge funds(\d*)\b",0.48,"#FD6925"
2368,9,"creativity","\b(\d*)creativity(\d*)\b",0.48,"#FD6925"
2369,9,"startups","\b(\d*)startups(\d*)\b",0.48,"#FD6925"
2370,9,"wimax","\b(\d*)wimax(\d*)\b",0.48,"#FD6925"
2371,9,"voip","\b(\d*)voip(\d*)\b",0.48,"#FD6925"
2372,9,"internet","\b(\d*)internet(\d*)\b",0.45,"#FD6925"
2373,9,"textiles","\b(\d*)textiles(\d*)\b",0.42,"#FD6925"
2374,9,"printing","\b(\d*)printing(\d*)\b",0.42,"#FD6925"
2375,9,"metal","\b(\d*)metal(\d*)\b",0.42,"#FD6925"
2376,9,"construction","\b(\d*)construction(\d*)\b",0.42,"#FD6925"
2377,9,"furniture","\b(\d*)furniture(\d*)\b",0.42,"#FD6925"
2378,9,"tool","\b(\d*)tool(\d*)\b",0.42,"#FD6925"
2379,9,"aftermarket","\b(\d*)aftermarket(\d*)\b",0.42,"#FD6925"
2380,9,"engineered","\b(\d*)engineered(\d*)\b",0.42,"#FD6925"
2381,9,"chemicals","\b(\d*)chemicals(\d*)\b",0.42,"#FD6925"
2382,9,"diagnostics","\b(\d*)diagnostics(\d*)\b",0.42,"#FD6925"
2383,9,"optics","\b(\d*)optics(\d*)\b",0.42,"#FD6925"
2384,9,"imaging","\b(\d*)imaging(\d*)\b",0.42,"#FD6925"
2385,9,"enterprises","\b(\d*)enterprises(\d*)\b",0.42,"#FD6925"
2386,9,"biosciences","\b(\d*)biosciences(\d*)\b",0.42,"#FD6925"
2387,9,"manufactures","\b(\d*)manufactures(\d*)\b",0.42,"#FD6925"
2388,9,"subsidiary","\b(\d*)subsidiary(\d*)\b",0.42,"#FD6925"
2389,9,"computers","\b(\d*)computers(\d*)\b",0.42,"#FD6925"
2390,9,"custom","\b(\d*)custom(\d*)\b",0.42,"#FD6925"
2391,9,"chassis","\b(\d*)chassis(\d*)\b",0.42,"#FD6925"
2392,9,"modular","\b(\d*)modular(\d*)\b",0.42,"#FD6925"
2393,9,"plant","\b(\d*)plant(\d*)\b",0.42,"#FD6925"
2394,9,"imported","\b(\d*)imported(\d*)\b",0.42,"#FD6925"
2395,9,"product","\b(\d*)product(\d*)\b",0.42,"#FD6925"
2396,9,"procurement","\b(\d*)procurement(\d*)\b",0.42,"#FD6925"
2397,9,"informatics","\b(\d*)informatics(\d*)\b",0.42,"#FD6925"
2398,9,"venture","\b(\d*)venture(\d*)\b",0.42,"#FD6925"
2399,9,"innovation award","\b(\d*)innovation award(\d*)\b",0.42,"#FD6925"
2400,9,"automakers","\b(\d*)automakers(\d*)\b",0.42,"#FD6925"
2401,9,"energy efficiency","\b(\d*)energy efficiency(\d*)\b",0.42,"#FD6925"
2402,9,"development","\b(\d*)development(\d*)\b",0.42,"#FD6925"
2403,9,"initiatives","\b(\d*)initiatives(\d*)\b",0.42,"#FD6925"
2404,9,"electro","\b(\d*)electro(\d*)\b",0.42,"#FD6925"
2405,9,"imports","\b(\d*)imports(\d*)\b",0.42,"#FD6925"
2406,9,"sectors","\b(\d*)sectors(\d*)\b",0.42,"#FD6925"
2407,9,"mutual funds","\b(\d*)mutual funds(\d*)\b",0.42,"#FD6925"
2408,9,"investing","\b(\d*)investing(\d*)\b",0.42,"#FD6925"
2409,9,"cutting edge","\b(\d*)cutting edge(\d*)\b",0.42,"#FD6925"
2410,9,"excellence","\b(\d*)excellence(\d*)\b",0.42,"#FD6925"
2411,9,"##st century","\b(\d*)##st century(\d*)\b",0.42,"#FD6925"
2412,9,"visionary","\b(\d*)visionary(\d*)\b",0.42,"#FD6925"
2413,9,"entrepreneurs","\b(\d*)entrepreneurs(\d*)\b",0.42,"#FD6925"
2414,9,"collaborative","\b(\d*)collaborative(\d*)\b",0.42,"#FD6925"
2415,9,"best practices","\b(\d*)best practices(\d*)\b",0.42,"#FD6925"
2416,9,"cad cam","\b(\d*)cad cam(\d*)\b",0.38,"#FD6925"
2417,9,"purchasing","\b(\d*)purchasing(\d*)\b",0.35,"#FD6925"
2418,9,"aluminium","\b(\d*)aluminium(\d*)\b",0.35,"#FD6925"
2419,9,"electrical","\b(\d*)electrical(\d*)\b",0.35,"#FD6925"
2420,9,"sourcing","\b(\d*)sourcing(\d*)\b",0.35,"#FD6925"
2421,9,"semiconductors","\b(\d*)semiconductors(\d*)\b",0.35,"#FD6925"
2422,9,"concepts","\b(\d*)concepts(\d*)\b",0.35,"#FD6925"
2423,9,"labs","\b(\d*)labs(\d*)\b",0.35,"#FD6925"
2424,9,"consulting","\b(\d*)consulting(\d*)\b",0.35,"#FD6925"
2425,9,"specialties","\b(\d*)specialties(\d*)\b",0.35,"#FD6925"
2426,9,"sensor","\b(\d*)sensor(\d*)\b",0.35,"#FD6925"
2427,9,"machines","\b(\d*)machines(\d*)\b",0.35,"#FD6925"
2428,9,"processing","\b(\d*)processing(\d*)\b",0.35,"#FD6925"
2429,9,"contractors","\b(\d*)contractors(\d*)\b",0.35,"#FD6925"
2430,9,"composite materials","\b(\d*)composite materials(\d*)\b",0.35,"#FD6925"
2431,9,"commercialization","\b(\d*)commercialization(\d*)\b",0.35,"#FD6925"
2432,9,"prototype","\b(\d*)prototype(\d*)\b",0.35,"#FD6925"
2433,9,"invests","\b(\d*)invests(\d*)\b",0.35,"#FD6925"
2434,9,"shipments","\b(\d*)shipments(\d*)\b",0.35,"#FD6925"
2435,9,"advanced","\b(\d*)advanced(\d*)\b",0.35,"#FD6925"
2436,9,"biomedical","\b(\d*)biomedical(\d*)\b",0.35,"#FD6925"
2437,9,"tech","\b(\d*)tech(\d*)\b",0.35,"#FD6925"
2438,9,"communication","\b(\d*)communication(\d*)\b",0.35,"#FD6925"
2439,9,"clean energy","\b(\d*)clean energy(\d*)\b",0.35,"#FD6925"
2440,9,"simulation","\b(\d*)simulation(\d*)\b",0.35,"#FD6925"
2441,9,"mobility","\b(\d*)mobility(\d*)\b",0.35,"#FD6925"
2442,9,"distributor","\b(\d*)distributor(\d*)\b",0.35,"#FD6925"
2443,9,"manufacturers association","\b(\d*)manufacturers association(\d*)\b",0.35,"#FD6925"
2444,9,"consumers","\b(\d*)consumers(\d*)\b",0.35,"#FD6925"
2445,9,"employers","\b(\d*)employers(\d*)\b",0.35,"#FD6925"
2446,9,"businesses","\b(\d*)businesses(\d*)\b",0.35,"#FD6925"
2447,9,"producers","\b(\d*)producers(\d*)\b",0.35,"#FD6925"
2448,9,"operators","\b(\d*)operators(\d*)\b",0.35,"#FD6925"
2449,9,"providers","\b(\d*)providers(\d*)\b",0.35,"#FD6925"
2450,9,"refiners","\b(\d*)refiners(\d*)\b",0.35,"#FD6925"
2451,9,"customers","\b(\d*)customers(\d*)\b",0.35,"#FD6925"
2452,9,"resellers","\b(\d*)resellers(\d*)\b",0.35,"#FD6925"
2453,9,"projects","\b(\d*)projects(\d*)\b",0.35,"#FD6925"
2454,9,"competitiveness","\b(\d*)competitiveness(\d*)\b",0.35,"#FD6925"
2455,9,"modernization","\b(\d*)modernization(\d*)\b",0.35,"#FD6925"
2456,9,"sme","\b(\d*)sme(\d*)\b",0.35,"#FD6925"
2457,9,"service provider","\b(\d*)service provider(\d*)\b",0.35,"#FD6925"
2458,9,"ip telephony","\b(\d*)ip telephony(\d*)\b",0.35,"#FD6925"
2459,9,"sector","\b(\d*)sector(\d*)\b",0.35,"#FD6925"
2460,9,"equity","\b(\d*)equity(\d*)\b",0.35,"#FD6925"
2461,9,"growth","\b(\d*)growth(\d*)\b",0.35,"#FD6925"
2462,9,"technological advancement","\b(\d*)technological advancement(\d*)\b",0.35,"#FD6925"
2463,9,"environmental sustainability","\b(\d*)environmental sustainability(\d*)\b",0.35,"#FD6925"
2464,9,"invention","\b(\d*)invention(\d*)\b",0.35,"#FD6925"
2465,9,"pioneering","\b(\d*)pioneering(\d*)\b",0.35,"#FD6925"
2466,9,"cleantech","\b(\d*)cleantech(\d*)\b",0.35,"#FD6925"
2467,9,"excellence awards","\b(\d*)excellence awards(\d*)\b",0.35,"#FD6925"
2468,9,"ideas","\b(\d*)ideas(\d*)\b",0.35,"#FD6925"
2469,9,"creative","\b(\d*)creative(\d*)\b",0.35,"#FD6925"
2470,9,"techno","\b(\d*)techno(\d*)\b",0.35,"#FD6925"
2471,9,"economies","\b(\d*)economies(\d*)\b",0.35,"#FD6925"
2472,9,"affordable","\b(\d*)affordable(\d*)\b",0.35,"#FD6925"
2473,9,"renewable","\b(\d*)renewable(\d*)\b",0.35,"#FD6925"
2474,9,"greener","\b(\d*)greener(\d*)\b",0.35,"#FD6925"
2475,9,"biofuel","\b(\d*)biofuel(\d*)\b",0.35,"#FD6925"
2476,9,"gadgets","\b(\d*)gadgets(\d*)\b",0.35,"#FD6925"
2477,9,"futuristic","\b(\d*)futuristic(\d*)\b",0.35,"#FD6925"
2478,9,"cnc","\b(\d*)cnc(\d*)\b",0.34,"#FD6925"
2479,9,"internet access","\b(\d*)internet access(\d*)\b",0.34,"#FD6925"
2480,9,"industrialization","\b(\d*)industrialization(\d*)\b",0.33,"#FD6925"
2481,9,"emissions","\b(\d*)emissions(\d*)\b",0.32,"#FD6925"
2482,9,"pharmaceutical","\b(\d*)pharmaceutical(\d*)\b",0.3,"#FD6925"
2483,9,"microfabrication","\b(\d*)microfabrication(\d*)\b",0.3,"#FD6925"
2484,9,"semiconductor","\b(\d*)semiconductor(\d*)\b",0.28,"#FD6925"
2485,9,"retail","\b(\d*)retail(\d*)\b",0.28,"#FD6925"
2486,9,"metals","\b(\d*)metals(\d*)\b",0.28,"#FD6925"
2487,9,"advanced materials","\b(\d*)advanced materials(\d*)\b",0.28,"#FD6925"
2488,9,"chemical","\b(\d*)chemical(\d*)\b",0.28,"#FD6925"
2489,9,"insulation","\b(\d*)insulation(\d*)\b",0.28,"#FD6925"
2490,9,"motors","\b(\d*)motors(\d*)\b",0.28,"#FD6925"
2491,9,"rubber","\b(\d*)rubber(\d*)\b",0.28,"#FD6925"
2492,9,"auto","\b(\d*)auto(\d*)\b",0.28,"#FD6925"
2493,9,"cement","\b(\d*)cement(\d*)\b",0.28,"#FD6925"
2494,9,"concrete","\b(\d*)concrete(\d*)\b",0.28,"#FD6925"
2495,9,"shipbuilding","\b(\d*)shipbuilding(\d*)\b",0.28,"#FD6925"
2496,9,"automotive industry","\b(\d*)automotive industry(\d*)\b",0.28,"#FD6925"
2497,9,"flooring","\b(\d*)flooring(\d*)\b",0.28,"#FD6925"
2498,9,"holdings","\b(\d*)holdings(\d*)\b",0.28,"#FD6925"
2499,9,"partners llc","\b(\d*)partners llc(\d*)\b",0.28,"#FD6925"
2500,9,"laboratories","\b(\d*)laboratories(\d*)\b",0.28,"#FD6925"
2501,9,"partners","\b(\d*)partners(\d*)\b",0.28,"#FD6925"
2502,9,"services","\b(\d*)services(\d*)\b",0.28,"#FD6925"
2503,9,"controls","\b(\d*)controls(\d*)\b",0.28,"#FD6925"
2504,9,"engines","\b(\d*)engines(\d*)\b",0.28,"#FD6925"
2505,9,"biometrics","\b(\d*)biometrics(\d*)\b",0.28,"#FD6925"
2506,9,"strategies","\b(\d*)strategies(\d*)\b",0.28,"#FD6925"
2507,9,"graphics","\b(\d*)graphics(\d*)\b",0.28,"#FD6925"
2508,9,"tools","\b(\d*)tools(\d*)\b",0.28,"#FD6925"
2509,9,"life sciences","\b(\d*)life sciences(\d*)\b",0.28,"#FD6925"
2510,9,"provider","\b(\d*)provider(\d*)\b",0.28,"#FD6925"
2511,9,"supply","\b(\d*)supply(\d*)\b",0.28,"#FD6925"
2512,9,"vacuum","\b(\d*)vacuum(\d*)\b",0.28,"#FD6925"
2513,9,"ceramic","\b(\d*)ceramic(\d*)\b",0.28,"#FD6925"
2514,9,"foam","\b(\d*)foam(\d*)\b",0.28,"#FD6925"
2515,9,"extrusion","\b(\d*)extrusion(\d*)\b",0.28,"#FD6925"
2516,9,"welded","\b(\d*)welded(\d*)\b",0.28,"#FD6925"
2517,9,"interiors","\b(\d*)interiors(\d*)\b",0.28,"#FD6925"
2518,9,"smt","\b(\d*)smt(\d*)\b",0.28,"#FD6925"
2519,9,"technical","\b(\d*)technical(\d*)\b",0.28,"#FD6925"
2520,9,"accessories","\b(\d*)accessories(\d*)\b",0.28,"#FD6925"
2521,9,"import","\b(\d*)import(\d*)\b",0.28,"#FD6925"
2522,9,"product line","\b(\d*)product line(\d*)\b",0.28,"#FD6925"
2523,9,"works","\b(\d*)works(\d*)\b",0.28,"#FD6925"
2524,9,"communications","\b(\d*)communications(\d*)\b",0.28,"#FD6925"
2525,9,"ecosystem","\b(\d*)ecosystem(\d*)\b",0.28,"#FD6925"
2526,9,"alternative energy","\b(\d*)alternative energy(\d*)\b",0.28,"#FD6925"
2527,9,"produced","\b(\d*)produced(\d*)\b",0.28,"#FD6925"
2528,9,"recycled","\b(\d*)recycled(\d*)\b",0.28,"#FD6925"
2529,9,"alloy","\b(\d*)alloy(\d*)\b",0.28,"#FD6925"
2530,9,"fasteners","\b(\d*)fasteners(\d*)\b",0.28,"#FD6925"
2531,9,"oem","\b(\d*)oem(\d*)\b",0.28,"#FD6925"
2532,9,"retailer","\b(\d*)retailer(\d*)\b",0.28,"#FD6925"
2533,9,"pneumatic","\b(\d*)pneumatic(\d*)\b",0.28,"#FD6925"
2534,9,"oems","\b(\d*)oems(\d*)\b",0.28,"#FD6925"
2535,9,"dealer","\b(\d*)dealer(\d*)\b",0.28,"#FD6925"
2536,9,"vendor","\b(\d*)vendor(\d*)\b",0.28,"#FD6925"
2537,9,"customer satisfaction","\b(\d*)customer satisfaction(\d*)\b",0.28,"#FD6925"
2538,9,"mems","\b(\d*)mems(\d*)\b",0.28,"#FD6925"
2539,9,"marketers","\b(\d*)marketers(\d*)\b",0.28,"#FD6925"
2540,9,"vendors","\b(\d*)vendors(\d*)\b",0.28,"#FD6925"
2541,9,"shippers","\b(\d*)shippers(\d*)\b",0.28,"#FD6925"
2542,9,"processors","\b(\d*)processors(\d*)\b",0.28,"#FD6925"
2543,9,"purchasers","\b(\d*)purchasers(\d*)\b",0.28,"#FD6925"
2544,9,"consumer electronics","\b(\d*)consumer electronics(\d*)\b",0.28,"#FD6925"
2545,9,"traders","\b(\d*)traders(\d*)\b",0.28,"#FD6925"
2546,9,"workers","\b(\d*)workers(\d*)\b",0.28,"#FD6925"
2547,9,"executives","\b(\d*)executives(\d*)\b",0.28,"#FD6925"
2548,9,"strategy","\b(\d*)strategy(\d*)\b",0.28,"#FD6925"
2549,9,"finance","\b(\d*)finance(\d*)\b",0.28,"#FD6925"
2550,9,"renewables","\b(\d*)renewables(\d*)\b",0.28,"#FD6925"
2551,9,"electricity","\b(\d*)electricity(\d*)\b",0.28,"#FD6925"
2552,9,"climate change","\b(\d*)climate change(\d*)\b",0.28,"#FD6925"
2553,9,"economic growth","\b(\d*)economic growth(\d*)\b",0.28,"#FD6925"
2554,9,"privatization","\b(\d*)privatization(\d*)\b",0.28,"#FD6925"
2555,9,"machine","\b(\d*)machine(\d*)\b",0.28,"#FD6925"
2556,9,"fab","\b(\d*)fab(\d*)\b",0.28,"#FD6925"
2557,9,"private equity","\b(\d*)private equity(\d*)\b",0.28,"#FD6925"
2558,9,"equities","\b(\d*)equities(\d*)\b",0.28,"#FD6925"
2559,9,"mutual fund","\b(\d*)mutual fund(\d*)\b",0.28,"#FD6925"
2560,9,"brokerage","\b(\d*)brokerage(\d*)\b",0.28,"#FD6925"
2561,9,"invest","\b(\d*)invest(\d*)\b",0.28,"#FD6925"
2562,9,"investor","\b(\d*)investor(\d*)\b",0.28,"#FD6925"
2563,9,"assets","\b(\d*)assets(\d*)\b",0.28,"#FD6925"
2564,9,"economic","\b(\d*)economic(\d*)\b",0.28,"#FD6925"
2565,9,"hedge fund","\b(\d*)hedge fund(\d*)\b",0.28,"#FD6925"
2566,9,"emerging markets","\b(\d*)emerging markets(\d*)\b",0.28,"#FD6925"
2567,9,"commodity","\b(\d*)commodity(\d*)\b",0.28,"#FD6925"
2568,9,"technological advancements","\b(\d*)technological advancements(\d*)\b",0.28,"#FD6925"
2569,9,"technological advances","\b(\d*)technological advances(\d*)\b",0.28,"#FD6925"
2570,9,"innovating","\b(\d*)innovating(\d*)\b",0.28,"#FD6925"
2571,9,"technologists","\b(\d*)technologists(\d*)\b",0.28,"#FD6925"
2572,9,"diversification","\b(\d*)diversification(\d*)\b",0.28,"#FD6925"
2573,9,"nanotech","\b(\d*)nanotech(\d*)\b",0.28,"#FD6925"
2574,9,"alternative fuels","\b(\d*)alternative fuels(\d*)\b",0.28,"#FD6925"
2575,9,"entrepreneur","\b(\d*)entrepreneur(\d*)\b",0.28,"#FD6925"
2576,9,"innovation awards","\b(\d*)innovation awards(\d*)\b",0.28,"#FD6925"
2577,9,"dsl","\b(\d*)dsl(\d*)\b",0.28,"#FD6925"
2578,9,"adsl","\b(\d*)adsl(\d*)\b",0.28,"#FD6925"
2579,9,"ngn","\b(\d*)ngn(\d*)\b",0.28,"#FD6925"
2580,9,"mbps","\b(\d*)mbps(\d*)\b",0.28,"#FD6925"
2581,9,"cable","\b(\d*)cable(\d*)\b",0.28,"#FD6925"
2582,9,"telcos","\b(\d*)telcos(\d*)\b",0.28,"#FD6925"
2583,9,"internet service providers","\b(\d*)internet service providers(\d*)\b",0.28,"#FD6925"
2584,9,"vsat","\b(\d*)vsat(\d*)\b",0.28,"#FD6925"
2585,9,"petrochemical","\b(\d*)petrochemical(\d*)\b",0.28,"#FD6925"
2586,9,"recycling","\b(\d*)recycling(\d*)\b",0.28,"#FD6925"
2587,9,"wireline","\b(\d*)wireline(\d*)\b",0.28,"#FD6925"
2588,9,"cellular","\b(\d*)cellular(\d*)\b",0.28,"#FD6925"
2589,9,"supplies","\b(\d*)supplies(\d*)\b",0.28,"#FD6925"
2590,9,"energy efficient","\b(\d*)energy efficient(\d*)\b",0.28,"#FD6925"
2591,9,"irobot","\b(\d*)irobot(\d*)\b",0.28,"#FD6925"
2592,9,"transformer","\b(\d*)transformer(\d*)\b",0.28,"#FD6925"
2593,9,"artificial intelligence","\b(\d*)artificial intelligence(\d*)\b",0.28,"#FD6925"
2594,9,"eco","\b(\d*)eco(\d*)\b",0.28,"#FD6925"
2595,9,"environmentally friendly","\b(\d*)environmentally friendly(\d*)\b",0.28,"#FD6925"
2596,9,"greening","\b(\d*)greening(\d*)\b",0.28,"#FD6925"
2597,9,"biomass","\b(\d*)biomass(\d*)\b",0.28,"#FD6925"
2598,9,"biofuels","\b(\d*)biofuels(\d*)\b",0.28,"#FD6925"
2599,9,"gizmos","\b(\d*)gizmos(\d*)\b",0.28,"#FD6925"
2600,9,"technologically advanced","\b(\d*)technologically advanced(\d*)\b",0.28,"#FD6925"
2601,9,"modern","\b(\d*)modern(\d*)\b",0.28,"#FD6925"
2602,9,"profitability","\b(\d*)profitability(\d*)\b",0.28,"#FD6925"
2603,9,"miniaturized","\b(\d*)miniaturized(\d*)\b",0.28,"#FD6925"
2604,9,"gadget","\b(\d*)gadget(\d*)\b",0.28,"#FD6925"
2605,10,"immigration","\b(\d*)immigration(\d*)\b",7.89,"#DD1367"
2606,10,"disparities","\b(\d*)disparities(\d*)\b",6.27,"#DD1367"
2607,10,"discrimination","\b(\d*)discrimination(\d*)\b",4.59,"#DD1367"
2608,10,"inequalities","\b(\d*)inequalities(\d*)\b",4.46,"#DD1367"
2609,10,"asylum","\b(\d*)asylum(\d*)\b",4.34,"#DD1367"
2610,10,"migrant workers","\b(\d*)migrant workers(\d*)\b",4.19,"#DD1367"
2611,10,"migrant","\b(\d*)migrant(\d*)\b",4.16,"#DD1367"
2612,10,"migrants","\b(\d*)migrants(\d*)\b",4.13,"#DD1367"
2613,10,"migration","\b(\d*)migration(\d*)\b",3.87,"#DD1367"
2614,10,"immigrants","\b(\d*)immigrants(\d*)\b",3.8,"#DD1367"
2615,10,"refugee","\b(\d*)refugee(\d*)\b",3.62,"#DD1367"
2616,10,"immigrant","\b(\d*)immigrant(\d*)\b",3.54,"#DD1367"
2617,10,"affirmative action","\b(\d*)affirmative action(\d*)\b",3.5,"#DD1367"
2618,10,"refugees","\b(\d*)refugees(\d*)\b",3.01,"#DD1367"
2619,10,"undocumented","\b(\d*)undocumented(\d*)\b",2.82,"#DD1367"
2620,10,"inequality","\b(\d*)inequality(\d*)\b",2.78,"#DD1367"
2621,10,"racial discrimination","\b(\d*)racial discrimination(\d*)\b",2.78,"#DD1367"
2622,10,"illegal immigrants","\b(\d*)illegal immigrants(\d*)\b",2.74,"#DD1367"
2623,10,"racial","\b(\d*)racial(\d*)\b",2.62,"#DD1367"
2624,10,"asylum seekers","\b(\d*)asylum seekers(\d*)\b",2.57,"#DD1367"
