"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"24957","LAS","GEOL-160","1","0","0","Introduction to Geosystems","L","","Y","16:00","17:50","H","0","","","ZHS B56","0","Survey of natural geological/ environmental processes (systems) and variability active near the earth's surface in the region that houses most life (the biosphere).","GEOL","20233"
"24946","LAS","GEOL-160","1","0","0","Introduction to Geosystems","L","","Y","12:00","13:50","H","0","","","ZHS B56","0","Survey of natural geological/ environmental processes (systems) and variability active near the earth's surface in the region that houses most life (the biosphere).","GEOL","20233"
"24943","LAS","GEOL-160","1","0","0","Introduction to Geosystems","L","","Y","12:00","13:50","T","0","","","ZHS B56","0","Survey of natural geological/ environmental processes (systems) and variability active near the earth's surface in the region that houses most life (the biosphere).","GEOL","20233"
"24941","LAS","GEOL-160","1","0","0","Introduction to Geosystems","L","","Y","10:00","11:50","H","0","","","ZHS B56","0","Survey of natural geological/ environmental processes (systems) and variability active near the earth's surface in the region that houses most life (the biosphere).","GEOL","20233"
"24947","LAS","GEOL-160","1","0","0","Introduction to Geosystems","L","","Y","14:00","15:50","T","0","","","ZHS B56","0","Survey of natural geological/ environmental processes (systems) and variability active near the earth's surface in the region that houses most life (the biosphere).","GEOL","20233"
"24949","LAS","GEOL-160","1","0","0","Introduction to Geosystems","L","","Y","14:00","15:50","H","0","","","ZHS B56","0","Survey of natural geological/ environmental processes (systems) and variability active near the earth's surface in the region that houses most life (the biosphere).","GEOL","20233"
"24975","LAS","GEOL-165","1","4","4","Metals and Life on Earth","C","","Y","11:00","12:20","TH","0","","John, Seth","GFS106","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24976","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","8:00","9:50","T","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24978","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","8:00","9:50","H","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24977","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","8:00","9:50","W","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24988","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","14:00","15:50","F","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24980","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","10:00","11:50","W","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24982","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","10:00","11:50","F","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24986","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","12:00","13:50","F","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24987","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","14:00","15:50","W","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24984","LAS","GEOL-165","1","0","0","Metals and Life on Earth","D","","Y","12:00","13:50","W","0","","","ZHS B56","0","The role of metals in life, from the origin of life to modern environmental problems.","GEOL","20233"
"24950","LASN","GEOL-240","1","4","4","Earthquakes","C","","Y","12:30","13:50","TH","0","","Dolan, James","SAL101","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24972","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","16:00","17:50","W","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24974","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","16:00","17:50","H","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24954","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","10:00","11:50","W","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24958","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","12:00","13:50","W","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24956","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","10:00","11:50","F","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24952","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","8:00","9:50","W","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24964","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","14:00","15:50","W","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24962","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","14:00","15:50","T","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24966","LASN","GEOL-240","1","0","0","Earthquakes","L","","Y","14:00","15:50","H","0","","","ZHS B63","0","Causes of earthquakes and nature of large faults; earthquake hazard and risk; world's great earthquakes; understanding the Richter scale. Lecture, 3 hours; laboratory, 2 hours; one fieldtrip required.","GEOL","20233"
"24945","LASN","GEOL-290","1","1","1","Special Laboratory","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for GEOL 105Lg, 107Lxg, 108Lg, 125Lxg, 130Lxg, 150Lxg, or 240Lxg for students with equivalent lecture credit from another institution.","GEOL","20233"
"24940","LASN","GEOL-315","1","4","4","Minerals and Earth Systems","C","","Y","11:00","12:20","TH","0","","Celestian, Aaron","ZHS200","0","Minerals and their formation in Earth geosystems; includes discussions of mineral properties, crystal structures, uses and biogeochemical importance. Lecture, 3 hours; laboratory, 6 hours; required field trips. Recommended preparation: any introductory GEOL course.","GEOL","20233"
"24942","LASN","GEOL-315","1","0","0","Minerals and Earth Systems","L","","Y","12:00","13:50","MF","0","","","ZHS B65","0","Minerals and their formation in Earth geosystems; includes discussions of mineral properties, crystal structures, uses and biogeochemical importance. Lecture, 3 hours; laboratory, 6 hours; required field trips. Recommended preparation: any introductory GEOL course.","GEOL","20233"
"24981","LASN","GEOL-320","1","4","4","Surficial Processes and Stratigraphic Systems","C","","Y","14:00","15:20","MW","0","","Corsetti, Frank","ZHS200","0","Processes of erosion, sediment transport, and deposition that shape the land surface; landscape response to tectonism; recognition and interpretation of depositional environments in the stratigraphic record.","GEOL","20233"
"24983","LASN","GEOL-320","1","0","0","Surficial Processes and Stratigraphic Systems","L","","Y","12:00","13:50","H","0","","","ZHS B65","0","Processes of erosion, sediment transport, and deposition that shape the land surface; landscape response to tectonism; recognition and interpretation of depositional environments in the stratigraphic record.","GEOL","20233"
"25007","LASN","GEOL-425","1","4","4","Data Analysis in the Earth and Environmental Sciences","C","","Y","14:00","15:20","TH","0","","Emile-Geay, Julien","ZHS200","0","Introduction to mathematical methods giving insight into Earth and Environmental data. Topics include: probability and statistics, timeseries analysis, spectral analysis, inverse theory, interpolation.Recommended Preparation: MATH 126, familiarity with matrix algebra.","GEOL","20233"
"25009","LASN","GEOL-425","1","0","0","Data Analysis in the Earth and Environmental Sciences","L","","Y","15:30","17:20","W","0","","","ZHS B65","0","Introduction to mathematical methods giving insight into Earth and Environmental data. Topics include: probability and statistics, timeseries analysis, spectral analysis, inverse theory, interpolation.Recommended Preparation: MATH 126, familiarity with matrix algebra.","GEOL","20233"
"25010","LAS","GEOL-432","1","2","2","Introduction to Field Techniques","C","","Y","TBA","TBA","","0","","Platt, John, Paul","OFFICE","0","Introduction to field techniques used in a variety of Earth Science disciplines. Field and digital techniques for map making including use of GIS, GPS, and digital tablets. Field analyses of rocks and rock structures. Map interpretation and digital processing of field data. Includes weekly labs and some weekend field trips.","GEOL","20233"
"25011","LAS","GEOL-432","1","0","0","Introduction to Field Techniques","L","","Y","TBA","TBA","","0","","","OFFICE","0","Introduction to field techniques used in a variety of Earth Science disciplines. Field and digital techniques for map making including use of GIS, GPS, and digital tablets. Field analyses of rocks and rock structures. Map interpretation and digital processing of field data. Includes weekly labs and some weekend field trips.","GEOL","20233"
"24990","LASN","GEOL-470","1","4","4","Environmental Hydrogeology","C","","Y","9:00","10:20","MW","0","","West, Josh","ZHS118","0","Concepts in hydrogeology and application to environmental problems. Topics include groundwater and surface water hydrology, chemistry, and contamination. Includes labs, guest lectures, and field trips. Recommended preparation: GEOL 105, GEOL 160, or equivalent.","GEOL","20233"
"24991","LASN","GEOL-470","1","0","0","Environmental Hydrogeology","L","","Y","9:00","10:20","F","0","","","ZHS B65","0","Concepts in hydrogeology and application to environmental problems. Topics include groundwater and surface water hydrology, chemistry, and contamination. Includes labs, guest lectures, and field trips. Recommended preparation: GEOL 105, GEOL 160, or equivalent.","GEOL","20233"
"24994","LAS","GEOL-490","1","1","8","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","GEOL","20233"
"24996","LASN","GEOL-494","1","2","2","Senior Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Writing of a thesis under individual faculty supervision.Not available for graduate credit.","GEOL","20233"
"24967","LAS","GEOL-513","1","3","3","Practical Carbonate Chemistry","C","","Y","13:30","15:50","H","0","","Berelson, William, M","ZHS200","0","In-depth review of carbonate chemistry, aqueous and solid phase; speciation, calculations of carbonate parameters, carbonate biogeochemistry, sedimentary diagenesis and sedimentary records.","GEOL","20233"
"24995","LAS","GEOL-520","1","3","3","Biosedimentology","C","","Y","16:00","18:20","T","0","","Bottjer, David, J","ZHS200","0","Ancient and recent bioturbation and microbial structures and their utilization in stratigraphic, paleoenvironmental, paleoecological, sedimentological and geochemical studies.","GEOL","20233"
"25013","LASN","GEOL-551","1","3","3","Introduction to Seismology","C","","Y","TBA","TBA","","0","","Houston, Heidi, Beth","OFFICE","0","Basic elements of seismology for the study of the earth's interior and the tectonic process, utilizing observations of seismic waves.","GEOL","20233"
"25015","LAS","GEOL-585","1","3","3","Science of Hazard Prediction","C","","Y","9:00","10:20","TH","0","","Jordan, Tom","ZHS118","0","Advanced treatment of probabilistic forecasting of natural hazards: physical-process modeling, statistical forecasting, representations of uncertainty, proper scoring, testing and use in risk analysis and decision-making.","GEOL","20233"
"25040","LASN","GEOL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","GEOL","20233"
"25041","LASH","GEOL-593","1","2","2","Practicum in Teaching the Liberal Arts","C","","Y","10:00","11:50","M","0","","Berelson, William, M","ZHS118","0","Practical principles for the long-term development of effective teaching within college disciplines. Intended for teaching assistants in Dornsife College.","GEOL","20233"
"25042","LASN","GEOL-594A","1","2","2","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Thesis.","GEOL","20233"
"25044","LASN","GEOL-594B","1","2","2","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Thesis.","GEOL","20233"
"25046","LASN","GEOL-594Z","1","0","0","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","GEOL","20233"
"25008","LAS","GEOL-600","1","2","2","Earth Sciences Colloquium","C","","Y","15:30 10:00","16:20 10:50","M F","0","","Vidale, John, Emilio","ZHS159 ZHS118","0","Exploration of prominent topics at the frontiers of research in the geosciences, through weekly talks presented by leading researchers in the field. Specific topics vary by semester.","GEOL","20233"
"25060","LASN","GEOL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate.Maximum units which may be applied to the degree to be determined by the department.Graded CR/NC.","GEOL","20233"
"25062","LASN","GEOL-794A","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","GEOL","20233"
"25064","LASN","GEOL-794B","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","GEOL","20233"
"25066","LASN","GEOL-794C","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","GEOL","20233"
"25068","LASN","GEOL-794D","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","GEOL","20233"
"25070","LASN","GEOL-794Z","1","0","0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","GEOL","20233"
"36004","LASH","GERM-101","1","4","4","German I","C","","Y","11:00","11:50","MTWH","0","","Lee, Eve","THH211","0","Introduction to modern German. Oral practice, listening and reading comprehension. Basic structures necessary for simple spoken and written expression.","GERM","20233"
"36003","LASH","GERM-101","1","4","4","German I","C","","Y","9:00","9:50","MTWH","0","","Lee, Eve","THH211","0","Introduction to modern German. Oral practice, listening and reading comprehension. Basic structures necessary for simple spoken and written expression.","GERM","20233"
"36009","LASH","GERM-102","1","4","4","German II","C","","Y","10:00","10:50","MTWH","0","","Lee, Eve","THH211","0","Continuation of German I. Introduction to German culture. Prerequisite: 101.","GERM","20233"
"36010","LASH","GERM-102","1","4","4","German II","C","","Y","11:00","11:50","MTWH","0","","Bothe, Britta","THH205","0","Continuation of German I. Introduction to German culture. Prerequisite: 101.","GERM","20233"
"36015","LASH","GERM-201","1","4","4","German III, Conversation and Composition","C","","Y","12:00","12:50","MTWH","0","","Arensmeyer, John, W.","THH209","0","Intermediate German. Increasing emphasis on listening and speaking skills and a review of basic structures of German. Discussion of cultural aspects. Prerequisite: 101 and 102.","GERM","20233"
"36016","LASH","GERM-201","1","4","4","German III, Conversation and Composition","C","","Y","13:00","13:50","MTWH","0","","Arensmeyer, John, W.","THH209","0","Intermediate German. Increasing emphasis on listening and speaking skills and a review of basic structures of German. Discussion of cultural aspects. Prerequisite: 101 and 102.","GERM","20233"
"36020","LASH","GERM-221","1","4","4","Conversational German IV","C","","Y","11:00","11:50","MTWH","0","","Arensmeyer, John, W.","THH209","0","Conversational German in a variety of topical settings and vocabulary domains. Prerequisite: 3rd semester German or equivalent.","GERM","20233"
"36030","LASH","GERM-470","1","4","4","Advanced Composition and Stylistics","C","","Y","14:00","15:50","MW","0","","Bothe, Britta","THH113","0","Development of competence in written expression; fundamentals of style in expository writing. In German.","GERM","20233"
"36200","GERO","GERO-200","1","4","4","Gerontology: The Science of Adult Development","C","","Y","TBA","TBA","","0","","Walsh, John, P Walsh, Julia, R. Mastro, Tara","ONLINE","0","Introduction to adult development through the lifespan; biological, psychological, and social processes; gerontology as a career for the future.","GERO","20233"
"36230","GERO","GERO-300","1","2","2","Introduction to Geroscience Research","C","","Y","10:00","11:40","F","0","","Curran, Sean, P.","GER125","0","Understand central concepts of aging which form the basis of current age-related research in diverse areas of gerontology.","GERO","20233"
"36210","GERO","GERO-310","1","4","4","Physiology of Aging","CD","","Y","14:00","15:50","MW","0","","Walsh, John, P Mastro, Tara","GER124","0","Effects of normative aging processes on homeostatic mechanisms and how these changes relate to development of disorder and disease in later life.","GERO","20233"
"36220","GERO","GERO-320","1","4","4","Psychology of Adult Development","C","","Y","10:00","11:50","MW","0","","Zelinski, Elizabeth, M","GER115","0","How psychologists study thinking, memory, emotions, personality, and behavior, and how people change in these throughout adulthood to old age.","GERO","20233"
"36221","GERO","GERO-321","1","4","4","Introduction to Psychology and Aging","C","","Y","10:00","11:50","MW","0","","Zelinski, Elizabeth, M","GER115","0","An introduction to the core curriculum in the study of Gerontology. Research perspectives on adult development and aging; methodological issues; personality and relationship issues; general mental and emotional components of aging; research methods.","GERO","20233"
"36225","GERO","GERO-330","1","4","4","Society and Adult Development","C","","Y","14:00","15:40","TH","0","","Hoe, Deborah Fui-Yuen","GER230","0","How social relationships affect adults of different ages; the changing contract across generations; interaction of culture, race, family and social values with adult development.","GERO","20233"
"36235","GERO","GERO-350","1","4","4","Administrative Problems in Aging","C","","Y","14:00","16:50","W","0","","Rhee, Min-Kyoung","GER125","0","Analysis of the skills, approaches and issues involved in the planning, development, and implementation of programs directed at meeting the needs of older persons.","GERO","20233"
"36242","GERO","GERO-380","1","4","4","Diversity in Aging","C","","Y","TBA","TBA","","0","","Bates, Julie Brown, Tameka, A.","ONLINE","0","Exploring diversity in the older population and variability in the human aging process.","GERO","20233"
"36243","GERO","GERO-411","1","2","2","Physiology, Nutrition, and Aging","CL","N","Y","16:00","17:40","T","0","","Kreutzer, Carin, B.","GER125","0","Explores nutritional needs and the physiological, psychological, and sociological relationships to nutrition. Laboratory experiments in assessment and evaluation.","GERO","20233"
"36215","GERO","GERO-415","1","4","4","Neuroaffective Disorders of Aging","C","","Y","9:00","11:50","H","0","","Eich, Teal Han, Duke","GER115","0","Methods of studying, evaluating, and treating cognitive, psychiatric, and behavioral problems associated with medical conditions of old age.","GERO","20233"
"36217","GERO","GERO-417","1","4","4","Imaging of Human Aging in Health and Disease","C","","N","15:00","16:40","TH","0","","","","0","An introduction to the use of imaging techniques to study human senescence and its related diseases.","GERO","20233"
"36245","GERO","GERO-435","1","4","4","Women and Aging: Psychological, Social, and Political Implications","C","","Y","13:00","14:40","TH","0","","Mastro, Tara","GER224","0","Problems and resources of the middle-aged and older woman in a changing society; including discrimination, stereotypes, employment, social interaction, etc.","GERO","20233"
"36275","GERO","GERO-475","1","4","4","Ethical Issues in Geriatric Health Care","C","","Y","9:00","10:40","TH","0","","Cicero, Caroline","GER125","0","Biomedical ethical issues that are encountered in working with geriatric patients. Examination of ethical theory and the application of theory to clinical settings.","GERO","20233"
"36257","GERO","GERO-483","1","4","4","Global Health and Aging","C","N","Y","12:00","13:40","TH","0","","Wu, Qiao Zhao, Erfei","GER230","0","Examines global health in developed and developing countries in the context of population aging, including HIV/AIDS, malaria, obesity, inequality, global institutions, healthcare systems and drugs/pharmaceuticals.","GERO","20233"
"36286","GERO","GERO-486","609","2","2","Aging and Older Adults in Latin America (Medellin, Colombia)","C","","Y","TBA","TBA","","0","","Ailshire, Jennifer","OFFICE","0","Multifaceted perspective on the social, economic, health care, and environmental contexts experienced by older adults in Colombia, a Latin country with a rapidly aging population.","GERO","20233"
"36280","GERO","GERO-490","1","2","8","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","GERO","20233"
"36282","GERO","GERO-491","1","2","8","Practicum","C","","Y","11:00","13:50","H","0","","Nguyen, Anna Quyen","GER125","0","Supervised experience in one or more community agencies.Graded CR/NC.","GERO","20233"
"36289","GERO","GERO-495","1","4","4","Practicum in Geriatric Care","C","","Y","14:00","16:50","M","0","","Vicinanza, Roberto Nguyen, Anna Quyen","GER125","0","Supervised experience in a geriatric health care setting which allows students to put theories and ideas into practive.Graded CR/NC.Lecture, discussion, and fieldwork.","GERO","20233"
"36292","GERO","GERO-497A","1","2","2","Honors Seminar","C","N","Y","TBA","TBA","","0","","Cicero, Caroline","OFFICE","0","Advanced study of empirical approaches in gerontology. Preparation, progress, presentation, and evaluation of Senior Honors Thesis research.Standing in Gerontology Honors Program and departmental approval.","GERO","20233"
"36293","GERO","GERO-497B","1","2","2","Honors Seminar","C","N","Y","TBA","TBA","","0","","Cicero, Caroline","OFFICE","0","Advanced study of empirical approaches in gerontology. Preparation, progress, presentation, and evaluation of Senior Honors Thesis research.Standing in Gerontology Honors Program and departmental approval.","GERO","20233"
"36294","GERO","GERO-497C","1","2","2","Honors Seminar","C","N","Y","TBA","TBA","","0","","Cicero, Caroline","OFFICE","0","Advanced study of empirical approaches in gerontology. Preparation, progress, presentation, and evaluation of Senior Honors Thesis research.Standing in Gerontology Honors Program and departmental approval.","GERO","20233"
"36299","GERO","GERO-499","746","4","4","Special Topics","C","","Y","TBA","TBA","","0","","Curran, Sean, P.","OFFICE","0","Examination of special topics in the area of gerontology.","GERO","20233"
"36297","GERO","GERO-500","1","4","4","Perspectives on a Changing Society: An Introduction to Aging","C","","Y","13:00","15:50","T","0","","Cicero, Caroline Rhee, Min-Kyoung","GER124","0","A web based course analyzing physical, mental, and social age-related changes as well as implications of population aging trends for individuals and society.","GERO","20233"
"36300","GERO","GERO-500","607","4","4","Perspectives on a Changing Society: An Introduction to Aging","C","","Y","13:00","15:50","T","0","A","Cicero, Caroline Rhee, Min-Kyoung","ONLINE","0","A web based course analyzing physical, mental, and social age-related changes as well as implications of population aging trends for individuals and society.","GERO","20233"
"36298","GERO","GERO-501","1","4","4","Applied Legal and Regulatory Issues in Aging","C","N","Y","11:00","13:50","M","0","","Walsh, Julia, R.","GER230","0","Analysis of shifting legal and regulatory issue affecting the delivery of aging services.","GERO","20233"
"36331","GERO","GERO-501","607","4","4","Applied Legal and Regulatory Issues in Aging","C","","Y","11:00","13:50","M","0","A","Walsh, Julia, R.","ONLINE","0","Analysis of shifting legal and regulatory issue affecting the delivery of aging services.","GERO","20233"
"36302","GERO","GERO-502","607","4","4","Marketing and Shifts in Consumer Decision Making","C","","Y","9:00","11:50","M","0","A","Johnson, Joshua Biggs, James","ONLINE","0","Branding, marketing, and consumer behavior through examination of established, transitioning and emerging aging services and organizations.","GERO","20233"
"36301","GERO","GERO-502","1","4","4","Marketing and Shifts in Consumer Decision Making","C","N","Y","9:00","11:50","M","0","","Johnson, Joshua Biggs, James","GER124","0","Branding, marketing, and consumer behavior through examination of established, transitioning and emerging aging services and organizations.","GERO","20233"
"36304","GERO","GERO-504","1","4","4","Current Issues in Aging Services Management","C","","Y","12:00","14:50","F","0","","Biggs, James Johnson, Joshua","GER115","0","Basic skills needed for an executive working in an aging services environment. Recommended for entry level administrators and managers.","GERO","20233"
"36334","GERO","GERO-504","607","4","4","Current Issues in Aging Services Management","C","","Y","12:00","14:50","F","0","A","Biggs, James Johnson, Joshua","ONLINE","0","Basic skills needed for an executive working in an aging services environment. Recommended for entry level administrators and managers.","GERO","20233"
"36306","GERO","GERO-507","1","4","4","End of Life Care","C","N","Y","9:00","11:50","W","0","","Enguidanos, Susan","GER230","0","Examination of programs related to end of life care. Cultural competencies in working with a diverse population on end of life issues.","GERO","20233"
"36307","GERO","GERO-507","607","4","4","End of Life Care","C","","Y","9:00","11:50","W","0","A","Enguidanos, Susan","ONLINE","0","Examination of programs related to end of life care. Cultural competencies in working with a diverse population on end of life issues.","GERO","20233"
"36309","GERO","GERO-510","1","4","4","Physiology of Development and Aging","C","","Y","10:00","12:50","T","0","","Lee, Changhan, David","GER224","0","Examination of lifespan physiology of human development, growth, and aging; major emphasis in the physiology of the later years and implications for health maintenance.","GERO","20233"
"36336","GERO","GERO-510","607","4","4","Physiology of Development and Aging","C","","Y","10:00","12:50","T","0","A","Lee, Changhan, David","ONLINE","0","Examination of lifespan physiology of human development, growth, and aging; major emphasis in the physiology of the later years and implications for health maintenance.","GERO","20233"
"36321","GERO","GERO-511","1","4","4","Fundamentals of Clinical Nutrition Screening and Assessment","C","","Y","15:30","18:20","T","0","","Carranza, Socorro","GER115","0","Examines tools and resources used to evaluate the nutrition status of individuals across the lifespan including biochemical, anthropometric and subjective global assessment. Open only to graduate students.","GERO","20233"
"36323","GERO","GERO-511","607","4","4","Fundamentals of Clinical Nutrition Screening and Assessment","C","","Y","15:30","18:20","T","0","A","Carranza, Socorro","ONLINE","0","Examines tools and resources used to evaluate the nutrition status of individuals across the lifespan including biochemical, anthropometric and subjective global assessment. Open only to graduate students.","GERO","20233"
"36310","GERO","GERO-512","607","2","2","Communicating Nutrition and Health","C","","Y","12:00","13:50","W","0","A","Kreutzer, Carin, B.","ONLINE","0","Overview of current understanding of the dietary and nutritional needs of individuals across their lifespan. Open only to graduate students.","GERO","20233"
"36312","GERO","GERO-512","1","2","2","Communicating Nutrition and Health","C","","Y","12:00","13:50","W","0","","Kreutzer, Carin, B.","GER115","0","Overview of current understanding of the dietary and nutritional needs of individuals across their lifespan. Open only to graduate students.","GERO","20233"
"36311","GERO","GERO-513","1","2","2","Fundamentals of Nutrition: Macronutrients","C","","Y","13:00","14:40","T","0","","Vicinanza, Roberto","GER115","0","Principles of metabolism of macronutrients (carbohydrates, lipids and proteins) and human nutrition; life stages, disease states, consumption, digestion, absorption, transport and storage of macronutrients.","GERO","20233"
"36313","GERO","GERO-513","607","2","2","Fundamentals of Nutrition: Macronutrients","C","","Y","13:00","14:40","T","0","A","Vicinanza, Roberto","ONLINE","0","Principles of metabolism of macronutrients (carbohydrates, lipids and proteins) and human nutrition; life stages, disease states, consumption, digestion, absorption, transport and storage of macronutrients.","GERO","20233"
"36314","GERO","GERO-514","1","4","4","The Art of Geriatric Symptom Management","C","","N","10:00","12:50","T","0","","Arabyan, Anna","GER115","0","Explore issues related to common aging related symptoms/syndromes, patient and caregiver factors and alternative methods for symptom management.","GERO","20233"
"36315","GERO","GERO-514","607","4","4","The Art of Geriatric Symptom Management","C","","N","10:00","12:50","T","0","A","Arabyan, Anna","ONLINE","0","Explore issues related to common aging related symptoms/syndromes, patient and caregiver factors and alternative methods for symptom management.","GERO","20233"
"36320","GERO","GERO-515","607","4","4","Food Production and Food Service Management","CL","","Y","14:30","18:00","W","0","A","Dhillon, Sarah","ONLINE","0","A study of principles and procedures for food systems including techniques of food preparation, development, modification and evaluation of recipes, menus and products. Open only to graduate students.","GERO","20233"
"36324","GERO","GERO-515","1","4","4","Food Production and Food Service Management","CL","","Y","14:30","18:00","W","0","","Dhillon, Sarah","GER115","0","A study of principles and procedures for food systems including techniques of food preparation, development, modification and evaluation of recipes, menus and products. Open only to graduate students.","GERO","20233"
"36327","GERO","GERO-518","1","4","4","Current Topics in Clinical Nutrition","C","N","Y","9:00","11:50","F","0","","Kreutzer, Carin, B.","GER230","0","Discuss various factors that affect nutrition and aging. Topics include allergies in nutrition, food toxins, weight factors, and prevention and treatment of multiple organ systems. Open only to graduate students.","GERO","20233"
"36318","GERO","GERO-518","607","4","4","Current Topics in Clinical Nutrition","C","","Y","9:00","11:50","F","0","A","Kreutzer, Carin, B.","ONLINE","0","Discuss various factors that affect nutrition and aging. Topics include allergies in nutrition, food toxins, weight factors, and prevention and treatment of multiple organ systems. Open only to graduate students.","GERO","20233"
"36317","GERO","GERO-520","1","4","4","Life Span Developmental Psychology","C","","Y","13:00","15:50","H","0","","Nash, Paul Zelinski, Elizabeth, M","GER124","0","Behavior from adulthood to old age; study of major components of behavior such as perception, cognitive processes, personality, intergenerational relationships, sexuality, and life styles.","GERO","20233"
