"course_title","all_goals","sustainability_classification"
"DIAG-521","","Not Related"
"DMAT-316","","Not Related"
"DMAT-701","","Not Related"
"DPHR-410","3,9","Inclusive"
"DPHR-701","3,11","Inclusive"
"DSM-510","1,8","Inclusive"
"DSM-520","1,8,9,17","Inclusive"
"DSM-560","1,8,10","Inclusive"
"DSO-401","8,9","Inclusive"
"DSO-424","8","Inclusive"
"DSO-427","8","Inclusive"
"DSO-428","8,9","Inclusive"
"DSO-431","8,9,17","Inclusive"
"DSO-435","8","Inclusive"
"DSO-455","8,9,17","Inclusive"
"DSO-462","8","Inclusive"
"DSO-482","8,9","Inclusive"
"DSO-505","2,7,8,9,11,12,13,15","Focused"
"DSO-506","8,9","Inclusive"
"DSO-510","8,9,17","Inclusive"
"DSO-516","","Not Related"
"DSO-520","8,11","Inclusive"
"DSO-522","8,17","Inclusive"
"DSO-528","8","Inclusive"
"DSO-529","8","Inclusive"
"DSO-530","8,15","Focused"
"DSO-531","8,9,17","Inclusive"
"DSO-545","9","Inclusive"
"DSO-547","8","Inclusive"
"DSO-549","8","Inclusive"
"DSO-551","8,9","Inclusive"
"DSO-552","8,9","Inclusive"
"DSO-553","","Not Related"
"DSO-556","4,8,9,14,15","Focused"
"DSO-557A","6,8,9,11,12,17","Inclusive"
"DSO-557B","8,9,17","Inclusive"
"DSO-562","9,16","Inclusive"
"DSO-570","8","Inclusive"
"DSO-573","8","Inclusive"
"DSO-580","8,9,17","Inclusive"
"DSO-581","8,9","Inclusive"
"DSO-583","8,9,17","Inclusive"
"DSO-586","9","Inclusive"
"DSO-593","8,17","Inclusive"
"DSO-595","4,8","Inclusive"
"DSO-607","8","Inclusive"
"DSO-621","17","Inclusive"
"DSO-670","8,9,17","Inclusive"
"DSR-542","9","Inclusive"
"DSR-574","8,17","Inclusive"
"DSR-580","","Not Related"
"DSR-610","17","Inclusive"
"DSR-620","17","Inclusive"
"EALC-101","8","Inclusive"
"EALC-102","9","Inclusive"
"EALC-103A","17","Inclusive"
"EALC-103B","17","Inclusive"
"EALC-104","17","Inclusive"
"EALC-106","17","Inclusive"
"EALC-108","17","Inclusive"
"EALC-110","4,5","Inclusive"
"EALC-115","17","Inclusive"
"EALC-117","17","Inclusive"
"EALC-118","","Not Related"
"EALC-119","11","Inclusive"
"EALC-120","9,17","Inclusive"
"EALC-121","8,17","Inclusive"
"EALC-122","17","Inclusive"
"EALC-125","","Not Related"
"EALC-130","11,17","Inclusive"
"EALC-150","11","Inclusive"
"EALC-202","17","Inclusive"
"EALC-204","17","Inclusive"
"EALC-206","17","Inclusive"
"EALC-207A","12,15","Focused"
"EALC-207B","12,15","Focused"
"EALC-215","17","Inclusive"
"EALC-217","","Not Related"
"EALC-220","17","Inclusive"
"EALC-221","8,17","Inclusive"
"EALC-222","17","Inclusive"
"EALC-255","14","Inclusive"
"EALC-304","","Not Related"
"EALC-306","17","Inclusive"
"EALC-315","","Not Related"
"EALC-317","","Not Related"
"EALC-320","17","Inclusive"
"EALC-322","","Not Related"
"EALC-342","8,17","Inclusive"
"EALC-344","11","Inclusive"
"EALC-352","","Not Related"
"EALC-358","","Not Related"
"EALC-366","1,4,8,9,10,11","Inclusive"
"EALC-385","","Not Related"
"EALC-400","17","Inclusive"
"EALC-402","","Not Related"
"EALC-404","","Not Related"
"EALC-407","","Not Related"
"EALC-412A","8","Inclusive"
"EALC-412B","8","Inclusive"
"EALC-413","8,11","Inclusive"
"EALC-422","17","Inclusive"
"EALC-424","11","Inclusive"
"EALC-450","11","Inclusive"
"EALC-485","11","Inclusive"
"EALC-509","","Not Related"
"EALC-535","11","Inclusive"
"EASC-150","8,11,16","Inclusive"
"EASC-160","11","Inclusive"
"EASC-360","8,17","Inclusive"
"EASC-592","17","Inclusive"
"ECON-203","1,2,8,9,10,12,15,16","Focused"
"ECON-205","1,8,9","Inclusive"
"ECON-303","8,9","Inclusive"
"ECON-304","1,8","Inclusive"
"ECON-305","1,4,8,9,10","Inclusive"
"ECON-317","1,8","Inclusive"
"ECON-318","1,8,7","Inclusive"
"ECON-340","1,4,8,9,10,11,17","Inclusive"
"ECON-342","1,5,7,8,9,10,11,17","Inclusive"
"ECON-343","1,8,9,17","Inclusive"
"ECON-344","1,2,8,10,16,17","Inclusive"
"ECON-348","1,5,8,9,10,11","Inclusive"
"ECON-351","1,7,8,9,17","Inclusive"
"ECON-352","1,4,7,8,9,17","Inclusive"
"ECON-357","8,10","Inclusive"
"ECON-361","8,10","Inclusive"
"ECON-395","1,8,10,11,12,13,15,17","Focused"
"ECON-401","1,6,8","Inclusive"
"ECON-404","1,8,12,15","Focused"
"ECON-405","7","Inclusive"
"ECON-410","1,8","Inclusive"
"ECON-419","","Not Related"
"ECON-420","1,7,8","Inclusive"
"ECON-432","1,7,8","Inclusive"
"ECON-433","1,7,8,17","Inclusive"
"ECON-434","1,8,10","Inclusive"
"ECON-450","1,8","Inclusive"
"ECON-452","8","Inclusive"
"ECON-457","8,9,10","Inclusive"
"ECON-471","5,8,10,16","Inclusive"
"ECON-474","1,7,8,12,13,15","Focused"
"ECON-495","17","Inclusive"
"ECON-500","1","Inclusive"
"ECON-501","1,8,9","Inclusive"
"ECON-504","1,8,10","Inclusive"
"ECON-513","1,7,8","Inclusive"
"ECON-515","","Not Related"
"ECON-521","7,8,9,10,11","Inclusive"
"ECON-527","1,7,8","Inclusive"
"ECON-538","1,8,17","Inclusive"
"ECON-541","1,2,8,9,10,12,13,15,16,17","Focused"
"ECON-570","","Not Related"
"ECON-584","1,8,12,13,15","Focused"
"ECON-590","17","Inclusive"
"ECON-593","8,17","Inclusive"
"ECON-601","7,8","Inclusive"
"ECON-602","1,7,8","Inclusive"
"ECON-603","1,7,8","Inclusive"
"ECON-604","7","Inclusive"
"ECON-605","7,8","Inclusive"
"ECON-606","7","Inclusive"
"ECON-608","7,9","Inclusive"
"ECON-609","7,8","Inclusive"
"ECON-611","1,7,8","Inclusive"
"ECON-613","1,7,8,10","Inclusive"
"ECON-615","1,7,8","Inclusive"
"ECON-616","1,7,8","Inclusive"
"ECON-620A","7,9","Inclusive"
"ECON-620B","7,9","Inclusive"
"ECON-625","1,8,17","Inclusive"
"ECON-634","1,7,8,16","Inclusive"
"ECON-641","1,5,7,8,10,17","Inclusive"
"ECON-642","1,2,7,8,9,10,16,17","Inclusive"
"ECON-650","1,7,8","Inclusive"
"ECON-652","7,8,10","Inclusive"
"ECON-653","7,8","Inclusive"
"ECON-663","8,10","Inclusive"
"ECON-680","1,7,8,9,16","Inclusive"
"ECON-687","1,8,9,11,17","Inclusive"
"ECON-688","7,8,9","Inclusive"
"ECON-690","1,8,17","Inclusive"
"ECON-691","17","Inclusive"
"ECON-692","1,8,11,17","Inclusive"
"ECON-694","1,8,17","Inclusive"
"ECON-715","","Not Related"
"EDCO-503","","Not Related"
"EDCO-505","4,12,15","Focused"
"EDCO-541","17","Inclusive"
"EDCO-574","4,17","Inclusive"
"EDCO-575","4","Inclusive"
"EDHP-500","4,5,11","Inclusive"
"EDHP-551","4,5,9,17","Inclusive"
"EDHP-552","4","Inclusive"
"EDHP-563","4","Inclusive"
"EDHP-565","5,8,10,16,17","Inclusive"
"EDHP-580","11","Inclusive"
"EDHP-587","4,5","Inclusive"
"EDHP-593A","17","Inclusive"
"EDHP-593B","17","Inclusive"
"EDHP-657","4,9","Inclusive"
"EDHP-679","4","Inclusive"
"EDHP-687","4,8,9,17","Inclusive"
"EDPT-502","1,4,8,10,17","Inclusive"
"EDUC-210","17","Inclusive"
"EDUC-421","4","Inclusive"
"EDUC-422","1,4,5,10","Inclusive"
"EDUC-423","4,10","Inclusive"
"EDUC-426","4,9,17","Inclusive"
"EDUC-427","4,8,17","Inclusive"
"EDUC-428","4,16,17","Inclusive"
"EDUC-429","4,8","Inclusive"
"EDUC-430","4,9,17","Inclusive"
"EDUC-500","11","Inclusive"
"EDUC-503","9,17","Inclusive"
"EDUC-507","8,11,17","Inclusive"
"EDUC-508","4","Inclusive"
"EDUC-510","4,8,9,17","Inclusive"
"EDUC-511","4","Inclusive"
"EDUC-513B","4","Inclusive"
"EDUC-515","5,9","Inclusive"
"EDUC-519","4,5,10,12,15","Focused"
"EDUC-521","1,4,10,11","Inclusive"
"EDUC-522","4,11,16","Inclusive"
"EDUC-523","4,5,10,11","Inclusive"
"EDUC-524","4,11","Inclusive"
"EDUC-525","4,11,17","Inclusive"
"EDUC-529","1,4,16","Inclusive"
"EDUC-530","4","Inclusive"
"EDUC-531","1,4,11,17","Inclusive"
"EDUC-532","4,9","Inclusive"
"EDUC-536","4,9","Inclusive"
"EDUC-544","4","Inclusive"
"EDUC-546","5","Inclusive"
"EDUC-547","8,17","Inclusive"
"EDUC-550","4,9","Inclusive"
"EDUC-551","4","Inclusive"
"EDUC-553","5,16","Inclusive"
"EDUC-554","","Not Related"
"EDUC-558","4,11","Inclusive"
"EDUC-566","","Not Related"
"EDUC-568A","8,17","Inclusive"
"EDUC-568B","8,17","Inclusive"
"EDUC-569A","17","Inclusive"
"EDUC-569B","17","Inclusive"
"EDUC-570","9,17","Inclusive"
"EDUC-573","4,9","Inclusive"
"EDUC-574","4,10","Inclusive"
"EDUC-575","4","Inclusive"
"EDUC-576","4,8,12,13,15","Focused"
"EDUC-577","17","Inclusive"
"EDUC-579","9,17","Inclusive"
"EDUC-582","","Not Related"
"EDUC-583","","Not Related"
"EDUC-586","9,17","Inclusive"
"EDUC-587","9,17","Inclusive"
"EDUC-588","17","Inclusive"
"EDUC-589","1,8,17","Inclusive"
"EDUC-591","4,5,7,10","Inclusive"
"EDUC-595","8,9","Inclusive"
"EDUC-603","4,11,17","Inclusive"
"EDUC-605","4","Inclusive"
"EDUC-609","4","Inclusive"
"EDUC-611","1,16","Inclusive"
"EDUC-612","4,8,17","Inclusive"
"EDUC-613","4,5,10","Inclusive"
"EDUC-614","4,9,17","Inclusive"
"EDUC-616","4,17","Inclusive"
"EDUC-617","4","Inclusive"
"EDUC-619","4,8,9","Inclusive"
"EDUC-620","4,8,9,17","Inclusive"
"EDUC-623","4,17","Inclusive"
"EDUC-624","1,4,8,17","Inclusive"
"EDUC-627","4","Inclusive"
"EDUC-628","4,8","Inclusive"
"EDUC-629","4,9,17","Inclusive"
"EDUC-630","4,11,17","Inclusive"
"EDUC-631","4,8,9,17","Inclusive"
"EDUC-633","16","Inclusive"
"EDUC-634","8,17","Inclusive"
"EDUC-635","5","Inclusive"
"EDUC-636","5,11,16","Inclusive"
"EDUC-637","17","Inclusive"
"EDUC-638","10,11,17","Inclusive"
"EDUC-639","","Not Related"
"EDUC-642","4,11,17","Inclusive"
"EDUC-644","10,17","Inclusive"
"EDUC-645A","","Not Related"
"EDUC-645B","","Not Related"
"EDUC-646A","4,5,9,17","Inclusive"
"EDUC-646B","4,5,9,17","Inclusive"
"EDUC-649","4,9,12,15","Focused"
"EDUC-651","17","Inclusive"
"EDUC-652","4,9","Inclusive"
"EDUC-653","11,17","Inclusive"
"EDUC-654","17","Inclusive"
"EDUC-655","1,4,17","Inclusive"
"EDUC-656","4,9","Inclusive"
"EDUC-657","1,9,17","Inclusive"
"EDUC-658","4,8","Inclusive"
"EDUC-660A","17","Inclusive"
"EDUC-660B","17","Inclusive"
"EDUC-661","","Not Related"
"EDUC-670","1,4,11","Inclusive"
"EDUC-671","4,5,8,10,12,13,15","Focused"
"EDUC-672","4,8,17","Inclusive"
"EDUC-673","","Not Related"
"EDUC-674","10","Inclusive"
"EDUC-675","4,8,17","Inclusive"
"EDUC-676","4,8,17","Inclusive"
"EDUC-677","8,17","Inclusive"
"EDUC-678","8,17","Inclusive"
"EDUC-679","4,9,11","Inclusive"
"EDUC-681","1,4,8,11,16,17","Inclusive"
"EDUC-682","4,17","Inclusive"
"EDUC-683","4,8,11,17","Inclusive"
"EDUC-690","4,17","Inclusive"
"EDUC-691","1,11","Inclusive"
"EDUC-692","5,10","Inclusive"
"EDUC-694","4","Inclusive"
"EDUC-700","4,17","Inclusive"
"EDUC-701","4,9,11","Inclusive"
"EDUC-702","4,8,11,17","Inclusive"
"EDUC-703","4,8,11,17","Inclusive"
"EDUC-705","9","Inclusive"
"EDUC-707","4,9","Inclusive"
"EDUC-708","8,17","Inclusive"
"EDUC-709","1,4,8","Inclusive"
"EDUC-710","4,11","Inclusive"
"EDUC-712","9,10","Inclusive"
"EDUC-713","8,17","Inclusive"
"EDUC-714","4","Inclusive"
"EDUC-715","17","Inclusive"
"EDUC-716","4,9","Inclusive"
"EDUC-717","1,4,8,17","Inclusive"
"EDUC-719","4","Inclusive"
"EDUC-720","4","Inclusive"
"EDUC-721","4","Inclusive"
"EDUC-723","4","Inclusive"
"EDUC-724","4","Inclusive"
"EDUC-725","17","Inclusive"
"EDUC-726","12,15,16","Focused"
"EDUC-727","4,8,9,10","Inclusive"
"EDUC-728","4,8","Inclusive"
"EDUC-729","4,9,16","Inclusive"
"EDUC-730","4","Inclusive"
"EDUC-731","1,4,8,17","Inclusive"
"EDUC-732","4,8,17","Inclusive"
"EDUC-733","9,17","Inclusive"
"EDUC-764A","8,17","Inclusive"
"EDUC-764B","8,17","Inclusive"
"EDUC-764C","8,17","Inclusive"
"EDUC-764D","8,17","Inclusive"
"EDUC-764Z","8,17","Inclusive"
"EDUC-792","4,17","Inclusive"
"EE-105","9","Inclusive"
"EE-109","9","Inclusive"
"EE-141","9","Inclusive"
"EE-155","9","Inclusive"
"EE-202","7","Inclusive"
"EE-250","9","Inclusive"
"EE-301","9","Inclusive"
"EE-322","","Not Related"
"EE-326","7,8,9","Inclusive"
"EE-330","7,13","Focused"
"EE-338","6,9","Inclusive"
"EE-348","9","Inclusive"
"EE-354","8,9,17","Inclusive"
"EE-355","9","Inclusive"
"EE-364","9","Inclusive"
"EE-434","9,17","Inclusive"
"EE-443","1,7,8,9,12,13,15","Focused"
"EE-444","7,8,9,12,13,15,17","Focused"
"EE-447","9,17","Inclusive"
"EE-448","9","Inclusive"
"EE-450","","Not Related"
"EE-451","9","Inclusive"
"EE-454","9","Inclusive"
"EE-457","9","Inclusive"
"EE-459","9,17","Inclusive"
"EE-467","9","Inclusive"
"EE-470","9","Inclusive"
"EE-471","","Not Related"
"EE-475","9,17","Inclusive"
"EE-477","7,9","Inclusive"
"EE-479","9","Inclusive"
"EE-482","8,9","Inclusive"
"EE-483","9","Inclusive"
"EE-500","9","Inclusive"
"EE-503","8","Inclusive"
"EE-504","9","Inclusive"
"EE-506","2,6,12","Inclusive"
"EE-507","9","Inclusive"
"EE-508","9","Inclusive"
"EE-510","9","Inclusive"
"EE-511","9,17","Inclusive"
"EE-512","8,9,10","Inclusive"
"EE-516","9","Inclusive"
"EE-517","","Not Related"
"EE-518","8,9,10","Inclusive"
"EE-519","","Not Related"
"EE-521","1,7,8,9","Inclusive"
"EE-522","9","Inclusive"
"EE-524","7,9","Inclusive"
"EE-525","7,9","Inclusive"
"EE-526","2,7,8,9,12,13","Focused"
"EE-527","7,9","Inclusive"
"EE-528","7,9","Inclusive"
"EE-529","","Not Related"
"EE-533","9,12,15","Focused"
"EE-535","9","Inclusive"
"EE-536A","9","Inclusive"
"EE-536B","9,17","Inclusive"
"EE-537","9,17","Inclusive"
"EE-539","9","Inclusive"
"EE-540","9","Inclusive"
"EE-542","1,9","Inclusive"
"EE-543A","9","Inclusive"
"EE-544","9","Inclusive"
"EE-546","","Not Related"
"EE-549","7,9,13","Focused"
"EE-550","9","Inclusive"
"EE-552","9","Inclusive"
"EE-555","8,9","Inclusive"
"EE-556","9","Inclusive"
"EE-557","9","Inclusive"
"EE-558","9","Inclusive"
"EE-559","","Not Related"
"EE-560","9,11","Inclusive"
"EE-562","9","Inclusive"
"EE-565","8,17","Inclusive"
"EE-567","9","Inclusive"
"EE-569","15","Inclusive"
"EE-570A","9","Inclusive"
"EE-576","9","Inclusive"
"EE-577A","9,17","Inclusive"
"EE-577B","7,9,17","Inclusive"
"EE-580","7,9","Inclusive"
"EE-582","7,9","Inclusive"
"EE-585","9","Inclusive"
"EE-588","","Not Related"
"EE-590","17","Inclusive"
"EE-591","","Not Related"
"EE-593","9","Inclusive"
"EE-597","9","Inclusive"
"EE-598","8,9,17","Inclusive"
"EE-635","9","Inclusive"
"EE-637","9","Inclusive"
"EE-658","9","Inclusive"
"EE-660","","Not Related"
"EE-681","9","Inclusive"
"EE-690","9,17","Inclusive"
"ENDO-521","3,6","Inclusive"
"ENDO-701A","17","Inclusive"
"ENDO-701B","17","Inclusive"
"ENDO-701C","17","Inclusive"
"ENDO-701D","17","Inclusive"
"ENDO-702","11,17","Inclusive"
"ENDO-703A","17","Inclusive"
"ENDO-703B","17","Inclusive"
"ENDO-703C","17","Inclusive"
"ENDO-703D","17","Inclusive"
"ENDO-704A","17","Inclusive"
"ENDO-704B","17","Inclusive"
"ENDO-705A","17","Inclusive"
"ENDO-705B","17","Inclusive"
"ENDO-710","8,17","Inclusive"
"ENDO-711","","Not Related"
"ENDO-761A","","Not Related"
"ENDO-761B","","Not Related"
"ENDO-761C","","Not Related"
"ENDO-761D","","Not Related"
"ENDO-761E","","Not Related"
"ENDO-761F","","Not Related"
"ENE-200","6,8,9,11,12,13,14,15","Focused"
"ENE-426","6,8,12,13,14,15","Focused"
"ENE-428","6,8,11,12,13,14,15","Focused"
"ENE-502","8,9,12,13,15","Focused"
"ENE-505","7,8,9,12,13,15,17","Focused"
"ENE-510","6,8,9,11,12,13,14,15","Focused"
"ENE-512","6,8,11,12,13,14,15","Focused"
"ENE-527","7,8,12,13,15","Focused"
"ENE-535","6,8,11,12,13,14","Focused"
"ENE-562","6,9,12,14,15","Focused"
"ENGL-105","8,17","Inclusive"
"ENGL-172","7,8","Inclusive"
"ENGL-174","3,4,11,17","Inclusive"
"ENGL-176","8,11","Inclusive"
"ENGL-230","1,17","Inclusive"
"ENGL-261","","Not Related"
"ENGL-262","","Not Related"
"ENGL-263","","Not Related"
"ENGL-280","1,17","Inclusive"
"ENGL-297","17","Inclusive"
"ENGL-298","11","Inclusive"
"ENGL-299","11","Inclusive"
"ENGL-302","17","Inclusive"
"ENGL-303","17","Inclusive"
"ENGL-304","17","Inclusive"
"ENGL-305","17","Inclusive"
"ENGL-310","","Not Related"
"ENGL-341","5","Inclusive"
"ENGL-351","","Not Related"
"ENGL-352","1,11,17","Inclusive"
"ENGL-361","17","Inclusive"
"ENGL-362","17","Inclusive"
"ENGL-363","","Not Related"
"ENGL-371","","Not Related"
"ENGL-372","11","Inclusive"
"ENGL-373","1,11","Inclusive"
"ENGL-375","8,11,17","Inclusive"
"ENGL-376","11","Inclusive"
"ENGL-380","4,17","Inclusive"
"ENGL-392","","Not Related"
"ENGL-402","","Not Related"
"ENGL-405","17","Inclusive"
"ENGL-406","17","Inclusive"
"ENGL-407","17","Inclusive"
"ENGL-421","","Not Related"
"ENGL-422","","Not Related"
"ENGL-423","","Not Related"
"ENGL-424","","Not Related"
"ENGL-426","","Not Related"
"ENGL-430","11","Inclusive"
"ENGL-440","","Not Related"
"ENGL-442","","Not Related"
"ENGL-444","","Not Related"
"ENGL-445","5,10,11","Inclusive"
"ENGL-447","8,10,17","Inclusive"
"ENGL-461","15","Inclusive"
"ENGL-466","","Not Related"
"ENGL-491","11,17","Inclusive"
"ENGL-492","8,17","Inclusive"
"ENGL-501","4,11","Inclusive"
"ENGL-510","","Not Related"
"ENGL-520","1,5,11,16","Inclusive"
"ENGL-530","15","Inclusive"
"ENGL-550","","Not Related"
"ENGL-580","10,11","Inclusive"
"ENGL-590","17","Inclusive"
"ENGL-591","2,11","Inclusive"
"ENGL-593","8,17","Inclusive"
"ENGL-601","17","Inclusive"
"ENGL-602","11","Inclusive"
"ENGL-630","5,10,11","Inclusive"
"ENGL-660","11","Inclusive"
"ENGL-694","17","Inclusive"
"ENGL-695","17","Inclusive"
"ENGL-696","17","Inclusive"
"ENGL-697","17","Inclusive"
"ENGL-698","17","Inclusive"
"ENGL-700","8,12,15,17","Focused"
"ENGR-100B","4,9","Inclusive"
"ENGR-100C","4,9","Inclusive"
"ENGR-100D","4,9","Inclusive"
"ENGR-102","9,16","Inclusive"
"ENGR-345","5,8,9,10,11,17","Inclusive"
"ENGR-395A","4,8,12,15","Focused"
"ENGR-395B","4,8,12,15","Focused"
"ENGR-410","1,9","Inclusive"
"ENGR-502","8,9,17","Inclusive"
"ENGR-503","3,8,9","Inclusive"
"ENGR-595B","17","Inclusive"
"ENGR-597","9,17","Inclusive"
"ENGR-598","17","Inclusive"
"ENST-100","1,8,12,13,15","Focused"
"ENST-150","1,8,12,13,15,16","Focused"
"ENST-298A","6,12","Inclusive"
"ENST-310","1,2,7,8,9,12,13,14,15,16","Focused"
"ENST-320A","2,6,7,8,9,12,13","Focused"
"ENST-320B","2,6,7,8,9,12,13","Focused"
"ENST-335","3,12,15","Focused"
"ENST-344","8,12,13,15","Focused"
"ENST-370","6,8,11,12,13,14,15","Focused"
"ENST-387","1,8,12,13,15","Focused"
"ENST-492","4,8,12,13,15,17","Focused"
"ENST-495","8,10,12,13,15,17","Focused"
"ENST-500","8,12,13,15","Focused"
"ENST-520","8,12,13,15","Focused"
"ENST-530","8,12,13,15","Focused"
"ENST-540","6,8,11,12,13,14,15","Focused"
"ENST-590","17","Inclusive"
"FBE-206","1,7,8,9,10","Inclusive"
"FBE-324","1,8,10","Inclusive"
"FBE-391","8,9,17","Inclusive"
"FBE-400","1,8,10,17","Inclusive"
"FBE-403","1,4,8,9,10,12,15,16","Focused"
"FBE-421","8,9,10","Inclusive"
"FBE-423","8,9","Inclusive"
"FBE-427","8,9,12,13,15","Focused"
"FBE-428","1,4,5,8,9,10,16","Inclusive"
"FBE-429","8,12,15","Focused"
"FBE-432","8,10","Inclusive"
"FBE-435","8,9","Inclusive"
"FBE-437","8,9,10","Inclusive"
"FBE-440","8,9","Inclusive"
"FBE-441","8,9","Inclusive"
"FBE-443","1,8,10,17","Inclusive"
"FBE-453A","8,9,17","Inclusive"
"FBE-453B","8,9,17","Inclusive"
"FBE-458","8,9,16","Inclusive"
"FBE-459","8,10","Inclusive"
"FBE-460","1,8,10","Inclusive"
"FBE-462","7,8,10","Inclusive"
"FBE-465","","Not Related"
"FBE-466","8,9,12,15,17","Focused"
"FBE-470","8,10,11","Inclusive"
"FBE-489","8,10","Inclusive"
"FBE-491","8,11","Inclusive"
"FBE-501","8,9,10","Inclusive"
"FBE-506A","8,17","Inclusive"
"FBE-506B","8,17","Inclusive"
"FBE-523","8","Inclusive"
"FBE-524","8,10","Inclusive"
"FBE-526","1,8,12,15","Focused"
"FBE-527","8,9,10","Inclusive"
"FBE-529","8,10","Inclusive"
"FBE-531","1,8,10","Inclusive"
"FBE-532","8,10","Inclusive"
"FBE-535","8","Inclusive"
"FBE-540","8,9","Inclusive"
"FBE-543","8,10","Inclusive"
"FBE-550","8","Inclusive"
"FBE-553A","8,9,17","Inclusive"
"FBE-553B","","Not Related"
"FBE-554","8,9","Inclusive"
"FBE-555","8,9,17","Inclusive"
"FBE-557","1,4,8,9,10,16","Inclusive"
"FBE-558","8,9,12,15","Focused"
"FBE-559","2,8,9,10","Inclusive"
"FBE-560","9","Inclusive"
"FBE-565","1,8,10,11,17","Inclusive"
"FBE-570","8","Inclusive"
"FBE-572","8,10,17","Inclusive"
"FBE-588","8,12,13,15","Focused"
"FBE-589","8,10","Inclusive"
"FBE-591","8,9","Inclusive"
"FBE-630","8","Inclusive"
"FBE-631A","8,9,10","Inclusive"
"FBE-631B","8,17","Inclusive"
"FBE-633","8,10","Inclusive"
"FBE-670","8,17","Inclusive"
"FIM-410","2,4,9","Inclusive"
"FIM-481","2,9","Inclusive"
"FIM-482","2,8,9,17","Inclusive"
"FIM-485","2,8,9,10","Inclusive"
"FIM-497","2,9","Inclusive"
"FREN-012","17","Inclusive"
"FREN-015","17","Inclusive"
"FREN-020","8,17","Inclusive"
"FREN-120","4","Inclusive"
"FREN-150","","Not Related"
"FREN-220","11","Inclusive"
"FREN-235","8,11","Inclusive"
"FREN-250","17","Inclusive"
"FREN-300","","Not Related"
"FREN-305","5,17","Inclusive"
"FREN-320","1,11,16","Inclusive"
"FREN-330","17","Inclusive"
"FREN-360","8","Inclusive"
"FREN-370","5,10,16","Inclusive"
"FREN-375","1,3,5,10,17","Inclusive"
"FREN-403","17","Inclusive"
"FREN-445","5,10,16","Inclusive"
"FREN-448","5,11","Inclusive"
"FREN-449","11","Inclusive"
"FSEM-100","17","Inclusive"
"GDEN-715","3,5","Inclusive"
"GDEN-731","8,11,17","Inclusive"
"GEOL-105","6,8,11,12,14,17","Focused"
"GEOL-107","1,6,8,14","Focused"
"GEOL-108","6,7,8,11,12,13,14,15","Focused"
"GEOL-126","8,11,12,13,15","Focused"
"GEOL-145","1","Inclusive"
"GEOL-150","7,8,9,11,12,13,15,17","Focused"
"GEOL-160","8,9,12,13,15","Focused"
"GEOL-240","11","Inclusive"
"GEOL-241","2,7,8,9,12,13","Focused"
"GEOL-290","8,9","Inclusive"
"GEOL-305","8,9","Inclusive"
"GEOL-315","9","Inclusive"
"GEOL-321","9","Inclusive"
"GEOL-412","7,8,12,13,14,15,17","Focused"
"GEOL-432","","Not Related"
"GEOL-433","11","Inclusive"
"GEOL-450","8,13","Focused"
"GEOL-465","17","Inclusive"
"GEOL-494","8,17","Inclusive"
"GEOL-500","12,14,15","Focused"
"GEOL-505","17","Inclusive"
"GEOL-515","2,8,12,14,15","Focused"
"GEOL-530","","Not Related"
"GEOL-532","17","Inclusive"
"GEOL-566","17","Inclusive"
"GEOL-593","8,17","Inclusive"
"GEOL-601","17","Inclusive"
"GERM-020","8,17","Inclusive"
"GERM-101","4","Inclusive"
"GERM-102","","Not Related"
"GERM-201","11","Inclusive"
"GERM-360","11,17","Inclusive"
"GERO-200","1,5,8,17","Inclusive"
"GERO-310","3,8,17","Inclusive"
"GERO-315","","Not Related"
"GERO-320","5,8,17","Inclusive"
"GERO-321","5,8,9,17","Inclusive"
"GERO-330","1,5,8,17","Inclusive"
"GERO-340","1,7,16","Inclusive"
"GERO-350","8,17","Inclusive"
"GERO-380","5,10","Inclusive"
"GERO-411","2","Inclusive"
"GERO-414","3","Inclusive"
"GERO-415","","Not Related"
"GERO-416","1","Inclusive"
"GERO-435","1,4,5,8,9,10,16","Inclusive"
"GERO-437","1,17","Inclusive"
"GERO-440","1,11,15","Focused"
"GERO-475","","Not Related"
"GERO-481","","Not Related"
"GERO-483","","Not Related"
"GERO-492","8,17","Inclusive"
"GERO-493","3,11","Inclusive"
"GERO-494","","Not Related"
"GERO-495","17","Inclusive"
"GERO-498","2,3","Inclusive"
"GERO-500","1,10","Inclusive"
"GERO-501","","Not Related"
"GERO-502","","Not Related"
"GERO-504","4,12,15","Focused"
"GERO-505","1,8,9,11,12,15","Focused"
"GERO-506","9","Inclusive"
"GERO-507","10,11","Inclusive"
"GERO-508","","Not Related"
"GERO-509","","Not Related"
"GERO-510","8,17","Inclusive"
"GERO-511","2","Inclusive"
"GERO-512","2","Inclusive"
"GERO-513","2,17","Inclusive"
"GERO-515","2,8,9,17","Inclusive"
"GERO-517","2","Inclusive"
"GERO-518","2,6,9,12","Inclusive"
"GERO-519","","Not Related"
"GERO-520","5,9,16,17","Inclusive"
"GERO-522","10","Inclusive"
"GERO-530","1,5","Inclusive"
"GERO-540","1,8,16,17","Inclusive"
"GERO-541","8,9,10","Inclusive"
"GERO-543","9","Inclusive"
"GERO-550","","Not Related"
"GERO-555","1","Inclusive"
"GERO-560","2","Inclusive"
"GERO-585","10","Inclusive"
"GERO-589","4,9","Inclusive"
"GERO-590","17","Inclusive"
"GERO-591","17","Inclusive"
"GERO-593","9,17","Inclusive"
"GERO-600","3,17","Inclusive"
"GERO-601","3","Inclusive"
