SECTION,SCHOOL,COURSE_CODE.,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE.................,...............................................................................................................................................................................................................................................................................,MODE,Link    PUBLISH?,START_TIME,END_TIME,DAYS..,TOTAL_ENR,MODALITY    ASSIGNED_ROOM,TOTAL_ENR,DEPT.OWNER.NAME....................................................................................,CAMPUS,SEATS,Beg Date..,End Date..,DEPARTMENT........................................,.........................
49406,LAS,PHIL-174,1,0,0,"Freedom, Equality, and Social",Justice,D,E       Y,9:00,9:50,H,24,MHP102,24,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49404,LAS,PHIL-174,1,0,0,"Freedom, Equality, and Social",Justice,D,E       Y,10:00,10:50,T,22,MHP102,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49407,LAS,PHIL-174,1,0,0,"Freedom, Equality, and Social",Justice,D,E       Y,10:00,10:50,H,24,MHP102,24,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49403,LAS,PHIL-174,1,0,0,"Freedom, Equality, and Social",Justice,D,E       Y,9:00,9:50,T,23,MHP102,23,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49405,LAS,PHIL-174,1,0,0,"Freedom, Equality, and Social",Justice,D,E       Y,8:00,8:50,H,9,MHP102,9,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49410,LAS,PHIL-178,1,4,4,Moral Dilemmas in the Legal D,omain,C,B       Y,11:00,12:20,TH,90,THH201,90,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,100,1/13/2020,5/1/2020,Philosophy,
49414,LAS,PHIL-178,1,0,0,Moral Dilemmas in the Legal D,omain,D,B       Y,9:00,9:50,W,25,MHP102,25,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49416,LAS,PHIL-178,1,0,0,Moral Dilemmas in the Legal D,omain,D,B       Y,12:00,12:50,F,21,WPHB26,21,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49415,LAS,PHIL-178,1,0,0,Moral Dilemmas in the Legal D,omain,D,B       Y,11:00,11:50,F,25,WPHB26,25,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49413,LAS,PHIL-178,1,0,0,Moral Dilemmas in the Legal D,omain,D,B       Y,8:00,8:50,W,19,MHP102,19,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49428,LAS,PHIL-236,1,4,4,Issues in Space and Time,,C,F       Y,12:30,13:50,TH,36,VKC100,36,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,50,1/13/2020,5/1/2020,Philosophy,
49429,LAS,PHIL-236,1,0,0,Issues in Space and Time,,D,F       Y,11:00,11:50,M,14,MHP102,14,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49430,LAS,PHIL-236,1,0,0,Issues in Space and Time,,D,F       Y,12:00,12:50,M,22,MHP102,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49446,LAS,PHIL-254,1,4,4,"Science, Knowledge and Object",ivity,C,D       Y,12:30,13:50,TH,66,THH301,66,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,100,1/13/2020,5/1/2020,Philosophy,
49450,LAS,PHIL-254,1,0,0,"Science, Knowledge and Object",ivity,D,D       Y,11:00,11:50,W,25,WPH203,25,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49452,LAS,PHIL-254,1,0,0,"Science, Knowledge and Object",ivity,D,D       Y,10:00,10:50,F,14,WPHB30,14,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49449,LAS,PHIL-254,1,0,0,"Science, Knowledge and Object",ivity,D,D       Y,13:00,13:50,W,20,MHP102,20,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49451,LAS,PHIL-254,1,0,0,"Science, Knowledge and Object",ivity,D,D       Y,9:00,9:50,F,7,WPH203,7,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49481,LAS,PHIL-260,1,0,0,Ethical Theory and Practice,,D,E       Y,13:00,13:50,F,0,VHE214,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49480,LAS,PHIL-260,1,0,0,Ethical Theory and Practice,,D,E       Y,12:00,12:50,F,0,VHE214,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49482,LAS,PHIL-284,1,4,4,Ideas on Trial,,C,G       Y,15:30,16:50,TH,52,THH201,52,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,100,1/13/2020,5/1/2020,Philosophy,
49485,LAS,PHIL-284,1,0,0,Ideas on Trial,,D,G       Y,12:00,12:50,W,14,MRF229,14,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49483,LAS,PHIL-284,1,0,0,Ideas on Trial,,D,G       Y,13:00,13:50,M,14,VKC161,14,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49486,LAS,PHIL-284,1,0,0,Ideas on Trial,,D,G       Y,13:00,13:50,W,6,MRF229,6,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49484,LAS,PHIL-284,1,0,0,Ideas on Trial,,D,G       Y,12:00,12:50,M,18,VKC161,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Philosophy,
49511,LAS,PHIL-336,1,4,4,Philosophy of Mind and Langua,ge,C,Y,14:00,15:20,TH,29,WPH205,29,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,31,1/13/2020,5/1/2020,Philosophy,
49514,LAS,PHIL-339,1,4,4,Philosophy of Economics,,C,Y,13:00,13:50,MWF,18,VKC201,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,30,1/13/2020,5/1/2020,Philosophy,
49548,LAS,PHIL-427,1,4,4,Twentieth Century Anglo-Ameri,can Philosophy,C,Y,9:00,9:50,MWF,17,VKC210,17,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,30,1/13/2020,5/1/2020,Philosophy,
49570,LAS,PHIL-452,1,4,4,Modal Logic,,C,Y,11:00,12:20,TH,5,VKC210,5,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,30,1/13/2020,5/1/2020,Philosophy,
49594,LAS,PHIL-490,1,1,8,Directed Research,,C,Y,TBA,TBA,,1,OFFICE,1,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,5,1/13/2020,5/1/2020,Philosophy,
49596,LAS,PHIL-490,1,1,8,Directed Research,,C,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,5,1/13/2020,5/1/2020,Philosophy,
49595,LAS,PHIL-490,1,1,8,Directed Research,,C,Y,TBA,TBA,,1,OFFICE,1,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,5,1/13/2020,5/1/2020,Philosophy,
49593,LAS,PHIL-490,1,1,8,Directed Research,,C,Y,TBA,TBA,,6,OFFICE,6,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,6,1/13/2020,5/1/2020,Philosophy,
49653,LAS,PHIL-595,1,2,2,Advanced Practicum in Discipl,inary Instruction,C,Y,10:00,12:00,F,1,MHP102,1,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,10,1/13/2020,5/1/2020,Philosophy,
49672,LAS,PHIL-700,1,2,2,Dissertation Seminar,,C,Y,16:30,18:50,T,8,MHP102,8,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Philosophy,
50479,LAS,PHYS-141,1,1,1,Special Laboratory I,,CL,Y,TBA,TBA,,2,OFFICE,2,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,4,1/13/2020,5/1/2020,Physics,
50478,LAS,PHYS-142,1,1,1,Special Laboratory II,,CL,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,4,1/13/2020,5/1/2020,Physics,
50382,LAS,PHYS-151,1,4,4,Fundamentals of Physics I: Me,chanics and Thermodynamics,C,Y,12:00,12:50,MWF,107,SLH200,107,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,128,1/13/2020,5/1/2020,Physics,
50380,LAS,PHYS-151,1,4,4,Fundamentals of Physics I: Me,chanics and Thermodynamics,C,Y,10:00,10:50,MWF,145,SLH200,145,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,146,1/13/2020,5/1/2020,Physics,
50398,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,17:00,19:50,T,24,KAP B8,24,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,24,1/13/2020,5/1/2020,Physics,
50392,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,11:00,13:50,H,22,KAP B8,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,29,1/13/2020,5/1/2020,Physics,
50396,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,14:00,16:50,H,27,KAP B8,27,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,32,1/13/2020,5/1/2020,Physics,
50390,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,11:00,13:50,T,22,KAP B8,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,28,1/13/2020,5/1/2020,Physics,
50397,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,T       N,14:00,16:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50393,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,N,11:00,13:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50399,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,17:00,19:50,H,24,KAP B8,24,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,31,1/13/2020,5/1/2020,Physics,
50386,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,8:00,10:50,T,22,KAP B8,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,28,1/13/2020,5/1/2020,Physics,
50394,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,14:00,16:50,T,20,KAP B8,20,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,32,1/13/2020,5/1/2020,Physics,
50387,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,8:00,10:50,W,23,KAP B8,23,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,29,1/13/2020,5/1/2020,Physics,
50388,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,8:00,10:50,H,25,KAP B8,25,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,30,1/13/2020,5/1/2020,Physics,
50389,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,N,8:00,10:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50391,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,11:00,13:50,W,21,KAP B8,21,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,29,1/13/2020,5/1/2020,Physics,
50395,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,Y,14:00,16:50,W,22,KAP B8,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,26,1/13/2020,5/1/2020,Physics,
50474,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,N,11:00,13:50,M,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50472,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,N,17:00,19:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50471,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,N,17:00,19:50,W,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50473,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,L,N,14:00,16:50,M,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50383,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Me,chanics and Thermodynamics,Q,Y,17:00,18:20,W,252,TBA,252,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,280,1/13/2020,5/1/2020,Physics,
50402,LAS,PHYS-152,1,4,4,Fundamentals of Physics II: E,lectricity and Magnetism,C,Y,14:00,15:20,TH,60,SLH200,60,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,90,1/13/2020,5/1/2020,Physics,
50400,LAS,PHYS-152,1,4,4,Fundamentals of Physics II: E,lectricity and Magnetism,C,Y,15:30,16:50,MW,132,SLH200,132,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,138,1/13/2020,5/1/2020,Physics,
50409,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,N,8:00,10:50,F,0,KAP B25,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50408,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,8:00,10:50,H,10,KAP B25,10,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50406,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,8:00,10:50,T,15,KAP B25,15,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50407,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,8:00,10:50,W,14,KAP B25,14,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,15,1/13/2020,5/1/2020,Physics,
50410,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,11:00,13:50,T,14,KAP B25,14,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50415,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,14:00,16:50,W,9,KAP B25,9,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50412,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,11:00,13:50,H,15,KAP B25,15,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50414,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,14:00,16:50,T,22,KAP B25,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,22,1/13/2020,5/1/2020,Physics,
50419,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,17:00,19:50,W,18,KAP B25,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50416,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,N,14:00,16:50,H,0,KAP B25,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50417,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,14:00,16:50,F,18,KAP B25,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50418,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,17:00,19:50,T,22,KAP B25,22,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,22,1/13/2020,5/1/2020,Physics,
50413,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,11:00,13:50,F,13,KAP B25,13,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50411,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,L,Y,11:00,13:50,W,18,KAP B25,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50505,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,Q,N,17:00,18:20,H,0,TBA,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50403,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: E,lectricity and Magnetism,Q,Y,17:00,18:20,H,192,TBA,192,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,237,1/13/2020,5/1/2020,Physics,
50530,LAS,PHYS-161,1,4,4,Advanced Principles of Physic,s I,C,Y,14:00,15:50,TH,66,SLH102,66,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,90,1/13/2020,5/1/2020,Physics,
50535,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,N,8:00,10:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50539,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,N,11:00,13:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50533,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,8:00,10:50,W,6,KAP B8,6,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,6,1/13/2020,5/1/2020,Physics,
50537,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,11:00,13:50,W,4,KAP B8,4,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,4,1/13/2020,5/1/2020,Physics,
50536,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,11:00,13:50,T,3,KAP B8,3,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,4,1/13/2020,5/1/2020,Physics,
50532,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,8:00,10:50,T,4,KAP B8,4,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,4,1/13/2020,5/1/2020,Physics,
50534,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,8:00,10:50,H,3,KAP B8,3,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,3,1/13/2020,5/1/2020,Physics,
50538,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,11:00,13:50,H,2,KAP B8,2,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,2,1/13/2020,5/1/2020,Physics,
50543,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,17:00,19:50,W,31,KAP B8,31,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,32,1/13/2020,5/1/2020,Physics,
50545,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,N,17:00,19:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50541,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,N,14:00,16:50,F,0,KAP B8,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50540,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,14:00,16:50,W,4,KAP B8,4,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,4,1/13/2020,5/1/2020,Physics,
50544,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,17:00,19:50,H,1,KAP B8,1,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50542,LAS,PHYS-161,1,0,0,Advanced Principles of Physic,s I,L,Y,17:00,19:50,T,8,KAP B8,8,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,8,1/13/2020,5/1/2020,Physics,
50780,LAS,PHYS-171,1,4,4,Applied Physics I: Mechanics,,C,A       Y,16:00,16:50,MW,39,SLH102,39,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,64,1/13/2020,5/1/2020,Physics,
50781,LAS,PHYS-171,1,0,0,Applied Physics I: Mechanics,,D,A       Y,16:00,16:50,TH,28,VHE210,28,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,32,1/13/2020,5/1/2020,Physics,
50785,LAS,PHYS-171,1,0,0,Applied Physics I: Mechanics,,D,A       Y,12:00,12:50,T,11,WPHB30,11,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,32,1/13/2020,5/1/2020,Physics,
,,,,,,,,,,12:00,12:50,H,,KDC236,,,,,,,,
50783,LAS,PHYS-171,1,0,0,Applied Physics I: Mechanics,,L,A       N,11:00,13:50,F,0,KAP B4,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,1,1/13/2020,5/1/2020,Physics,
50782,LAS,PHYS-171,1,0,0,Applied Physics I: Mechanics,,L,A       Y,8:00,10:50,F,21,KAP B4,21,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,24,1/13/2020,5/1/2020,Physics,
50784,LAS,PHYS-171,1,0,0,Applied Physics I: Mechanics,,L,A       Y,14:00,16:50,F,18,KAP B4,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,24,1/13/2020,5/1/2020,Physics,
50513,LAS,PHYS-430,1,4,4,General Relativity and Gravit,ation,C,Y,10:00,11:50,WF,19,KAP138,19,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,25,1/13/2020,5/1/2020,Physics,
50516,LAS,PHYS-490,1,2,8,Directed Research,,CL,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50522,LAS,PHYS-493,1,4,4,Advanced Experimental Techniq,ues,C,A       Y,13:00,13:50,MW,11,ZHS360,11,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50523,LAS,PHYS-493,1,0,0,Advanced Experimental Techniq,ues,L,A       Y,14:00,15:50,MW,11,OCW105,11,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,17,1/13/2020,5/1/2020,Physics,
50632,LAS,PHYS-590,1,1,12,Directed Research,,CL,Y,TBA,TBA,,31,OFFICE,31,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,40,1/13/2020,5/1/2020,Physics,
50633,LAS,PHYS-593,1,2,2,Practicum in Teaching Physics,and Astronomy,C,Y,15:00,15:50,M,3,KAP150,3,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,10,1/13/2020,5/1/2020,Physics,
50634,LAS,PHYS-594A,1,2,2,Master's Thesis,,CL,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Physics,
50637,LAS,PHYS-594B,1,2,2,Master's Thesis,,CL,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,24,1/13/2020,5/1/2020,Physics,
50679,LAS,PHYS-596,1,1,1,Internship for Curricular Pra,ctical Training,C,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,10,1/13/2020,5/1/2020,Physics,
50670,LAS,PHYS-794A,1,2,2,Doctoral Dissertation,,CL,Y,TBA,TBA,,7,OFFICE,7,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,24,1/13/2020,5/1/2020,Physics,
50672,LAS,PHYS-794B,1,2,2,Doctoral Dissertation,,CL,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,12,1/13/2020,5/1/2020,Physics,
50674,LAS,PHYS-794C,1,2,2,Doctoral Dissertation,,CL,Y,TBA,TBA,,8,OFFICE,8,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,12,1/13/2020,5/1/2020,Physics,
52325,LAS,POIR-555,1,4,4,Democracy and Democratization,in Comparative Perspective,C,Y,17:00,19:50,W,3,VKC204,3,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,18,1/13/2020,5/1/2020,Political Science and International Relations,
52343,LAS,POIR-590,1,1,12,Directed Research,,C,Y,TBA,TBA,,0,TBA,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,8,1/13/2020,5/1/2020,Political Science and International Relations,
52342,LAS,POIR-590,1,1,12,Directed Research,,C,N       Y,TBA,TBA,,9,OFFICE,9,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,14,1/13/2020,5/1/2020,Political Science and International Relations,
52335,LAS,POIR-596,1,1,3,Internship for Curricular Pra,ctical Training,C,N       Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,10,1/13/2020,5/1/2020,Political Science and International Relations,
52302,LAS,POIR-611,1,4,4,Introduction to Regression An,alysis,C,Y,14:00,16:50,H,20,VKC259,20,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,20,1/13/2020,5/1/2020,Political Science and International Relations,
52305,LAS,POIR-612,1,4,4,Qualitative Research Design,,C,Y,17:00,19:50,M,6,VKC204,6,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,18,1/13/2020,5/1/2020,Political Science and International Relations,
52312,LAS,POIR-617,1,4,4,Maximum Likelihood Estimation,,C,Y,17:00,19:50,M,18,VKC200,18,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,30,1/13/2020,5/1/2020,Political Science and International Relations,
52311,LAS,POIR-621,1,4,4,American Politics Field Semin,ar Part II,C,Y,14:00,16:50,M,9,WPH202,9,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,12,1/13/2020,5/1/2020,Political Science and International Relations,
52315,LAS,POIR-622,1,4,4,Political Attitudes and Behav,ior,C,Y,14:00,16:50,W,5,THH109,5,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,18,1/13/2020,5/1/2020,Political Science and International Relations,
52320,LAS,POIR-626,1,4,4,Executive and Legislative Ins,titutions,C,Y,14:00,16:50,W,8,VKC105,8,"Dana and David Dornsife College of Letters, Arts and Sciences",UPC,18,1/13/2020,5/1/2020,Political Science and International Relations,
