SECTION,SCHOOL,COURSE_CODE.,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE................................................................................................................................................................................................................................................................................................,MODE,Link    PUBLISH?,START_TIME,END_TIME,DAYS..,TOTAL_ENR,MODALITY    ASSIGNED_ROOM,TOTAL_ENR,DEPT.OWNER.NAME...................................,.................................................,CAMPUS,SEATS,Beg Date..,End Date..,DEPARTMENT.................................................................
14410,GSBA,BAEP-553,372,3,3,Cases in New Venture Management,C,Y,17:00,18:20,H,58,ONLINE,58,Gordon S. Marshall School of Business,,UPC,58,5/27/2020,8/11/2020,Business Entrepreneurship
14409,GSBA,BAEP-589,284,2,2,Social Entrepreneurship,C,N,9:00,17:00,SU,0,TBA,0,Gordon S. Marshall School of Business,,UPC,60,6/20/2020,8/23/2020,Business Entrepreneurship
14402,GSBA,BAEP-593,33,0.5,4,Independent Research in Business Entrepreneurship,C,Y,TBA,TBA,,3,OFFICE,3,Gordon S. Marshall School of Business,,UPC,5,5/27/2020,8/11/2020,Business Entrepreneurship
15155,GSBA,BUCO-552,574,1.5,1.5,Defining and Communicating Your Professional Value,C,Y,18:00,21:00,M,28,A           ONLINE,28,Gordon S. Marshall School of Business,,UPC,30,6/1/2020,7/6/2020,Business Communication
16302,GSBA,DSO-510,33,3,3,Business Analytics,C,Y,18:00,22:00,W,46,ONLINE,46,Gordon S. Marshall School of Business,,UPC,54,5/27/2020,8/11/2020,Data Sciences and Operations
16222,GSBA,DSO-520,372,3,3,Logistics Management,C,Y,9:00,13:00,S,48,ONLINE,48,Gordon S. Marshall School of Business,,UPC,49,5/27/2020,8/11/2020,Data Sciences and Operations
16274,GSBA,DSO-528,943,3,3,"Data Warehousing, Business Intelligence, and Data Mining",C,Y,18:00,20:20,TH,50,ONLINE,50,Gordon S. Marshall School of Business,,UPC,56,5/26/2020,7/9/2020,Data Sciences and Operations
16272,GSBA,DSO-528,943,3,3,"Data Warehousing, Business Intelligence, and Data Mining",C,Y,13:00,15:20,TH,29,ONLINE,29,Gordon S. Marshall School of Business,,UPC,54,5/26/2020,7/9/2020,Data Sciences and Operations
16277,GSBA,DSO-545,33,3,3,Statistical Computing and Data Visualization,C,Y,18:00,22:00,M,34,ONLINE,34,Gordon S. Marshall School of Business,,UPC,40,5/27/2020,8/11/2020,Data Sciences and Operations
16283,GSBA,DSO-580,372,3,3,Project Management,C,Y,19:00,21:00,W,55,ONLINE,55,Gordon S. Marshall School of Business,,UPC,52,5/27/2020,8/11/2020,Data Sciences and Operations
16282,GSBA,DSO-580,372,3,3,Project Management,C,Y,19:00,21:00,H,53,ONLINE,53,Gordon S. Marshall School of Business,,UPC,54,5/27/2020,8/11/2020,Data Sciences and Operations
16286,GSBA,DSO-590,33,1,5,Directed Research,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,25,5/27/2020,8/11/2020,Data Sciences and Operations
16290,GSBA,DSO-593,33,0.5,4,Independent Research in Data Sciences or Operations,C,Y,TBA,TBA,,6,OFFICE,6,Gordon S. Marshall School of Business,,UPC,25,5/27/2020,8/11/2020,Data Sciences and Operations
16297,GSBA,DSO-593,743,0.5,4,Independent Research in Data Sciences or Operations,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,40,6/29/2020,8/21/2020,Data Sciences and Operations
16299,GSBA,DSO-595,743,0.5,2,Internship in Data Sciences or Operations,C,Y,TBA,TBA,,1,OFFICE,1,Gordon S. Marshall School of Business,,UPC,25,6/29/2020,8/21/2020,Data Sciences and Operations
16292,GSBA,DSO-595,33,0.5,2,Internship in Data Sciences or Operations,C,Y,TBA,TBA,,46,ONLINE,46,Gordon S. Marshall School of Business,,UPC,70,5/27/2020,8/11/2020,Data Sciences and Operations
16398,GSBA,DSO-595,744,0.5,2,Internship in Data Sciences or Operations,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,10,7/27/2020,8/21/2020,Data Sciences and Operations
16294,GSBA,DSO-596,33,0.5,2,Research Practicum in Data Sciences or Operations,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,25,5/27/2020,8/11/2020,Data Sciences and Operations
16296,GSBA,DSO-597,33,0.5,5,Consulting Project in Data Sciences or Operations,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,25,5/27/2020,8/11/2020,Data Sciences and Operations
16298,GSBA,DSO-599,372,3,3,Special Topics,C,Y,17:00,20:00,H,33,ONLINE,33,Gordon S. Marshall School of Business,,UPC,52,5/27/2020,8/11/2020,Data Sciences and Operations
15470,GSBA,FBE-588,33,3,3,Advanced Real Estate Law,C,Y,18:00,22:00,T,34,ONLINE,34,Gordon S. Marshall School of Business,,UPC,40,5/27/2020,8/11/2020,Finance and Business Economics
15476,GSBA,FBE-590,33,1,3,Directed Research,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,2,5/27/2020,8/11/2020,Finance and Business Economics
15477,GSBA,FBE-592,33,0.5,4,Field Research in Finance or Business Economics,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Finance and Business Economics
15479,GSBA,FBE-593,33,0.5,4,Independent Research in Finance or Business Economics,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Finance and Business Economics
15482,GSBA,FBE-595,743,0.5,2,Internship in Finance or Business Economics,C,Y,TBA,TBA,,1,OFFICE,1,Gordon S. Marshall School of Business,,UPC,10,6/29/2020,8/21/2020,Finance and Business Economics
15481,GSBA,FBE-595,33,0.5,2,Internship in Finance or Business Economics,C,Y,TBA,TBA,,2,ONLINE,2,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Finance and Business Economics
15485,GSBA,FBE-597,33,0.5,5,Consulting Project in Finance or Business,C,Y,TBA,TBA,,2,OFFICE,2,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Finance and Business Economics
,,,,,,Economics,,,,,,,,,,,,,,,
16925,GSBA,FIM-529,313,2,2,Financial Analysis and Valuation in the Food Industry,C,N,TBA,TBA,,18,OFFICE,18,Gordon S. Marshall School of Business,,OFC,18,4/27/2020,7/27/2020,Food Industry Management
16926,GSBA,FIM-550,330,1,1,Perspectives on the Food Industry,C,N,TBA,TBA,,18,OFFICE,18,Gordon S. Marshall School of Business,,OFC,18,4/27/2020,6/8/2020,Food Industry Management
15571,GSBA,GSBA-509,740,1.5,1.5,Marketing Management,C,Y,18:00,19:30,W,36,ONLINE,36,Gordon S. Marshall School of Business,,OFC,40,7/1/2020,8/18/2020,Graduate School of Business Administration
15570,GSBA,GSBA-510,706,1.5,1.5,Accounting Concepts and Financial Reporting,C,Y,18:00,19:30,W,36,ONLINE,36,Gordon S. Marshall School of Business,,OFC,40,5/6/2020,6/23/2020,Graduate School of Business Administration
15686,GSBA,GSBA-523T,419,3,3,Communication for Accounting and Tax Professionals,C,Y,18:00,21:50,T,13,ONLINE,13,Gordon S. Marshall School of Business,,UPC,35,5/18/2020,8/5/2020,Graduate School of Business Administration
15787,GSBA,GSBA-534,869,3,3,Operations Management,C,N,18:00,21:00,W,86,ONLINE,86,Gordon S. Marshall School of Business,,UPC,90,5/19/2020,7/21/2020,Graduate School of Business Administration
15762,GSBA,GSBA-534,581,3,3,Operations Management,C,N,9:00,12:00,S,80,ONLINE,80,Gordon S. Marshall School of Business,,UPC,85,5/16/2020,7/20/2020,Graduate School of Business Administration
15763,GSBA,GSBA-534,778,3,3,Operations Management,C,N,18:00,21:00,H,44,ONLINE,44,Gordon S. Marshall School of Business,,OFC,60,5/21/2020,7/28/2020,Graduate School of Business Administration
15764,GSBA,GSBA-535,711,9.5,9.5,Opportunity Recognition and Implementation,C,N,18:00,20:00,TH,34,A           ONLINE,34,Gordon S. Marshall School of Business,,OFC,50,5/11/2020,8/20/2020,Graduate School of Business Administration
15536,GSBA,GSBA-537,711,9.5,9.5,Managing Inside the Firm,C,Y       N,18:00,20:00,MW,45,A           ONLINE,45,Gordon S. Marshall School of Business,,OFC,45,5/11/2020,8/20/2020,Graduate School of Business Administration
15653,GSBA,GSBA-537,711,9.5,9.5,Managing Inside the Firm,C,Y       N,18:00,20:00,MW,42,A           ONLINE,42,Gordon S. Marshall School of Business,,OFC,45,5/11/2020,8/20/2020,Graduate School of Business Administration
15788,GSBA,GSBA-539,711,9.5,9.5,Business Environment and Leadership,C,N,18:00,20:00,MH,38,ONLINE,38,Gordon S. Marshall School of Business,,OFC,45,5/11/2020,8/20/2020,Graduate School of Business Administration
15915,GSBA,GSBA-563B,628,4,4,Technology and Information Systems Management,C,N,8:50,16:30,FS,71,ONLINE,71,Gordon S. Marshall School of Business,,UPC,75,4/25/2020,5/22/2020,Graduate School of Business Administration
15917,GSBA,GSBA-564,629,2,2,Functional Strategies and Implementation,C,N,8:50,16:30,FS,71,ONLINE,71,Gordon S. Marshall School of Business,,UPC,75,5/23/2020,6/6/2020,Graduate School of Business Administration
15966,GSBA,GSBA-573B,668,1,1,Managing Strategic Change and Implementation,C,N,8:50,16:30,FS,71,ONLINE,71,Gordon S. Marshall School of Business,,UPC,75,4/19/2020,5/9/2020,Graduate School of Business Administration
15968,GSBA,GSBA-574,669,2,2,The Executive of the Future,C,N,8:50,16:30,FS,71,ONLINE,71,Gordon S. Marshall School of Business,,UPC,75,5/22/2020,5/23/2020,Graduate School of Business Administration
16010,GSBA,GSBA-581,580,1.5,1.5,Technology Innovation and Management,C,N,13:00,16:00,S,80,ONLINE,80,Gordon S. Marshall School of Business,,UPC,85,5/16/2020,6/20/2020,Graduate School of Business Administration
16009,GSBA,GSBA-581,813,1.5,1.5,Technology Innovation and Management,C,N,18:00,21:00,T,44,ONLINE,44,Gordon S. Marshall School of Business,,OFC,60,5/19/2020,6/23/2020,Graduate School of Business Administration
16008,GSBA,GSBA-581,865,1.5,1.5,Technology Innovation and Management,C,N,18:00,21:00,M,86,ONLINE,86,Gordon S. Marshall School of Business,,UPC,90,5/17/2020,6/16/2020,Graduate School of Business Administration
16098,GSBA,GSBA-595,742,0.5,1.5,Internship in Business,C,N       N,TBA,TBA,,31,OFFICE,31,Gordon S. Marshall School of Business,,UPC,40,5/26/2020,8/21/2020,Graduate School of Business Administration
16099,GSBA,GSBA-595,743,0.5,1.5,Internship in Business,C,N,TBA,TBA,,4,OFFICE,4,Gordon S. Marshall School of Business,,UPC,10,6/29/2020,8/21/2020,Graduate School of Business Administration
16100,GSBA,GSBA-595,744,0.5,1.5,Internship in Business,C,N       N,TBA,TBA,,8,OFFICE,8,Gordon S. Marshall School of Business,,UPC,10,7/27/2020,8/21/2020,Graduate School of Business Administration
16119,GSBA,GSBA-790,33,1,6,Research,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,15,5/27/2020,8/11/2020,Graduate School of Business Administration
16125,GSBA,GSBA-794A,33,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,15,5/27/2020,8/11/2020,Graduate School of Business Administration
16126,GSBA,GSBA-794B,33,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,20,5/27/2020,8/11/2020,Graduate School of Business Administration
16127,GSBA,GSBA-794C,33,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,1,OFFICE,1,Gordon S. Marshall School of Business,,UPC,20,5/27/2020,8/11/2020,Graduate School of Business Administration
16128,GSBA,GSBA-794D,33,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,20,5/27/2020,8/11/2020,Graduate School of Business Administration
16129,GSBA,GSBA-794Z,33,0,0,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Gordon S. Marshall School of Business,,UPC,20,5/27/2020,8/11/2020,Graduate School of Business Administration
16951,GSBA,LIM-500,390,3,3,Fundamentals of Library and Information Science,C,Y,TBA,TBA,,15,ONLINE,15,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16970,GSBA,LIM-502,390,3,3,Collection Development and Management,C,Y,TBA,TBA,,16,OFFICE,16,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16971,GSBA,LIM-502,390,3,3,Collection Development and Management,C,Y,TBA,TBA,,20,OFFICE,20,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16979,GSBA,LIM-552,390,3,3,Strategic Information and Competitive Analysis,C,Y,TBA,TBA,,18,OFFICE,18,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16987,GSBA,LIM-562,390,3,3,Library and Information Technology Management,C,Y,TBA,TBA,,10,ONLINE,10,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16993,GSBA,LIM-591,390,2,2,Research and Professional Applications,C,Y,TBA,TBA,,18,ONLINE,18,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16953,GSBA,LIM-591,390,2,2,Research and Professional Applications,C,Y,TBA,TBA,,14,ONLINE,14,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16994,GSBA,LIM-591,390,2,2,Research and Professional Applications,C,Y,TBA,TBA,,14,ONLINE,14,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16992,GSBA,LIM-591,390,2,2,Research and Professional Applications,C,Y,TBA,TBA,,16,ONLINE,16,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16995,GSBA,LIM-591,390,2,2,Research and Professional Applications,C,Y,TBA,TBA,,2,ONLINE,2,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
17000,GSBA,LIM-598,390,3,3,Capstone in Library and Information Management,C,Y,TBA,TBA,,8,ONLINE,8,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Library and Information Management
16527,GSBA,MKT-525,33,3,3,Consumer Behavior,C,Y,18:00,22:00,M,34,ONLINE,34,Gordon S. Marshall School of Business,,UPC,41,5/27/2020,8/11/2020,Marketing
16524,GSBA,MKT-528,33,3,3,Sales Management: The Art and Science of Sales,C,Y,18:00,22:00,H,50,ONLINE,50,Gordon S. Marshall School of Business,,UPC,54,5/27/2020,8/11/2020,Marketing
16529,GSBA,MKT-530,33,3,3,New Product Development,C,Y,18:00,22:00,T,45,ONLINE,45,Gordon S. Marshall School of Business,,UPC,54,5/27/2020,8/11/2020,Marketing
16530,GSBA,MKT-533,640,3,3,Branding Strategy,C,Y,8:00,10:30,TH,57,ONLINE,57,Gordon S. Marshall School of Business,,UPC,57,5/26/2020,7/10/2020,Marketing
16554,GSBA,MKT-590,33,1,12,Directed Research,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Marketing
16556,GSBA,MKT-592,33,0.5,4,Field Research in Marketing,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Marketing
16558,GSBA,MKT-593,33,0.5,4,Independent Research in Marketing,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Marketing
16560,GSBA,MKT-595,33,0.5,2,Internship in Marketing,C,N,TBA,TBA,,1,OFFICE,1,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Marketing
16565,GSBA,MKT-596,33,0.5,2,Research Practicum in Marketing,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Marketing
16566,GSBA,MKT-597,33,0.5,5,Consulting Project in Marketing,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Marketing
16700,GSBA,MOR-554,33,3,3,Leading Innovation and Change,C,Y,18:00,22:00,W,55,ONLINE,55,Gordon S. Marshall School of Business,,UPC,57,5/27/2020,8/11/2020,Management and Organization
16694,GSBA,MOR-557,33,3,3,Strategy and Organization Consulting,C,Y,18:00,22:00,H,50,ONLINE,50,Gordon S. Marshall School of Business,,UPC,51,5/27/2020,8/11/2020,Management and Organization
16800,GSBA,MOR-563,313,3,3,Advanced Strategy: Competing in Dynamic Environments,C,N,TBA,TBA,,18,ONLINE,18,Gordon S. Marshall School of Business,,OFC,18,4/27/2020,7/27/2020,Management and Organization
16716,GSBA,MOR-569,33,3,3,Negotiation and Deal-Making,C,Y,18:00,22:00,T,42,ONLINE,42,Gordon S. Marshall School of Business,,UPC,54,5/27/2020,8/11/2020,Management and Organization
16721,GSBA,MOR-570,33,3,3,Leading Effective Teams,C,Y,18:00,22:00,M,64,ONLINE,64,Gordon S. Marshall School of Business,,UPC,70,5/27/2020,8/11/2020,Management and Organization
16770,GSBA,MOR-590,33,1,12,Directed Research,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
16772,GSBA,MOR-592,33,0.5,4,Field Research in Management and Organization,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
16774,GSBA,MOR-593,33,1,4,Independent Research in Management and Organization,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
16776,GSBA,MOR-595,33,0.5,2,Internship in Management and Organization,C,Y,TBA,TBA,,1,ONLINE,1,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
16780,GSBA,MOR-597,33,1.5,5,Consulting Project in Management and Organization,C,Y,TBA,TBA,,3,ONLINE,3,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
16799,GSBA,MOR-790,33,1,12,Research,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
16778,GSBA,MOR-596,33,0.5,2,Research Practicum in Management and Organization,C,Y,TBA,TBA,,0,ONLINE,0,Gordon S. Marshall School of Business,,UPC,10,5/27/2020,8/11/2020,Management and Organization
,BUAD,,,,,,,,,,,,,,Gordon S. Marshall School of Business,,,,,,
12041,LAS,AHIS-490,54,1,8,Directed Research,C,Y,TBA,TBA,,3,OFFICE,3,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,10,5/20/2020,7/7/2020,Art History
10125,LAS,ALI-244,50,2,2,Academic and Professional Speaking Skills III,C,N,13:00,14:50,MTWH,0,THH115,0,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,12,5/20/2020,6/30/2020,American Language Institute
10132,LAS,ALI-245,50,2,2,Academic and Professional Writing III,C,N       Y,10:00,11:50,MTWH,13,THH111,13,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,14,5/20/2020,6/30/2020,American Language Institute
10144,LAS,ALI-255,50,2,2,Academic and Professional Writing Skills IV,C,Y,16:00,17:50,MTWH,7,,7,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,12,5/20/2020,6/30/2020,American Language Institute
10175,LAS,ALI-276,50,2,2,Workshop for International Teaching Assistants,C,N,10:00,11:50,MTWH,0,WPH204,0,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,8,5/20/2020,6/30/2020,American Language Institute
10174,LAS,ALI-276,50,2,2,Workshop for International Teaching Assistants,C,Y,10:00,11:50,MTWH,8,WPH200,8,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,9,5/20/2020,6/30/2020,American Language Institute
10320,LAS,AMST-135,50,4,4,Peoples and Cultures of the Americas,CD,Y,12:30,15:20,TWH,23,KAP145,23,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,29,5/20/2020,6/30/2020,American Studies and Ethnicity
10321,LAS,AMST-135,51,4,4,Peoples and Cultures of the Americas,CD,Y,12:30,15:20,TWH,27,OFFICE,27,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,31,7/1/2020,8/11/2020,American Studies and Ethnicity
10348,LAS,AMST-200,51,4,4,Introduction to American Studies and Ethnicity,CD,Y,9:00,11:50,TWH,10,ONLINE,10,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,25,7/1/2020,8/11/2020,American Studies and Ethnicity
10347,LAS,AMST-200,50,4,4,Introduction to American Studies and Ethnicity,CD,Y,9:00,11:50,TWH,31,KAP144,31,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,31,5/20/2020,6/30/2020,American Studies and Ethnicity
10390,LAS,AMST-274,50,4,4,Exploring Ethnicity Through Film,C,L       Y,14:00,16:50,TWH,47,ONLINE,47,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,49,5/20/2020,6/30/2020,American Studies and Ethnicity
10391,LAS,AMST-274,50,0,0,Exploring Ethnicity Through Film,D,L       Y,14:00,16:50,F,24,ONLINE,24,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,25,5/20/2020,6/30/2020,American Studies and Ethnicity
10392,LAS,AMST-274,50,0,0,Exploring Ethnicity Through Film,D,L       Y,14:00,16:50,M,23,ONLINE,23,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,25,5/20/2020,6/30/2020,American Studies and Ethnicity
10628,LAS,ANTH-338,51,4,4,Food in Culture and Society,C,Y,9:00,11:05,MTWH,12,,12,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,15,7/1/2020,8/11/2020,Anthropology
10617,LAS,ANTH-371,52,4,4,Cross-Cultural Research on Urban Gangs,C,B       Y,9:30,12:40,MTWH,15,KAP138,15,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/16/2020,Anthropology
10623,LAS,ANTH-371,52,0,0,Cross-Cultural Research on Urban Gangs,D,B       Y,8:00,8:50,MTWH,15,,15,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/16/2020,Anthropology
10625,LAS,ANTH-393,51,2,8,Directed Internship,C,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,1,7/1/2020,8/11/2020,Anthropology
50800,LAS,ASTR-100,50,4,4,The Universe,C,C       Y,12:00,13:50,MTWH,116,SLH100,116,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,128,5/20/2020,6/30/2020,Astronomy
50807,LAS,ASTR-100,50,0,0,The Universe,L,Y,10:00,11:50,TH,14,SGM313,14,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50803,LAS,ASTR-100,50,0,0,The Universe,L,C       Y,14:00,15:50,MW,14,SGM313,14,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50804,LAS,ASTR-100,50,0,0,The Universe,L,C       Y,16:00,17:50,MW,12,SGM313,12,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50808,LAS,ASTR-100,50,0,0,The Universe,L,Y,8:00,9:50,MW,15,SGM313,15,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50802,LAS,ASTR-100,50,0,0,The Universe,L,Y,10:00,11:50,MW,16,SGM313,16,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50806,LAS,ASTR-100,50,0,0,The Universe,L,C       Y,16:00,17:50,TH,16,SGM313,16,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50809,LAS,ASTR-100,50,0,0,The Universe,L,Y,8:00,9:50,TH,14,SGM313,14,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50805,LAS,ASTR-100,50,0,0,The Universe,L,C       Y,14:00,15:50,TH,15,SGM313,15,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,5/20/2020,6/30/2020,Astronomy
50801,LAS,ASTR-100,50,0,0,The Universe,Q,C       Y,TBA,TBA,,116,OFFICE,116,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,128,5/20/2020,6/30/2020,Astronomy
50830,LAS,ASTR-200,51,4,4,Life in the Universe,C,Y,12:00,13:50,MTWH,51,SLH102,51,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,64,7/1/2020,8/11/2020,Astronomy
50835,LAS,ASTR-200,51,0,0,Life in the Universe,L,Y,14:00,15:50,TH,12,SGM300,12,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,7/1/2020,8/11/2020,Astronomy
50833,LAS,ASTR-200,51,0,0,Life in the Universe,L,Y,10:00,11:50,TH,12,SGM300,12,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,7/1/2020,8/11/2020,Astronomy
50832,LAS,ASTR-200,51,0,0,Life in the Universe,L,Y,10:00,11:50,MW,11,SGM300,11,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,7/1/2020,8/11/2020,Astronomy
50834,LAS,ASTR-200,51,0,0,Life in the Universe,L,Y,14:00,15:50,MW,16,SGM300,16,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,16,7/1/2020,8/11/2020,Astronomy
50850,LAS,ASTR-490,50,2,8,Directed Research,CL,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,12,5/20/2020,6/30/2020,Astronomy
13004,LAS,BISC-120,50,4,4,General Biology: Organismal Biology and Evolution,C,Y,10:00,12:05,MTWH,48,ONLINE,48,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,60,5/20/2020,6/30/2020,Biological Sciences
13005,LAS,BISC-120,50,0,0,General Biology: Organismal Biology and Evolution,L,Y,13:00,15:50,TH,25,ONLINE,25,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,27,5/20/2020,6/30/2020,Biological Sciences
13006,LAS,BISC-120,50,0,0,General Biology: Organismal Biology and Evolution,L,Y,13:00,15:50,TH,23,ONLINE,23,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,27,5/20/2020,6/30/2020,Biological Sciences
13305,LAS,BISC-305,50,4,4,Statistics for Biological Sciences,CD,Y,10:00,12:05,MTWH,25,RRI301,25,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,50,5/20/2020,6/30/2020,Biological Sciences
13341,LAS,BISC-325,51,4,4,Genetics,C,Y,10:00,12:05,MTWH,8,ONLINE,8,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,19,7/1/2020,8/11/2020,Biological Sciences
13490,LAS,BISC-490,59,1,8,Directed Research,C,Y,TBA,TBA,,0,OFFICE,0,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,15,5/20/2020,8/11/2020,Biological Sciences
13596,LAS,BISC-596,59,1,1,Internship for Curricular Practical Training,C,Y,TBA,TBA,,1,OFFICE,1,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,10,5/20/2020,8/11/2020,Biological Sciences
17205,LAS,CHEM-105A,110,4,4,General Chemistry,C,Y,9:00,11:30,MTWH,20,SGM101,20,"Dana and David Dornsife College of Letters, Arts a",nd Sciences,UPC,50,5/26/2020,6/25/2020,Chemistry
