"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"SOCI-669","Seminar in Family Sociology","F18",61612,"Seminar in Family Sociology - Origins and consequences of historical change and variation between groups in family structures and processes, relationships, well-being and connections with other social institutions.","SOCI",1,"AY19"
"SOWK-350","Adolescent Gang Intervention","F18",60401,"Adolescent Gang Intervention - The incidence of gangs (particularly in the Los Angeles area),;gang interventions, and policies developed to address the growing;gang situation.","SOWK",2,"AY19"
"SOWK-506","Human Behavior and the Social Environment","F18",60400,"Human Behavior and the Social Environment - The person-in-environment, bio-psycho-social perspective is the lens through which theories of personality, family, group, organization, community, culture and their interactions are explored. (Duplicates credit in SOWK 503 and SOWK 505)","SOWK",60,"AY19"
"SOWK-536","Policy and Advocacy in Professional Social Work","F18",60423,"Policy and Advocacy in Professional Social Work - A study of the complex and interconnecting systems of policy, programs and communities that directly and indirectly impact Social Workers' clients lives. (Duplicates credit in SOWK 534)","SOWK",60,"AY19"
"SOWK-544","Social Work Practice With Individuals, Families, and Groups","F18",60403,"Social Work Practice With Individuals, Families, and Groups - Principles underlying generic social work practice with emphasis on working with individuals, families, and groups. (Duplicates credit in SOWK 543 and SOWK 545)","SOWK",47,"AY19"
"SOWK-546","Science of Social Work","F18",60402,"Science of Social Work - Introduction to the role of scientific inquiry in advancing social work goals. Inspires students to include science in their social work identity and professional decision-making. (Duplicates credit in SOWK 562)","SOWK",40,"AY19"
"SOWK-588","Integrative Learning for Social Work Practice","F18",67258,"Integrative Learning for Social Work Practice - Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning framework. Graded CR/NC. (Duplicates credit in former SOWK-587ab)","SOWK",26,"AY19"
"SOWK-589A","Applied Learning in Field Education","F18",60463,"Applied Learning in Field Education - Supervised field education where students learn and apply evidence-based interventions and clinical skills in practice labs and social work settings. Concurrent enrollment: SOWK-544. Graded IP/CR/NC. (Duplicates credit in SOWK 586a)","SOWK",58,"AY19"
"SOWK-589B","Applied Learning in Field Education","F18",67284,"Applied Learning in Field Education - Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment SOWK 588. Graded IP/CR/NC. (Duplicates credit in SOWK 586b)","SOWK",15,"AY19"
"SOWK-608","Research and Critical Analysis for Social Work;with Children and Families","F18",67155,"Research and Critical Analysis for Social Work;with Children and Families - Critical analysis and application of various data, information, and evidence to understand client problems and service needs, identify appropriate interventions, and evaluate practice decisions. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 603)","SOWK",16,"AY19"
"SOWK-609","Introduction to Social Work Practice with;Children, Youth and Families","F18",60685,"Introduction to Social Work Practice with;Children, Youth and Families - Understanding development of children and families from birth to adolescence and the developmental difficulties from an ecological perspective. Assessment/engagement of families and Interventions are introduced. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",17,"AY19"
"SOWK-610","Social Work Practice with Children and Families;Across Settings","F18",60608,"Social Work Practice with Children and Families;Across Settings - Theory and principles underlying social work in host settings and non-specialty sector settings with a primary emphasis on working with Children, Youth, and Families. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",17,"AY19"
"SOWK-611","Leadership and Management in Social Work","F18",60420,"Leadership and Management in Social Work - Methods and principles of leadership and management applied to social work practice, understood as policy, management and clinical practice in the non-profit sector, health and human service organizations, and non-traditional social work settings.","SOWK",34,"AY19"
"SOWK-612","Assessment and Diagnosis of Mental Disorders","F18",60674,"Assessment and Diagnosis of Mental Disorders - Assessment of mental disorders, and the rationale and organization of the system for diagnosis. Emphasis is on developing differential diagnostic skills.","SOWK",10,"AY19"
"SOWK-613","Social Work Practice with Children and Families;in Early and Middle Childhood","F18",60470,"Social Work Practice with Children and Families;in Early and Middle Childhood - Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these problems. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",26,"AY19"
"SOWK-614","Social Work Practice in School Settings","F18",60543,"Social Work Practice in School Settings - Based on ecosystems perspectives, this course examines policies, theories and principles for social work practice in school settings.;","SOWK",8,"AY19"
"SOWK-615","Brief Therapy and Crisis Intervention","F18",67473,"Brief Therapy and Crisis Intervention - Theory and multimodal approaches for brief therapy and crisis;intervention with diverse clientele in a range of mental health;and health settings.;","SOWK",6,"AY19"
"SOWK-616","Clinical Practice with Older Adults","F18",67479,"Clinical Practice with Older Adults - Developmental tasks of adulthood and later life, as well as;assessment and intervention for problems and disorders associated;with aging.;","SOWK",1,"AY19"
"SOWK-617","Substance Related and Behavioral Addictive Disorders and Rec","F18",60566,"Substance Related and Behavioral Addictive Disorders and Rec - Causal exploration of substance related and behavioral addictive disorders. Evidence-based and practice informed treatment models for vulnerable individuals, groups and families.","SOWK",12,"AY19"
"SOWK-618","Systems of Recovery from Mental Illness in Adults","F18",60568,"Systems of Recovery from Mental Illness in Adults - Focus on the multi-level impact of mental illness on adults and families. Evidence-based interventions promoting increased quality of life and stability are emphasized.","SOWK",4,"AY19"
"SOWK-619","Social Work in Public Child Welfare Settings","F18",60569,"Social Work in Public Child Welfare Settings - Provides tools to enhance the practitioner's repsonse ot the;special challenges (substance abuse, HIV/AIDS, domestic violence);in public child welfare.","SOWK",2,"AY19"
"SOWK-620","Social Work Practice With Transitional Youth","F18",60915,"Social Work Practice With Transitional Youth - Students will be introduced to policies affecting transitional youth and use a biopsychosocial perspective to work with them on macro, meso, and micro levels. Duplicates Credit in former SOWK-525.","SOWK",3,"AY19"
"SOWK-621","Social Work Practice with Adolescents, Young;Adults and their Families;;;;.;;.","F18",60468,"Social Work Practice with Adolescents, Young;Adults and their Families;;;;.;;. - Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth will be covered.","SOWK",26,"AY19"
"SOWK-624","Social Work in Juvenile Justice Settings","F18",60720,"Social Work in Juvenile Justice Settings - Provides orientation to the context and operations of juvenile justice systems, and advanced skills for social work practitioners working with youth, families and communities.","SOWK",4,"AY19"
"SOWK-627","Policy and Macro Practice in Child, Youth and;Family Services","F18",67388,"Policy and Macro Practice in Child, Youth and;Family Services - Provides context and preparation for social work practitioners holding policy, management and macro practice roles in communities and organizations serving children, youth and families. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",12,"AY19"
"SOWK-629","Research and Evaluation for Community, Organization and Busi","F18",60912,"Research and Evaluation for Community, Organization and Busi - Research/evaluation skills and critical analysis of data information systems to inform decision making to improve effectiveness of social work practice in community, organizations and business. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",7,"AY19"
"SOWK-633","Theories and Concepts of Military Social Work","F18",60540,"Theories and Concepts of Military Social Work - Application of military theory within the framework of social work practice and policy. Normative behavior, trends, beliefs and culture individuals experience during military service.","SOWK",1,"AY19"
"SOWK-634","Violence Against Women: A Transnational Perspective","F18",67462,"Violence Against Women: A Transnational Perspective - Broad understanding of violence against women within a global context, moving beyond the examination of violence as a phenomenon in order to effect social change.","SOWK",2,"AY19"
"SOWK-635","Research and Evaluation for Social Work with Adults and Olde","F18",67203,"Research and Evaluation for Social Work with Adults and Olde - Critical analysis and application of health and mental health research evidence to inform, enhance and strengthen social work practice with adults and aging populations with a focus on evaluating published research, identifying and interpreting available sources of data, appraising practical measures/ assessments and selecting appropriate evidence-based interventions.","SOWK",14,"AY19"
"SOWK-637","Assessing Wellness to Improve Recovery in Integrated Care","F18",61056,"Assessing Wellness to Improve Recovery in Integrated Care - Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body. Evidence-based integrated care interventions in a new era of health care reform.","SOWK",13,"AY19"
"SOWK-638","Policy in Integrated Care","F18",60486,"Policy in Integrated Care - Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 636)","SOWK",13,"AY19"
"SOWK-639","Policy Advocacy and Social Change","F18",60567,"Policy Advocacy and Social Change - Analysis of efforts to improve local human services organizations and agencies with consideration of political, social, demographic and organization contexts. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",7,"AY19"
"SOWK-640","Clinical Practice with the Military Family","F18",67536,"Clinical Practice with the Military Family - Theoretical and practical approaches to clinical practice with military families. Overview of common social issues in the military system and demands on the family dynamic.","SOWK",4,"AY19"
"SOWK-641","Clinical Practice with Service Members and Veterans","F18",60897,"Clinical Practice with Service Members and Veterans - Needs of service members/veterans within the context of their families/communities. Approaches to treatments with goal of advancing knowledge of best practices and current evidence-based models.","SOWK",3,"AY19"
"SOWK-643","Social Work Practice in Intergrated Care Settings","F18",60449,"Social Work Practice in Intergrated Care Settings - Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.","SOWK",19,"AY19"
"SOWK-644","Explanatory Theories of Health and Mental Health","F18",60610,"Explanatory Theories of Health and Mental Health - Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",18,"AY19"
"SOWK-645","Clinical Interventions: Evidence Based Practice in Health an","F18",67502,"Clinical Interventions: Evidence Based Practice in Health an - Social work processes from intake to termination; emphasis on clinical skills required for social work practice in a broad spectrum of health and mental health settings. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",2,"AY19"
"SOWK-647","Advanced Practice with Complex Social Work Cases","F18",67400,"Advanced Practice with Complex Social Work Cases - Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.","SOWK",8,"AY19"
"SOWK-648","Management and Organizational Development for Social Workers","F18",60920,"Management and Organizational Development for Social Workers - Methods and principles of management focusing on health and human service organizations, including strategic management, financial analysis, and innovative project development in social work. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",7,"AY19"
"SOWK-650","Military and Veteran Policy and Program Management","F18",67496,"Military and Veteran Policy and Program Management - Understanding the development and implementation of military and veteran policy and programs including family advocacy, prevention of sexual assault, suicide, alcohol/substance use and homelessness.","SOWK",2,"AY19"
"SOWK-651","Clinical Psychopharmacology for Social Workers","F18",60589,"Clinical Psychopharmacology for Social Workers - Understanding major psychoactive drugs used in treatment of psychological and behavioral disorders in behavioral and primary care medical settings. Theoretical/practical approaches to treatment are examined. Prerequisite: SOWK 546 or SOWK 562.","SOWK",2,"AY19"
"SOWK-653","Social Work with Older Adults","F18",60845,"Social Work with Older Adults - Integrates foundation and advanced knowledge and skill for practice with and in behalf of older adults.","SOWK",2,"AY19"
"SOWK-658","Organizational Practice and Development in;Business Environments","F18",61064,"Organizational Practice and Development in;Business Environments - Prepares students for organizational practice and program development in business environments, emphasizing organizational change initiatives, employee program development and corporate social responsibility initiatives. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 673)","SOWK",1,"AY19"
"SOWK-664","Consultation, Coaching and Social Entrepreneurship","F18",60684,"Consultation, Coaching and Social Entrepreneurship - Expanding roles that social workers play within both non-profit and for profit corporations.","SOWK",3,"AY19"
"SOWK-665","Grant Writing and Program Development for Social Workers","F18",61085,"Grant Writing and Program Development for Social Workers - Grant writing and program development that are generalized to any settings and relevant to direct and macro social work practice expertise.","SOWK",4,"AY19"
"SOWK-666","Domestic and Intimate Partner Abuse","F18",60860,"Domestic and Intimate Partner Abuse - Recognition of domestic and intimate partner abuse and examination of effective intervention measures and preventive methods.","SOWK",10,"AY19"
"SOWK-670","Global Dimensions in Social Policy and Social Work Practice","F18",67512,"Global Dimensions in Social Policy and Social Work Practice - Exploration and critique of how political, economic, cultural, religious and environmental factors impact social welfare policies, social work practice, and social development globally.","SOWK",1,"AY19"
"SOWK-672","Social Work and Business Settings","F18",67253,"Social Work and Business Settings - Examining the roles social workers play in business, how their skills integrate and support business practice, and how the profession can impact internal/external business environments. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.","SOWK",5,"AY19"
"SOWK-675","Play Therapy in Social Work with Children and Adolescents","F18",67513,"Play Therapy in Social Work with Children and Adolescents - Advances student theoretical knowledge and clinical practice skills in working with children, adolescents, and their families and explores the process of child psychotherapy.","SOWK",4,"AY19"
"SOWK-677","Mental Health Practice with Children and Adolescents","F18",60458,"Mental Health Practice with Children and Adolescents - The assessment and treatment of children with serious emotional disturbance, including the service delivery models and policies that influence service delivery.","SOWK",1,"AY19"
"SOWK-678","Child Abuse and Neglect: Intervention and Treatment","F18",67517,"Child Abuse and Neglect: Intervention and Treatment - Advanced practice course focusing on interventions with and treatment of complex family systems where the effects of child maltreatment are the presenting problems.","SOWK",2,"AY19"
"SOWK-680","Social Work Spanish for Culturally Competent Services","F18",67519,"Social Work Spanish for Culturally Competent Services - Integration of cross-cultural practice skills with Spanish;language development through the class instruction and practice;development.","SOWK",1,"AY19"
"SOWK-682","Spirituality, Religion, and Faith in Clinical Practice","F18",67521,"Spirituality, Religion, and Faith in Clinical Practice - Examination of diverse spiritual and religious traditions. Spiritually-sensitive treatment approaches applied to psychological and spiritual clinical problems of individuals, couples, and families.","SOWK",1,"AY19"
"SOWK-684","Community Practice for Social Innovation","F18",67408,"Community Practice for Social Innovation - Working effectively within marginalized, underserved populations and diverse community settings on their wicked, consistent, and complex issues by providing innovative and sustainable solutions.","SOWK",2,"AY19"
"SOWK-688","School Violence","F18",67522,"School Violence - Examines theoretical, empirical and practice-based literature on school violence including how students' physical well-being, academic functioning, social relations, and emotional and cognitive development are affected.","SOWK",3,"AY19"
"SOWK-692","Loss, Grief and Bereavement","F18",60512,"Loss, Grief and Bereavement - Focus on the experiences of loss, death and bereavement as it is viewed by individuals, families and loved ones.","SOWK",7,"AY19"
"SOWK-696","LGBT Psycho/Social/Political Issues","F18",67532,"LGBT Psycho/Social/Political Issues - Overview of clinical, social and political issues with which;social workers should be familiar when working with lesbian, gay,;bisexual and transgender clients.","SOWK",2,"AY19"
"SOWK-698A","Integrative Learning for Advanced Social Work Practice","F18",60446,"Integrative Learning for Advanced Social Work Practice - Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK",54,"AY19"
"SOWK-698B","Integrative Learning for Advanced Social Work Practice","F18",67413,"Integrative Learning for Advanced Social Work Practice - Advanced integrative learning builds on 698A by incorporating field experiences, case/best practices consultations, and dialogical inquiry on micro, mezzo, and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.","SOWK",32,"AY19"
"SOWK-699A","Advanced Applied Learning in Field Education","F18",60792,"Advanced Applied Learning in Field Education - Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department. Prerequisite: SOWK 588, SOWK 589ab.Concurrent enrollment SOWK 698a. Graded IP/CR/NC. (Duplicates credit in SOWK 686a)","SOWK",47,"AY19"
"SOWK-699B","Advanced Applied Learning in Field Education","F18",67445,"Advanced Applied Learning in Field Education - Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded IP/CR/NC. (Duplicates credit in SOWK 686b).","SOWK",17,"AY19"
"SOWK-702","Theories of Human Behavior in the Contexts of Social Environments","F18",60644,"Theories of Human Behavior in the Contexts of Social Environments - A focus on human behavior in interaction with the social environment; major paradigms including general systems theory, ego psychology, and role theories are examined.;","SOWK",1,"AY19"
"SOWK-703","Explanatory Theories for Larger Social Systems","F18",60645,"Explanatory Theories for Larger Social Systems - Theories of organizational and community behavior are examined in relation to their influence on the development of social services.","SOWK",1,"AY19"
"SOWK-704","Strategic Innovations for the Grand Challenges","F18",67700,"Strategic Innovations for the Grand Challenges - Grand Challenge initiatives and interventions from diverse perspectives are explored. Multidisciplinary strategies of innovation are analyzed to effect broad-based opportunities and barriers to change.","SOWK",5,"AY19"
"SOWK-705","Leading Public Discourse","F18",67720,"Leading Public Discourse - Leading public discourse for the purposes of increasing civic engagement and public participation, building broad based public support and enabling competencies.","SOWK",4,"AY19"
"SOWK-706","Leading and Managing Large Complex Systems","F18",67710,"Leading and Managing Large Complex Systems - Examining large scale national, state and local social intervention programs as well as implications for fiscal and outcome accountability.","SOWK",5,"AY19"
"SOWK-710","Preparatory Scholarship for Capstone","F18",67724,"Preparatory Scholarship for Capstone - Design and develop an innovative, feasible, logical, and defensible Grand Challenge Capstone Project; consider contextual issues, and enhance innovation and communication skills","SOWK",4,"AY19"
"SOWK-711","Design Laboratory for Social Innovation I","F18",67705,"Design Laboratory for Social Innovation I - Integrates design thinking with innovation dynamics as a practice methodology for social innovation with application towards the development of an innovation corresponding to capstone project.","SOWK",5,"AY19"
"SOWK-712","Residency I","F18",67728,"Residency I - Five-day campus based residency in the third semester of the DSW program designed to bring students together for a series of presentations and workshops by 'thought leaders' of the Grand Challenges of Social Work.","SOWK",4,"AY19"
"SOWK-713","The Application of Implementation Science","F18",67731,"The Application of Implementation Science - Introduction to doctoral level research and evaluation, introducing concepts of effectively using literature, formulating a problem for research, and effectively identifying a research or evaluative approach.","SOWK",3,"AY19"
"SOWK-714","Leaders as Maestros: Designing Change in the Grand Challenge","F18",67734,"Leaders as Maestros: Designing Change in the Grand Challenge - The Leader/Maestro Concept enlarges the student from a virtuoso perspective -- individual performance -- to include an organizational performance in creating and measuring change.","SOWK",3,"AY19"
"SOWK-720","Communication and Influence for Social Good","F18",67741,"Communication and Influence for Social Good - Explores how communication and new information technology influence decision-makers and the general public to address the Grand Challenges in the interest of the public good.","SOWK",2,"AY19"
"SOWK-721","Data Driven Decision Making in Social Services","F18",67737,"Data Driven Decision Making in Social Services - Practical introduction to using quantitative administrative data to identify trends, track performance, evaluate programs, and drive decision making.","SOWK",2,"AY19"
"SOWK-722","Implementing Your Capstone and Re-envisioning Your Career","F18",67743,"Implementing Your Capstone and Re-envisioning Your Career - Culminates in the completion of a fully implementable Grand Challenge capstone project and a plan that re-envisions career pathways conducive to launching the project.","SOWK",2,"AY19"
"SOWK-723","Design Laboratory for Social Innovation II","F18",67715,"Design Laboratory for Social Innovation II - The Design Laboratory provides a space for DSW students to test theoretical frameworks and models for their Grand Challenge Capstone Project.","SOWK",7,"AY19"
"SOWK-724","Residency II","F18",67745,"Residency II - Campus-based residency in the final semester of the DSW program bringing students together to present their Capstone Projects to different professional audiences.","SOWK",3,"AY19"
"SOWK-733","Policy Analysis and Advocacy in a Comparative Social Policy Context","F18",60646,"Policy Analysis and Advocacy in a Comparative Social Policy Context - Examination of the evolution of American and other welfare states;in selected nations. Analysis of global welfare institutions.;Engaging in policy analysis in a comparative context.;","SOWK",1,"AY19"
"SOWK-760","Introductory Social Work Statistics","F18",60648,"Introductory Social Work Statistics - Foundation course covering univariate and bivariate descriptive;and inferential statistics. Required lab covering basic computer;skills and utilization of statistical software.;","SOWK",1,"AY19"
"SOWK-762","Social Work Research Methods I","F18",60650,"Social Work Research Methods I - Models of research, the ;nature of inquiry, and the research process including problem formulation, measurement, designs, sampling and data sources. Doctoral standing required.;","SOWK",1,"AY19"
"SOWK-764","Advanced Multivariate Statistics","F18",60647,"Advanced Multivariate Statistics - Introduction to single equation statistical modeling using limited;dependent variables (categorical and ordered categorical).;Methods are drawn from statistics and econometrics.","SOWK",1,"AY19"
"SOWK-770","Introduction to Qualitative and Mixed Research Methods","F18",61095,"Introduction to Qualitative and Mixed Research Methods - Overview of the use of qualitative and mixed methods in social,;clinical and health services research.","SOWK",1,"AY19"
"SPAN-120","Spanish I","F18",62001,"Spanish I - For students with limited proficiency in Spanish. Practice in;listening comprehension, oral communication, elementary reading;and writing.","SPAN",7,"AY19"
"SPAN-150","Spanish II","F18",62027,"Spanish II - Continuation of Spanish 110 or 120; increased emphasis on listening comprehension, oral expression, reading and writing.;","SPAN",23,"AY19"
"SPAN-220","Spanish III","F18",62067,"Spanish III - Continuation of SPAN 150; intensive work in listening comprehension, oral communication, reading, and writing with emphasis on free expression; readings related to Hispanic culture and civilization. Prereq: SPAN 150 or equivalent.;","SPAN",38,"AY19"
"SPAN-240","Spanish IV","F18",62135,"Spanish IV - Intensive review of Spanish grammar with emphasis on four skills. Audio-visual materials and readings related to Hispanic culture and civilization.","SPAN",4,"AY19"
"SPAN-260","Advanced Spanish: Arts and Sciences","F18",354,"Advanced Spanish: Arts and Sciences - Development of students' oral and writing skills using literary and scientific materials; grammar review. Duplicates credit in the former SPAN 266.","SPAN",7,"AY19"
"SPAN-261","Advanced Spanish: Society and the Media","F18",62205,"Advanced Spanish: Society and the Media - Analysis of cultural issues in the Spanish-speaking world. Discussions, presentations, writing assignments, and grammar instruction designed to improve students' proficiency in Spanish. Duplicates credit in the former SPAN 265.","SPAN",5,"AY19"
"SPAN-280","Conversational Spanish","F18",62275,"Conversational Spanish - Discussions of short films, cultural and literary texts and other activities designed to improve conversational skills. Prerequisite: SPAN 220. Not for credit for Spanish majors.","SPAN",3,"AY19"
"SPAN-290","Introduction to Latin American and Iberian;Studies","F18",62279,"Introduction to Latin American and Iberian;Studies - Introduction to the cultural history of Spain, Portugal and Latin America with a focus on literature and visual works from the early-modern period to the twenty-first century.","SPAN",5,"AY19"
"SPAN-301","Introduction to Literature and Film","F18",62280,"Introduction to Literature and Film - Introduction to critical reading and interpretation of poetry, narrative fiction, drama, and film from Spain and Latin America.","SPAN",2,"AY19"
"SPAN-310","Structure of Spanish","F18",62118,"Structure of Spanish - A systematic study of the structure of Spanish. Topics include fundamental aspects of the sound system; word classes; sentences and their meaning; linguistic change and variation; standard and colloquial usage.","SPAN",3,"AY19"
"SPAN-315","Advanced Grammar and Translation","F18",62220,"Advanced Grammar and Translation - Contrastive study of Spanish and English structures designed to explore the similarities and differences between the two languages and to familiarize students with translation techniques. Emphasis on a variety of text types with the aim of increasing linguistic and cultural appreciation of the Spanish language.","SPAN",2,"AY19"
"SPAN-316","Spanish for the Professions","F18",62223,"Spanish for the Professions - The language and culture of a particular area of study or profession, such as medicine and healthcare, political and social sciences, business and the law. Limited to 4 units for major or minor credit.","SPAN",2,"AY19"
"SPAN-321","Sounds, Images, Objects","F18",352,"Sounds, Images, Objects - Introduction to the study of Iberian and Latin American cultural forms through readings on the visual arts, cinema, architecture, and music. Conducted in Spanish.","SPAN",2,"AY19"
"SPAN-380","Literature of Mexico","F18",62270,"Literature of Mexico - Principal writers and their works from Colonial times to the present. Non-majors may write assignments in English. Recommended preparation: advanced comprehension of oral and written Spanish.","SPAN",1,"AY19"
"SPAN-413","Social and Geographic Varieties of Spanish","F18",62349,"Social and Geographic Varieties of Spanish - Historical, social, and cultural elements represented in the dialectal diversity of the Spanish language; fieldwork in bilingual communities in the United States. Majors prepare assignments in Spanish, non-majors in English. Conducted in Spanish and English.;","SPAN",1,"AY19"
"SPAN-545","20th and 21st Century Latin American Literature and Culture","F18",62311,"20th and 21st Century Latin American Literature and Culture - Study of cultural currents, authors, literary texts, films and other media in Latin America in the twentieth and twenty-first centuries.","SPAN",1,"AY19"
"SSCI-135","Maps in the Digital World","F18",35619,"Maps in the Digital World - The role of formal reasoning, abstract representation and empirical analysis in building maps for sharing knowledge across the physical, life and social sciences and humanities.","SSCI",1,"AY19"
"SSCI-165","Sustainability Science in the City","F18",35628,"Sustainability Science in the City - The influence of sustainability science on public policy and vice versa in the context of social/ethical theories, analytical methods and solutions.","SSCI",7,"AY19"
"SSCI-201","Principles of GeoDesign","F18",35712,"Principles of GeoDesign - Foundations of geodesign combining place-making, design, collective action, and the science of location-based information to improve human interaction with the functioning of the Earth.","SSCI",1,"AY19"
"SSCI-214","Human Populations and Natural Hazards","F18",35620,"Human Populations and Natural Hazards - Introduction to the complex relationship between human development and natural hazards, which are increasingly causing damage and displacement to human populations throughout the world.","SSCI",5,"AY19"
"SSCI-265","The Water Planet","F18",35637,"The Water Planet - An exploration of earth's water, ranging from water properties, chemistry, and pollution, to groundwater dynamics, watershed processes, and oceanic-atmospheric circulation. Implications for past and future societies. Lecture and laboratory.","SSCI",7,"AY19"
"SSCI-301","Maps and Spatial Reasoning","F18",35646,"Maps and Spatial Reasoning - Role of maps and spatial reasoning in the production and use of geographic information for representing and analyzing human and environmental activities and events.","SSCI",5,"AY19"
"SSCI-340","Community Health Scan","F18",35794,"Community Health Scan - The social context of health and its determinants; the uses of data analysis; community capacity building, and the impact of policy on community health improvement.","SSCI",1,"AY19"
"SSCI-401","Geospatial Intelligence","F18",35773,"Geospatial Intelligence - Introduction to basic geospatial intelligence knowledge and related practical applications that assist in informing decision-making in a variety of human security settings.","SSCI",2,"AY19"
"SSCI-579","Geospatial Intelligence Tradecraft","F18",35687,"Geospatial Intelligence Tradecraft - Typical geospatial intelligence tasks and their use in military operations, national and homeland security, international relief work and disaster management. Recommended preparation: SSCI-581.","SSCI",1,"AY19"
"SSCI-580","Spatial Computing","F18",35890,"Spatial Computing - Theoretical foundations, methods, techniques, and software systems for spatial computing, including geospatial semantic web and linked data, spatial data mining, geocoding, and document linking. Recommended preparation: SSCI 581 or INF 510.","SSCI",1,"AY19"
"SSCI-581","Concepts for Spatial Thinking","F18",35692,"Concepts for Spatial Thinking - The unique characteristics and importance of spatial information as they relate to the evolving science, technology, and applications of Geographic Information Systems.","SSCI",4,"AY19"
"SSCI-582","Spatial Databases","F18",35695,"Spatial Databases - Design, implementation, and interrogation of relational, object-oriented and other types of geospatial databases. Recommended preparation: SSCI 581.","SSCI",3,"AY19"
"SSCI-583","Spatial Analysis","F18",35699,"Spatial Analysis - Provides the knowledge and skills necessary to investigate the spatial patterns which result from social and physical processes operating at or near the Earth's surface. Recommended preparation: SSCI 581. (Duplicates credit in former GEOG 583)","SSCI",2,"AY19"
"SSCI-584","Spatial Modeling","F18",35703,"Spatial Modeling - The use of spatial models to describe social and environmental processes, patterns and systems at multiple spatial and temporal scales. Recommended preparation: SSCI 583.","SSCI",1,"AY19"
"SSCI-585","Geospatial Technology Project Management","F18",35707,"Geospatial Technology Project Management - Concepts, principles, and use of project management tools and the people issues encountered running GIS projects. Recommended preparation: SSCI 581.","SSCI",1,"AY19"
"SSCI-586","GIS Programming and Customization","F18",35711,"GIS Programming and Customization - Design, coding, and implementation of GIS-based software and models using the Python programming language. Recommended preparation: SSCI 582. Duplicates credit in former GEOG 586.","SSCI",1,"AY19"
"SSCI-587","Spatial Data Acquisition","F18",35715,"Spatial Data Acquisition - Role of global positioning systems, maps, geocoding, and other kinds of sensors as geospatial data sources. Includes field data acquisition excursion on Catalina Island. Recommended preparation: SSCI-581. Duplicates credit in former GEOG 587.","SSCI",2,"AY19"
"SSCI-591","Web GIS","F18",35729,"Web GIS - Design and implementation of locally served and cloud-based geospatial web applications. Construction of web maps, mashups and Volunteered Geographic Information interfaces. Recommended preparation: SSCI 581.","SSCI",1,"AY19"
"SSCI-680","Advanced Spatial Computing","F18",35791,"Advanced Spatial Computing - The role of spatial computing in understanding the world, in knowing and communicating our relationships to specific places, and for navigating through those places.","SSCI",1,"AY19"
"SSEM-200","Sophomore Seminar","F18",61800,"Sophomore Seminar - Special seminar courses for sophomores; limited to eighteen students; topics will vary. Graded CR/NC. Open to sophomores only.","SSEM",8,"AY19"
"SWMS-215","Gender Conflict across Cultural Contexts","F18",34904,"Gender Conflict across Cultural Contexts - Identification and examination of social and cultural conflicts through the lens of gender, and comparison of such conflicts across cultures, regions, and historical periods.","SWMS",7,"AY19"
"SWMS-301","Feminist Theory: an Introduction","F18",34919,"Feminist Theory: an Introduction - Theories of feminism; historical, social and cultural perspectives of the women's movement in America, Europe, and in developing countries; men's roles in the feminist movement.","SWMS",7,"AY19"
