"course_title","semester","course","course_num","course_desc","department","N.Sections"
"JOUR-372","SP19","Engaging Diverse Communities",21188,"Engaging Diverse Communities - Explores how to engage diverse local communities through participatory journalism and communication strategies. Focuses on using digital tools to increase engagement with communities via field reporting and mobile platforms to produce stories across platforms.","JOUR",2
"JOUR-375","SP19","The Image of the Journalist in Popular Culture",21207,"The Image of the Journalist in Popular Culture - The impact of conflicting images of reporters in movies and;television on the American public's perception of newsgatherers in;the 20th century. A decade-by-decade evaluation.;","JOUR",1
"JOUR-380","F18","Sports, Business and Media in Today's Society",21203,"Sports, Business and Media in Today's Society - An inside look at the important stories, topical issues, trends and historical developments related to the growing influence of business and media on college and professional sports; identifying the key components and meeting the influencers in class that help shape the business side of sports, while recognizing the role the media plays in providing daily coverage across multiple platforms.","JOUR",1
"JOUR-380","SP19","Sports, Business and Media in Today's Society",21218,"Sports, Business and Media in Today's Society - An inside look at the important stories, topical issues, trends and historical developments related to the growing influence of business and media on college and professional sports; identifying the key components and meeting the influencers in class that help shape the business side of sports, while recognizing the role the media plays in providing daily coverage across multiple platforms.","JOUR",1
"JOUR-381","F18","Entertainment, Business and Media in Today's Society",21224,"Entertainment, Business and Media in Today's Society - An examination of the symbiotic relationship of the entertainment;business and the media; press coverage of the entertainment;industry; Hollywood's relationship with news media.","JOUR",1
"JOUR-381","SP19","Entertainment, Business and Media in Today's Society",21229,"Entertainment, Business and Media in Today's Society - An examination of the symbiotic relationship of the entertainment;business and the media; press coverage of the entertainment;industry; Hollywood's relationship with news media.","JOUR",1
"JOUR-402","F18","Advanced Television Reporting",21183,"Advanced Television Reporting - Role of the broadcast journalism reporter; similarities and differences between print and electronic media; application of audio-video equipment; analysis and practical experience.","JOUR",6
"JOUR-403","F18","Television News Production",21191,"Television News Production - Production of live television and live-streamed news programs; preparation of form and content; procedures and practice in planning and producing broadcast and digital news materials.","JOUR",5
"JOUR-403","SP19","Television News Production",21226,"Television News Production - Production of live television and live-streamed news programs; preparation of form and content; procedures and practice in planning and producing broadcast and digital news materials.","JOUR",5
"JOUR-404","F18","Produce and Host Sports Content in Studio A",21113,"Produce and Host Sports Content in Studio A - Interview, present and design sports segments for television/video in Studio A.","JOUR",1
"JOUR-404","SP19","Produce and Host Sports Content in Studio A",21236,"Produce and Host Sports Content in Studio A - Interview, present and design sports segments for television/video in Studio A.","JOUR",1
"JOUR-405","F18","Non-Fiction Television",21239,"Non-Fiction Television - Presentation and selection in non-fiction television programs including documentaries, electronic magazines and news series; ethical problems, field research, reporting, interviewing, pre-production.","JOUR",1
"JOUR-406","F18","Social Media Storytelling for Latino Audiences",21198,"Social Media Storytelling for Latino Audiences - Create native journalistic content for current social media and emerging platforms with an emphasis on engaging content for Latino audiences and underrepresented communities.","JOUR",1
"JOUR-408","F18","Advanced Media Law in the Digital Age",21121,"Advanced Media Law in the Digital Age - Advanced examination of the rights of journalists in the American legal system; understanding the First Amendment and seminal case law to provide a framework for the practice of journalism; recognizing ethical dilemmas confronting members of the media","JOUR",2
"JOUR-408","SP19","Advanced Media Law in the Digital Age",21155,"Advanced Media Law in the Digital Age - Advanced examination of the rights of journalists in the American legal system; understanding the First Amendment and seminal case law to provide a framework for the practice of journalism; recognizing ethical dilemmas confronting members of the media","JOUR",1
"JOUR-409","SP19","Radio Storytelling and Podcasts",21250,"Radio Storytelling and Podcasts - Techniques for audio journalism, including effective use of sound, art of the interview, writing for the ear and crafting stories to engage listeners.","JOUR",1
"JOUR-411","F18","Broadcast and Digital Writing for Video and Audio for Non-Ma",21454,"Broadcast and Digital Writing for Video and Audio for Non-Ma - Develop a broad-based knowledge of broadcast news writing and reporting; recognize, research and develop stories; write and format broadcast stories in all forms and learn to produce finished news packages.","JOUR",1
"JOUR-414","F18","Advanced Digital Media Storytelling",21457,"Advanced Digital Media Storytelling - Production of a well-reported advanced multimedia package, with a blend of text, audio, video, photos, navigation and interactivity; final projects will be published by the Annenberg Media Center.","JOUR",1
"JOUR-414","SP19","Advanced Digital Media Storytelling",21259,"Advanced Digital Media Storytelling - Production of a well-reported advanced multimedia package, with a blend of text, audio, video, photos, navigation and interactivity; final projects will be published by the Annenberg Media Center.","JOUR",2
"JOUR-422","F18","Visual Journalism for Non-Majors",21459,"Visual Journalism for Non-Majors - Emphasis on photographic storytelling in print, video and Web-based media; understanding of visual thinking and imagery techniques.","JOUR",1
"JOUR-430","SP19","Writing the Film Review",21287,"Writing the Film Review - Techniques of writing the film review; preparation and treatment of form and content; problems, responsibilities and ethics of film reviewing.","JOUR",1
"JOUR-432","F18","Sports Commentary",21260,"Sports Commentary - Techniques of reporting and writing sports columns and commentary for print, video, radio and Web-based media.","JOUR",2
"JOUR-432","SP19","Sports Commentary",21292,"Sports Commentary - Techniques of reporting and writing sports columns and commentary for print, video, radio and Web-based media.","JOUR",3
"JOUR-435","F18","Writing Magazine Non-Fiction",21265,"Writing Magazine Non-Fiction - A seminar in ""how to"" interview, research, write -- and place -- professional quality articles for a full range of magazines/newspapers including women's, sports, ethnic, local and national.","JOUR",1
"JOUR-441","F18","Sports Reporting",21226,"Sports Reporting - News and feature coverage of sporting events, including social and economic factors influencing sports in America.","JOUR",1
"JOUR-447","SP19","Arts Reporting",21210,"Arts Reporting - Techniques of reporting and writing about the arts, including television, film, theatre, music, graphic arts, architecture and design.","JOUR",1
"JOUR-448","SP19","Government and Public Affairs Reporting",21294,"Government and Public Affairs Reporting - Techniques for covering beats that are the foundation of daily newspaper reporting, including crime, education, immigration and local government.","JOUR",2
"JOUR-458","F18","Media, Food and Culture",21286,"Media, Food and Culture - Analyzes the ways media tell the story of our food and examines the critical issues surrounding what we eat.","JOUR",1
"JOUR-460","F18","Social Responsibility of the News Media",21287,"Social Responsibility of the News Media - News media as instruments of constructive social change; standards of ethics and aesthetics; interactions between news media and cultural settings; social responsibility of news media personnel.","JOUR",1
"JOUR-462","SP19","Law of Mass Communication",21373,"Law of Mass Communication - Press law; government controls on the news media; legal responsibilities of the journalist.","JOUR",1
"JOUR-467","SP19","Gender and the News Media",21455,"Gender and the News Media - Gender and news media evolving images of women and men in print;and electronic media. Impact of gender in content and style of;news, television and cinema. Open to non-majors.","JOUR",1
"JOUR-469","F18","Money, Markets and Media",21300,"Money, Markets and Media - Practical approach to understanding and writing about economic concepts through current events, case studies and historical examples.","JOUR",1
"JOUR-472","SP19","Strategies for Monetizing New Media",21379,"Strategies for Monetizing New Media - Learn strategies for how content creates value in a shifting media landscape. Work with a real client to create a sustainable media business model.","JOUR",1
"JOUR-475","SP19","Print and Digital Design for 21st Century Storytelling",21404,"Print and Digital Design for 21st Century Storytelling - Art, typography, and other graphic elements in publication design; traditional, contemporary, and advanced production methods, processes, and equipment; representative examples; practice in design.","JOUR",1
"JOUR-476","F18","Reporting Urban Affairs",21285,"Reporting Urban Affairs - Examination of U.S. urban issues with an eye toward history for context; study of emerging 21st century solutions for urban communities.","JOUR",1
"JOUR-480","SP19","Sports and Media Technology",21449,"Sports and Media Technology - Examine and analyze the ever-changing technology sector of the sports business and sports media worlds. Identify emerging technologies being developed in the sports industry and how they are being utilized to enhance the fan experience.","JOUR",1
"JOUR-481","SP19","The Athlete, Sports Media and Popular Culture",21376,"The Athlete, Sports Media and Popular Culture - Analysis of the images of the athlete and sports media helps us understand how sports dramatically affects such social issues as race, class and gender.","JOUR",1
"JOUR-482","SU18","Comparative Media in Europe",21042,"Comparative Media in Europe - Examines print, broadcast and public relations media and their interactive roles in multi-national and supra-national settings at sites in both Western and Eastern Europe.","JOUR",1
"JOUR-483","SP19","Negotiating and Reporting Global Change",21315,"Negotiating and Reporting Global Change - In-depth multimedia reporting on social, economic and political processes of global impact; combining intense fieldwork and specialized background knowledge.","JOUR",2
"JOUR-489","F18","Hands-on Disruption: Experimenting with Emerging;Technology",21453,"Hands-on Disruption: Experimenting with Emerging;Technology - Exploration and experimentation of emerging technologies through;the lens of journalism and hands-on prototyping.","JOUR",1
"JOUR-489","SP19","Hands-on Disruption: Experimenting with Emerging;Technology",21317,"Hands-on Disruption: Experimenting with Emerging;Technology - Exploration and experimentation of emerging technologies through;the lens of journalism and hands-on prototyping.","JOUR",1
"JOUR-494","SP19","Python Coding for Data Journalism",21538,"Python Coding for Data Journalism - Python coding language to gather, parse and analyze data for investigative news reporting.","JOUR",2
"JOUR-498","SP19","Honors Seminar",21438,"Honors Seminar - Intensive study of a subject of contemporary relevance or of professional importance to journalists and public relations practitioners.","JOUR",1
"JOUR-505","SU18","The Practice: Journalism's Evolution as a Profession",21041,"The Practice: Journalism's Evolution as a Profession - Analyzes the history, ethics and evolution of journalism; Students will be introduced to key innovations and innovators in journalism history as well as multimedia platforms. Open only to journalism majors.","JOUR",1
"JOUR-510","F18","Special Assignment Reporting",21344,"Special Assignment Reporting - Beat reporting with a deep dive into research, source development, and writing/reporting skills. Focus on current trends, history, major actors and key issues.","JOUR",7
"JOUR-519","F18","Advanced Writing and Reporting for Magazine and the Web",21696,"Advanced Writing and Reporting for Magazine and the Web - Focus on reporting and writing for magazine and the web, learning fundamental production skills, and pitching stories in the freelance market","JOUR",1
"JOUR-519","SP19","Advanced Writing and Reporting for Magazine and the Web",21086,"Advanced Writing and Reporting for Magazine and the Web - Focus on reporting and writing for magazine and the web, learning fundamental production skills, and pitching stories in the freelance market","JOUR",1
"JOUR-521","F18","Documentary Pre-Production",21678,"Documentary Pre-Production - Pre-production of video documentary including selection of topic, diversity, ethical and legal problems, research and reporting techniques, interviewing, writing, balanced presentation, visual and audio literacy.","JOUR",2
"JOUR-522","SP19","Video Documentary Production",21095,"Video Documentary Production - Production of video documentary including research and reporting techniques, writing, interviewing, field work, editing, legal issues, economics, aesthetics, balanced presentation, ethics, diversity and production problems.","JOUR",2
"JOUR-523","F18","Public Radio Reporting",21687,"Public Radio Reporting - Reporting for public radio-style news: writing, newsgathering, editing, vocal delivery. Techniques applicable for broadcast or Web audio stories. Open only to Journalism majors.","JOUR",1
"JOUR-525","SP19","Public Radio Documentary",21515,"Public Radio Documentary - Advanced production techniques for public radio-style reports: writing, sound, editing, narrative voice. Techniques applicable for broadcast features or Web audio documentaries.","JOUR",1
"JOUR-528","SU18","Summer Digital Journalism Immersion",21050,"Summer Digital Journalism Immersion - A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling. Open only to Journalism majors.","JOUR",6
"JOUR-531","F18","Fall Digital Journalism Immersion",21153,"Fall Digital Journalism Immersion - Students write, report, produce, code, promote (through social media), and publish/air cross-platform stories in a converged news environment. Open only to Journalism majors.","JOUR",10
"JOUR-539","F18","Introduction to Investigative Reporting",21564,"Introduction to Investigative Reporting - Focus on basic investigative reporting; understand its history, how to access records, identify sources, use computer assisted reporting, report in a fair and ethical manner.","JOUR",2
"JOUR-542","F18","Foreign Reporting",21526,"Foreign Reporting - News stories analyzed, researched, and critiqued for validity and;background; projects to include editorials, news stories, magazine;articles or broadcast reports.;","JOUR",1
"JOUR-546","SU18","News, Numbers and Introduction to Data Journalism",21020,"News, Numbers and Introduction to Data Journalism - An overview of the basic quantitative analysis tools and techniques essential to give perspective to a journalistic story or to put it in context.","JOUR",4
"JOUR-547","F18","Navigating the Media Marketplace",21566,"Navigating the Media Marketplace - Explores the economics of the news industry and prepares students to navigate the journalism job market through practical exercises, practice interviews and cover letter-writing.","JOUR",1
"JOUR-552","F18","Television Reporting and Production",21670,"Television Reporting and Production - Writing, reporting and producing content for video and digital platforms; similarities and differences between media; application of audio-visual and digital equipment.","JOUR",2
"JOUR-553","F18","Coding and Programming for Storytelling",21569,"Coding and Programming for Storytelling - Sketch, design and code a website from scratch, using HTML, CSS and jQuery plug-ins to tell a rich multimedia story. Open only to Journalism majors.","JOUR",5
"JOUR-555","SP19","Advanced Coding for Creative Storytelling",21576,"Advanced Coding for Creative Storytelling - Focuses on advanced coding techniques for the creation of dynamic, interactive, multimedia and data-driven news stories on the web.","JOUR",3
"JOUR-560","SU18","Seminar in Mass Communication Law",21035,"Seminar in Mass Communication Law - Analysis of major elements of mass communication law, legal issues in contemporary mass communication, and the impact of legal trends on professional journalists. Open only to Journalism majors.","JOUR",5
"JOUR-561","SP19","Fundamentals of Data Journalism Reporting",21639,"Fundamentals of Data Journalism Reporting - Execute data-driven projects and add context to news stories with advanced quantitative analysis tools and techniques.","JOUR",1
"JOUR-571","F18","21st Century Sports Storytelling",21688,"21st Century Sports Storytelling - Seminar in how to report and write sports: news, previews, profiles, features, columns.","JOUR",1
"JOUR-572","SP19","Reporting on Entertainment and Popular Culture",21636,"Reporting on Entertainment and Popular Culture - Reporting about entertainment, popular culture and their impact on American society; survey of past media coverage and current practices.","JOUR",1
"JOUR-574","SP19","Sports and Society",21638,"Sports and Society - Develop and refine print and multimedia skills to work as a sports journalist. Gain perspective, context and background in how sports intersect with society.","JOUR",1
"JOUR-575","SP19","Converged Media Center",21632,"Converged Media Center - Advanced multimedia news production; preparation and treatment of form and content; procedures, problems, ethics, and practice in operating a daily, 24-7 news outlet.","JOUR",2
"JOUR-579","SU18","Journalism Internship",21130,"Journalism Internship - Field experience in journalism, public relations, or related field.","JOUR",2
"JOUR-579","SP19","Journalism Internship",21125,"Journalism Internship - Field experience in journalism, public relations, or related field.","JOUR",2
"JOUR-582","SP19","Specialized Journalism: Reporting Decisions",21637,"Specialized Journalism: Reporting Decisions - Reporting and analysis of decision making; case studies and analytical tools in dissecting decisions for readers, listeners and viewers.","JOUR",1
"JOUR-585","SP19","Specialized Reporting: Religion",21641,"Specialized Reporting: Religion - Reporting and writing on religion; survey of world religion,;relion and public life -- including politics, gender and science.","JOUR",1
"JOUR-590","F18","Directed Research",21284,"Directed Research - Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.;","JOUR",38
"JOUR-590","SP19","Directed Research",21537,"Directed Research - Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.;","JOUR",32
"JOUR-591","F18","Arts Writing Practicum",21672,"Arts Writing Practicum - Intensive writing workshop on the craft of arts criticism and;persuasive writing of different arts genres.","JOUR",1
"JOUR-592","F18","Arts Journalism: Storytelling and Production",21675,"Arts Journalism: Storytelling and Production - Reporting and writing on the arts; strategies for arts journalism in the digital era; survey of essays and reviews by great critics.","JOUR",1
"JOUR-593","SP19","Arts Criticism and Commentary",21688,"Arts Criticism and Commentary - Writing workshops and independent fieldwork; development of;critical skills to write socially valuable criticism and;commentary about art, entertainment and culture.","JOUR",1
"JOUR-595","F18","Critical Thinking: The Art and Science of Not Getting Fooled",21682,"Critical Thinking: The Art and Science of Not Getting Fooled - Researching and writing about how not to get fooled as a journalist; includes research, writing and discussion. Open only to Journalism and Specialized Journalism majors.","JOUR",1
"JOUR-598","SP19","Journalism Capstone Project",21621,"Journalism Capstone Project - Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.","JOUR",5
"JS-100","F18","Jewish History",38250,"Jewish History - Major ideas, personalities, and movements in Jewish history from antiquity to the present in light of the interaction of the Jews with the general culture.","JS",5
"JS-100","SP19","Jewish History",38200,"Jewish History - Major ideas, personalities, and movements in Jewish history from antiquity to the present in light of the interaction of the Jews with the general culture.","JS",6
"JS-180","SP19","Judaism",38222,"Judaism - Jewish beliefs, practices, and history from the biblical period to the present; Judaic contributions to Western civilization.","JS",1
"JS-211","F18","The Holocaust",38255,"The Holocaust - Historical background and responses to the Holocaust, withspecial emphasis on ethical implications.","JS",5
"JS-211","SP19","The Holocaust",38206,"The Holocaust - Historical background and responses to the Holocaust, withspecial emphasis on ethical implications.","JS",5
"JS-258","F18","Food, Faith and Conflict",38261,"Food, Faith and Conflict - Investigates how food and food traditions create and cross religious and social conflicts between Jews, Christians and Muslims by exploring faith, practice, thought and ethics.","JS",1
"JS-300","SP19","American Jewish History",38210,"American Jewish History - Patterns of immigration, acculturation, religious forms, and;ethnic expression in America from the colonial period to the;present.","JS",1
"JS-314","SP19","Holy War And History: Jews, Christians, Muslims",38211,"Holy War And History: Jews, Christians, Muslims - Investigates the engagement in war by Judaism, Christianity and Islam by examining history and theology and looks at religious justifications and condemnations of war.","JS",1
"JS-315","SP19","Anti-Semitism, Racism and Other Hatreds",38224,"Anti-Semitism, Racism and Other Hatreds - History and contexts of anti-Semitism, racism and other discourses about difference examined through religious, national and cultural forms in Europe and in the US.","JS",1
"JS-328","SP19","Blacks and Jews: Conflicts and Alliances",38213,"Blacks and Jews: Conflicts and Alliances - Examination of the relationship between the American Jewish and African-American communities and what it teaches about race and coalition politics in American society.","JS",1
"JS-370","SP19","Digs and Dispute: Religion and Archaeology in Israel",38223,"Digs and Dispute: Religion and Archaeology in Israel - Investigates contemporary conflicts in the discovery of the ancient world. Students will ask essential questions about the power of discovering and showcasing specific narratives.","JS",1
"JS-389","F18","Culture and Society in Israel: Inventing the Dream",38263,"Culture and Society in Israel: Inventing the Dream - Examination of the social forces that shaped and continue to shape culture and society in contemporary Israel.","JS",1
"LAT-120","F18","Latin I",20000,"Latin I - Essentials of Latin grammar and vocabulary.;","LAT",1
"LAT-120","SP19","Latin I",20000,"Latin I - Essentials of Latin grammar and vocabulary.;","LAT",1
"LAT-150","F18","Latin II",20001,"Latin II - Essentials of Latin grammar and vocabulary, continued. Basic;reading skills.","LAT",1
"LAT-150","SP19","Latin II",20001,"Latin II - Essentials of Latin grammar and vocabulary, continued. Basic;reading skills.","LAT",1
"LAT-222","F18","Latin III",20002,"Latin III - Reading Latin literature. Introduction to reading and translation;of classical Latin prose and poetry. Extensive grammar review.","LAT",1
"LAT-222","SP19","Latin III",20002,"Latin III - Reading Latin literature. Introduction to reading and translation;of classical Latin prose and poetry. Extensive grammar review.","LAT",1
"LAW-101","SU18","Law and the U.S. Constitution in Global History",2680,"Law and the U.S. Constitution in Global History - By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","LAW",2
"LAW-101","SP19","Law and the U.S. Constitution in Global History",2662,"Law and the U.S. Constitution in Global History - By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","LAW",13
"LAW-200","F18","Law and Society",2600,"Law and Society - Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","LAW",10
"LAW-220","F18","The Legal Profession",2640,"The Legal Profession - Introduces students to the basic aspects of the legal profession.","LAW",1
"LAW-250","SP19","Children and Law",2625,"Children and Law - Examines topics such as children's suggestibility, decision-making, and risk and resiliency all as they apply to legal settings.","LAW",1
"LAW-300","F18","Concepts in American Law",2607,"Concepts in American Law - The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","LAW",1
"LAW-300","SP19","Concepts in American Law",2607,"Concepts in American Law - The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","LAW",1
"LAW-320","F18","Law, Slavery, and Race",2604,"Law, Slavery, and Race - Studies how law, politics and culture interacted to shape the institution of slavery and the development of modern conceptions of race.","LAW",4
"LAW-350","SP19","Law and Entrepreneurship",2632,"Law and Entrepreneurship - Examines areas of the law that impact entrepreneurs, starting, operating and financing businesses. Topics include: selection of business entities; securities laws and issues that arise in fundraising; employment law; contracts; torts; intellectual property; global expansion; mergers and acquisitions; and IPOs.","LAW",1
"LAW-402","F18","Psychology and Law",2615,"Psychology and Law - Explores issues of responsibility and credibility. Intentional;and unintentional behavior. Clinical biases. Topics include;witness credibility, confessions, cults, hostages, battered;persons, and repressed memories.","LAW",1
"LAW-403","SP19","Mental Health Law",2620,"Mental Health Law - Issues at the intersection of law and psychology, both civil--e.g.;civil commitment--and criminal-e.g. the insanity defense. Emphasis;on ethical issues.","LAW",1
"LAW-404","SP19","Law and Psychology: Examining the Criminal Justice Process",2626,"Law and Psychology: Examining the Criminal Justice Process - Examination of the capacity of the criminal justice process to produce accurate verdicts. Application of psychological research on witnesses, detectives, suspects, judges and jurors. Recommended preparation: PSYC-100.","LAW",1
"LAW-450","SP19","Law, Atrocity Crimes and Transitional Justice",2635,"Law, Atrocity Crimes and Transitional Justice - Historical overview of the evolution of international legal norms prohibiting atrocity crimes found in the law of armed conflict, international human rights law and the 1948 Genocide Convention.","LAW",1
"LAW-502","F18","Procedure I",3010,"Procedure I - Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","LAW",3
"LAW-502","SP19","Procedure I",4031,"Procedure I - Consideration of the participants in litigation; private and public plaintiffs, defendants, and courts. Information exchange, process, outcomes, and costs of lawsuits.","LAW",3
"LAW-503","F18","Contracts",3020,"Contracts - The interpretation and enforcement of promises and agreements.","LAW",12
"LAW-503","SP19","Contracts",4032,"Contracts - The interpretation and enforcement of promises and agreements.","LAW",7
"LAW-504","F18","Criminal Law",4020,"Criminal Law - The crime problem and the legislative response to it through;substantive criminal law; administration of criminal justice;through police, prosecutorial, sentencing, and penological;discretion.;","LAW",4
"LAW-504","SP19","Criminal Law",3030,"Criminal Law - The crime problem and the legislative response to it through;substantive criminal law; administration of criminal justice;through police, prosecutorial, sentencing, and penological;discretion.;","LAW",4
"LAW-505","SU18","Legal Profession",4501,"Legal Profession - Functions of the lawyer in modern society; history and;organization of the legal profession; the adversary system; equal;access to justice; other problems of ethics and professional;responsibility.;","LAW",4
"LAW-505","F18","Legal Profession",3040,"Legal Profession - Functions of the lawyer in modern society; history and;organization of the legal profession; the adversary system; equal;access to justice; other problems of ethics and professional;responsibility.;","LAW",9
"LAW-505","SP19","Legal Profession",3040,"Legal Profession - Functions of the lawyer in modern society; history and;organization of the legal profession; the adversary system; equal;access to justice; other problems of ethics and professional;responsibility.;","LAW",8
"LAW-507","F18","Property",3054,"Property - The idea of property as understood through economic and philosophical concepts. Rights in land, water and other natural resources. Forms of shared ownership (e.g., landlord and tenant), and a survey of mechanisms for controlling land use.","LAW",2
"LAW-507","SP19","Property",3050,"Property - The idea of property as understood through economic and philosophical concepts. Rights in land, water and other natural resources. Forms of shared ownership (e.g., landlord and tenant), and a survey of mechanisms for controlling land use.","LAW",1
"LAW-508","SP19","Constitutional Law: Structure",3060,"Constitutional Law: Structure - Considers the delineation of spheres of responsibility between the judiciary and legislature, the nation and the state, and the government and the individual.","LAW",7
"LAW-509","F18","Torts I",3070,"Torts I - Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","LAW",1
"LAW-509","SP19","Torts I",3074,"Torts I - Individual's obligation not to harm others; bases for compensating persons who are harmed, either by holding responsible whoever is at fault or by invoking other principles of liability, including the efficiency of resource allocation and the spreading of losses.","LAW",6
"LAW-510","SU18","Legal Research",4516,"Legal Research - Examination of the basic sources of law for federal and California jurisdictions, utilizing a vast array of sources from books to computer-assisted research and analyzing research methodology and techniques. Graded CR/D/F.","LAW",6
"LAW-510","F18","Legal Research",4025,"Legal Research - Examination of the basic sources of law for federal and California jurisdictions, utilizing a vast array of sources from books to computer-assisted research and analyzing research methodology and techniques. Graded CR/D/F.","LAW",13
"LAW-510","SP19","Legal Research",4304,"Legal Research - Examination of the basic sources of law for federal and California jurisdictions, utilizing a vast array of sources from books to computer-assisted research and analyzing research methodology and techniques. Graded CR/D/F.","LAW",3
"LAW-511A","F18","Legal Writing",4030,"Legal Writing - Two-semester course focusing on developing analytic and;communication skills. Lawyers will analyze legal principles and;incisively apply them to facts. Graded CR/D/F.;","LAW",16
"LAW-511A","SP19","Legal Writing",4041,"Legal Writing - Two-semester course focusing on developing analytic and;communication skills. Lawyers will analyze legal principles and;incisively apply them to facts. Graded CR/D/F.;","LAW",15
"LAW-515","F18","Legal Research, Writing, and Advocacy I",3100,"Legal Research, Writing, and Advocacy I - Development of legal research, writing, and advocacy skills.;Emphasis on objective legal writing, including memoranda, and;researching case law through primary and secondary sources.;Registration restricted to Law students.","LAW",15
"LAW-516","SP19","Legal Research, Writing, and Advocacy II",3151,"Legal Research, Writing, and Advocacy II - Continuation of LAW 515. Development of legal research, writing,;and advocacy skills. Emphasis on persuasive legal writing,;including appellate briefs, and researching statutory and;administrative law. Participation in a moot court program.;Registration restricted to Law students.","LAW",15
"LAW-520","SU18","Introduction to U.S. Legal System",4503,"Introduction to U.S. Legal System - The basic structure of government in the U.S., including the;constitutionally mandated division of power in the federal;government and the federal system of power sharing between state;and federal systems. A comparative perspective on selected;substantive and procedural matters, such as common law reasoning,;jury trials, adversary process, and various aspects of civil;procedure. Open to incoming LL.M. students only.","LAW",4
"LAW-520","F18","Introduction to U.S. Legal System",4009,"Introduction to U.S. Legal System - The basic structure of government in the U.S., including the;constitutionally mandated division of power in the federal;government and the federal system of power sharing between state;and federal systems. A comparative perspective on selected;substantive and procedural matters, such as common law reasoning,;jury trials, adversary process, and various aspects of civil;procedure. Open to incoming LL.M. students only.","LAW",13
"LAW-520","SP19","Introduction to U.S. Legal System",4301,"Introduction to U.S. Legal System - The basic structure of government in the U.S., including the;constitutionally mandated division of power in the federal;government and the federal system of power sharing between state;and federal systems. A comparative perspective on selected;substantive and procedural matters, such as common law reasoning,;jury trials, adversary process, and various aspects of civil;procedure. Open to incoming LL.M. students only.","LAW",6
"LAW-521","SU18","Topics in American Law",4505,"Topics in American Law - This course will provide LL.M. and M.C.L. students with a survey;of various topics in American law including criminal law,;evidence, family law, constitutional law, torts, wills and trusts,;administrative law and property law. Open to LL.M. and M.C.L.;students only.","LAW",2
"LAW-521","F18","Topics in American Law",4008,"Topics in American Law - This course will provide LL.M. and M.C.L. students with a survey;of various topics in American law including criminal law,;evidence, family law, constitutional law, torts, wills and trusts,;administrative law and property law. Open to LL.M. and M.C.L.;students only.","LAW",9
"LAW-521","SP19","Topics in American Law",4035,"Topics in American Law - This course will provide LL.M. and M.C.L. students with a survey;of various topics in American law including criminal law,;evidence, family law, constitutional law, torts, wills and trusts,;administrative law and property law. Open to LL.M. and M.C.L.;students only.","LAW",3
"LAW-522","F18","Entertainment Law and Industry",4506,"Entertainment Law and Industry - Provides a detailed survey of entertainment law, entertainment-related transactions and litigation, and legal issues facing the entertainment industry.","LAW",4
"LAW-527","SU18","Intellectual Property: Copyright",4506,"Intellectual Property: Copyright - Provides an introduction to copyright law, the application of copyright laws in litigation, and the management of copyrighted works.","LAW",4
"LAW-528","F18","Constitutional Law",4010,"Constitutional Law - Covers the delineation of spheres of responsibility between three branches of the federal government, the federal government and the states and the government and individuals.","LAW",1
"LAW-528","SP19","Constitutional Law",4001,"Constitutional Law - Covers the delineation of spheres of responsibility between three branches of the federal government, the federal government and the states and the government and individuals.","LAW",3
"LAW-530","F18","Fundamental Business Principles",3170,"Fundamental Business Principles - Exposes students to everyday business and finance vocabulary, concepts and modes of analysis. Strongly recommended for students without significant prior business experience. Graded CR/D/F.","LAW",1
"LAW-531","SP19","Ethical Issues for Public Interest, Government;and Criminal Lawyers",3171,"Ethical Issues for Public Interest, Government;and Criminal Lawyers - Covers legal ethics issues with an emphasis on access to justice, nonprofit practice settings, and duties of prosecutors and defense attorneys. Fulfills Legal Profession requirement.","LAW",1
"LAW-532","F18","Constitutional Law: Rights",3172,"Constitutional Law: Rights - Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","LAW",2
"LAW-532","SP19","Constitutional Law: Rights",3172,"Constitutional Law: Rights - Examines constitutional rights particularly ones protected under the Equal Protection/Due Process Clauses and related questions of judicial role and theories of interpretation.","LAW",1
"LAW-550","F18","Business Law Digest",3190,"Business Law Digest - Write or edit articles for the Business Law Digest, a student-run publication that publishes advisory articles relevant to the intersection of business and law.","LAW",1
"LAW-550","SP19","Business Law Digest",3190,"Business Law Digest - Write or edit articles for the Business Law Digest, a student-run publication that publishes advisory articles relevant to the intersection of business and law.","LAW",1
