"course_title","semester","courseID","section","course_desc","department","N.Sections","year","clean_course_desc"
"Linear Circuits","F18","EE-202",30432,"Linear Circuits - Lumped circuit elements; network equations; zero-input and zero-state responses; sinusoidal steady-state analysis; impedance;resonance; network functions; power concepts; transformers; Laplace transforms.","EE",4,"AY19","Linear Circuits Lumped circuit elements network equations zero input and zero state responses sinusoidal steady state analysis impedance resonance network functions power concepts transformers Laplace transforms"
"Linear Circuits","SP19","EE-202",30425,"Linear Circuits - Lumped circuit elements; network equations; zero-input and zero-state responses; sinusoidal steady-state analysis; impedance;resonance; network functions; power concepts; transformers; Laplace transforms.","EE",4,"AY19","Linear Circuits Lumped circuit elements network equations zero input and zero state responses sinusoidal steady state analysis impedance resonance network functions power concepts transformers Laplace transforms"
"Distributed Systems for the Internet of Things","F18","EE-250",30402,"Distributed Systems for the Internet of Things - Introduction to hardware, operating systems, signal processing and control, network protocols, mobile applications, databases, cloud computing, machine learning, and security for the Internet of Things.","EE",4,"AY19","Distributed Systems for the Internet of Things Introduction to hardware operating systems signal processing and control network protocols mobile applications databases cloud computing machine learning and security for the Internet of Things"
"Distributed Systems for the Internet of Things","SP19","EE-250",30416,"Distributed Systems for the Internet of Things - Introduction to hardware, operating systems, signal processing and control, network protocols, mobile applications, databases, cloud computing, machine learning, and security for the Internet of Things.","EE",4,"AY19","Distributed Systems for the Internet of Things Introduction to hardware operating systems signal processing and control network protocols mobile applications databases cloud computing machine learning and security for the Internet of Things"
"Linear Systems","F18","EE-301",30444,"Linear Systems - Representation and analysis of linear time-invariant systems primarily for the continuous time case. Convolution, Fourier series and transform, Laplace transform, controls and communications applications.","EE",5,"AY19","Linear Systems Representation and analysis of linear time invariant systems primarily for the continuous time case Convolution Fourier series and transform Laplace transform controls and communications applications"
"Linear Systems","SP19","EE-301",30555,"Linear Systems - Representation and analysis of linear time-invariant systems primarily for the continuous time case. Convolution, Fourier series and transform, Laplace transform, controls and communications applications.","EE",4,"AY19","Linear Systems Representation and analysis of linear time invariant systems primarily for the continuous time case Convolution Fourier series and transform Laplace transform controls and communications applications"
"Introduction to Digital Audio","SP19","EE-322",30885,"Introduction to Digital Audio - Fundamentals of sound, acoustics and digital audio signal;processing.","EE",1,"AY19","Introduction to Digital Audio Fundamentals of sound acoustics and digital audio signal processing"
"Essentials of Electrical Engineering","SP19","EE-326",30452,"Essentials of Electrical Engineering - Network analysis and theorems; transient analysis; transformers;;semiconductor physics and circuits; power amplifiers, modulation;and demodulation, and pulse, digital, and switching circuits.;Introduction to instrumentation. Not available for credit to;electrical engineering majors.","EE",3,"AY19","Essentials of Electrical Engineering Network analysis and theorems transient analysis transformers semiconductor physics and circuits power amplifiers modulation and demodulation and pulse digital and switching circuits Introduction to instrumentation Not available for credit to electrical engineering majors"
"Electromagnetics I","F18","EE-330",30463,"Electromagnetics I - Basic static and dynamic electromagnetic field theory and applications; electrostatics, magnetostatics, Maxwell's equations, energy flow, plane waves incident on planar boundaries, transmission lines.","EE",4,"AY19","Electromagnetics I Basic static and dynamic electromagnetic field theory and applications electrostatics magnetostatics Maxwell's equations energy flow plane waves incident on planar boundaries transmission lines"
"Electromagnetics I","SP19","EE-330",30459,"Electromagnetics I - Basic static and dynamic electromagnetic field theory and applications; electrostatics, magnetostatics, Maxwell's equations, energy flow, plane waves incident on planar boundaries, transmission lines.","EE",4,"AY19","Electromagnetics I Basic static and dynamic electromagnetic field theory and applications electrostatics magnetostatics Maxwell's equations energy flow plane waves incident on planar boundaries transmission lines"
"Physical Electronics","F18","EE-338",30467,"Physical Electronics - Semiconductor device characteristics and applications. Physical models of electronic conduction in solids, p-n junctions, bipolar and field effect transistors and other solid-state devices.","EE",3,"AY19","Physical Electronics Semiconductor device characteristics and applications Physical models of electronic conduction in solids p n junctions bipolar and field effect transistors and other solid state devices"
"Physical Electronics","SP19","EE-338",30467,"Physical Electronics - Semiconductor device characteristics and applications. Physical models of electronic conduction in solids, p-n junctions, bipolar and field effect transistors and other solid-state devices.","EE",3,"AY19","Physical Electronics Semiconductor device characteristics and applications Physical models of electronic conduction in solids p n junctions bipolar and field effect transistors and other solid state devices"
"Electronic Circuits","F18","EE-348",30470,"Electronic Circuits - Basic analog and digital circuit design using Bipolar Junction Transistors, Field Effect Transistors, and integrated circuits.","EE",1,"AY19","Electronic Circuits Basic analog and digital circuit design using Bipolar Junction Transistors Field Effect Transistors and integrated circuits"
"Electronic Circuits","SP19","EE-348",30418,"Electronic Circuits - Basic analog and digital circuit design using Bipolar Junction Transistors, Field Effect Transistors, and integrated circuits.","EE",2,"AY19","Electronic Circuits Basic analog and digital circuit design using Bipolar Junction Transistors Field Effect Transistors and integrated circuits"
"Introduction to Digital Circuits","F18","EE-354",30855,"Introduction to Digital Circuits - Digital system design and implementation; synchronous design of datapath and control; schematic/Verilog-based design, simulation, and implementation in Field Programmable Gate Arrays; timing analysis; semester-end project. Prerequisite: EE 101 or EE 154L. (Duplicates credit in EE 254 and in former EE 201L)","EE",4,"AY19","Introduction to Digital Circuits Digital system design and implementation synchronous design of datapath and control schematic Verilog based design simulation and implementation in Field Programmable Gate Arrays timing analysis semester end project Prerequisite EE 101 or EE 154L Duplicates credit in EE 254 and in former EE 201L"
"Introduction to Digital Circuits","SP19","EE-354",30434,"Introduction to Digital Circuits - Digital system design and implementation; synchronous design of datapath and control; schematic/Verilog-based design, simulation, and implementation in Field Programmable Gate Arrays; timing analysis; semester-end project. Prerequisite: EE 101 or EE 154L. (Duplicates credit in EE 254 and in former EE 201L)","EE",7,"AY19","Introduction to Digital Circuits Digital system design and implementation synchronous design of datapath and control schematic Verilog based design simulation and implementation in Field Programmable Gate Arrays timing analysis semester end project Prerequisite EE 101 or EE 154L Duplicates credit in EE 254 and in former EE 201L"
"Software Design for Electrical Engineers","SP19","EE-355",30473,"Software Design for Electrical Engineers - Object-oriented programming techniques, basic data structures, and elementary complexity analysis for the modeling, simulation, and solution of engineering problems.","EE",4,"AY19","Software Design for Electrical Engineers Object oriented programming techniques basic data structures and elementary complexity analysis for the modeling simulation and solution of engineering problems"
"Introduction to Probability and Statistics for;Electrical Engineering and Computer Science","F18","EE-364",30480,"Introduction to Probability and Statistics for;Electrical Engineering and Computer Science - Introduction to concepts of randomness and uncertainty: probability, random variables, statistics. Applications to digital communications, signal processing, automatic control, computer engineering and computer science.","EE",6,"AY19","Introduction to Probability and Statistics for Electrical Engineering and Computer Science Introduction to concepts of randomness and uncertainty probability random variables statistics Applications to digital communications signal processing automatic control computer engineering and computer science"
"Introduction to Probability and Statistics for;Electrical Engineering and Computer Science","SP19","EE-364",30471,"Introduction to Probability and Statistics for;Electrical Engineering and Computer Science - Introduction to concepts of randomness and uncertainty: probability, random variables, statistics. Applications to digital communications, signal processing, automatic control, computer engineering and computer science.","EE",8,"AY19","Introduction to Probability and Statistics for Electrical Engineering and Computer Science Introduction to concepts of randomness and uncertainty probability random variables statistics Applications to digital communications signal processing automatic control computer engineering and computer science"
"Digital Signal Processing Design Laboratory","SP19","EE-434",30544,"Digital Signal Processing Design Laboratory - Experiments and design project in digital signal processing (e.g.;real-time DSP, acoustics, video) including: system specification,;preliminary analysis, trade-off studies, implementation,;presentation. Recommended preparation: EE 469. Capstone design;experience.;","EE",3,"AY19","Digital Signal Processing Design Laboratory Experiments and design project in digital signal processing e g real time DSP acoustics video including system specification preliminary analysis trade off studies implementation presentation Recommended preparation EE 469 Capstone design experience"
"Introduction to Power Systems","F18","EE-443",30496,"Introduction to Power Systems - Components of power systems; analysis techniques in electrical power generation transmission and utilization; and environmental and economic considerations in system operations and planning.","EE",2,"AY19","Introduction to Power Systems Components of power systems analysis techniques in electrical power generation transmission and utilization and environmental and economic considerations in system operations and planning"
"Introduction to Power Systems","SP19","EE-443",30526,"Introduction to Power Systems - Components of power systems; analysis techniques in electrical power generation transmission and utilization; and environmental and economic considerations in system operations and planning.","EE",1,"AY19","Introduction to Power Systems Components of power systems analysis techniques in electrical power generation transmission and utilization and environmental and economic considerations in system operations and planning"
"Power Systems Technology","F18","EE-444",30962,"Power Systems Technology - Comprehensive assessment of the technical, environmental, and regulatory challenges that affect the future delivery and utilization of electric power. Case-study analysis.","EE",4,"AY19","Power Systems Technology Comprehensive assessment of the technical environmental and regulatory challenges that affect the future delivery and utilization of electric power Case study analysis"
"Mixed Signal Electronic Circuits","SP19","EE-447",30525,"Mixed Signal Electronic Circuits - Application of solid-state electronic devices to the design of linear and mixed-signal systems. Laboratory experiments and projects involving the design of electronic hardware. Capstone design experience.","EE",1,"AY19","Mixed Signal Electronic Circuits Application of solid state electronic devices to the design of linear and mixed signal systems Laboratory experiments and projects involving the design of electronic hardware Capstone design experience"
"Communication Electronics","SP19","EE-448",30523,"Communication Electronics - Analysis, design, and experimental evaluation of transistor-level;communication circuits and micro-systems. Transmission lines,;impedance matching, noise, distortion, tuned amplifiers, mixers,;oscillators, phase-locked loops.;","EE",2,"AY19","Communication Electronics Analysis design and experimental evaluation of transistor level communication circuits and micro systems Transmission lines impedance matching noise distortion tuned amplifiers mixers oscillators phase locked loops"
"Introduction to Computer Networks","SU18","EE-450",30470,"Introduction to Computer Networks - Network architectures; layered protocols, network service interface; local networks; long-haul networks; internal protocols; link protocols; addressing; routing; flow control; higher level protocols.","EE",6,"AY19","Introduction to Computer Networks Network architectures layered protocols network service interface local networks long haul networks internal protocols link protocols addressing routing flow control higher level protocols"
"Introduction to Computer Networks","F18","EE-450",30411,"Introduction to Computer Networks - Network architectures; layered protocols, network service interface; local networks; long-haul networks; internal protocols; link protocols; addressing; routing; flow control; higher level protocols.","EE",20,"AY19","Introduction to Computer Networks Network architectures layered protocols network service interface local networks long haul networks internal protocols link protocols addressing routing flow control higher level protocols"
"Introduction to Computer Networks","SP19","EE-450",30560,"Introduction to Computer Networks - Network architectures; layered protocols, network service interface; local networks; long-haul networks; internal protocols; link protocols; addressing; routing; flow control; higher level protocols.","EE",12,"AY19","Introduction to Computer Networks Network architectures layered protocols network service interface local networks long haul networks internal protocols link protocols addressing routing flow control higher level protocols"
"Parallel and Distributed Computation","SP19","EE-451",30466,"Parallel and Distributed Computation - Introduction to parallel programming techniques, models and optimization strategies; Application mapping to multi-core, accelerator, GPU and cloud platforms; High Performance Computing and Data Science applications.","EE",2,"AY19","Parallel and Distributed Computation Introduction to parallel programming techniques models and optimization strategies Application mapping to multi core accelerator GPU and cloud platforms High Performance Computing and Data Science applications"
"Introduction to System-on-Chip","F18","EE-454",30559,"Introduction to System-on-Chip - Design flow, tools, and issues related to System/Network-on-Chip (S/Noc) design for real-time embedded systems with applications in mobile, cloud, aerospace, and medical electronics. Prerequisite: EE 354.","EE",2,"AY19","Introduction to System on Chip Design flow tools and issues related to System Network on Chip S Noc design for real time embedded systems with applications in mobile cloud aerospace and medical electronics Prerequisite EE 354"
"Computer Systems Organization","SU18","EE-457",30420,"Computer Systems Organization - Register Transfer level machine organization; performance; arithmetic; pipelined processors; exceptions, out-of-order and speculative execution, cache, virtual memory, multi-core multi-threaded processors, cache coherence.","EE",6,"AY19","Computer Systems Organization Register Transfer level machine organization performance arithmetic pipelined processors exceptions out of order and speculative execution cache virtual memory multi core multi threaded processors cache coherence"
"Computer Systems Organization","F18","EE-457",30567,"Computer Systems Organization - Register Transfer level machine organization; performance; arithmetic; pipelined processors; exceptions, out-of-order and speculative execution, cache, virtual memory, multi-core multi-threaded processors, cache coherence.","EE",10,"AY19","Computer Systems Organization Register Transfer level machine organization performance arithmetic pipelined processors exceptions out of order and speculative execution cache virtual memory multi core multi threaded processors cache coherence"
"Computer Systems Organization","SP19","EE-457",30478,"Computer Systems Organization - Register Transfer level machine organization; performance; arithmetic; pipelined processors; exceptions, out-of-order and speculative execution, cache, virtual memory, multi-core multi-threaded processors, cache coherence.","EE",7,"AY19","Computer Systems Organization Register Transfer level machine organization performance arithmetic pipelined processors exceptions out of order and speculative execution cache virtual memory multi core multi threaded processors cache coherence"
"Embedded Systems Design Laboratory","SP19","EE-459",30572,"Embedded Systems Design Laboratory - Specification, design, implementation, testing and documentation of a digital system project using embedded processors, programmable logic, analog I/O interfaces and application specific hardware. Capstone design experience.","EE",2,"AY19","Embedded Systems Design Laboratory Specification design implementation testing and documentation of a digital system project using embedded processors programmable logic analog I O interfaces and application specific hardware Capstone design experience"
"Introduction to Communication Systems","SP19","EE-467",30589,"Introduction to Communication Systems - Analog and digital communication systems. Modulation (AM, FM);Analog and digital communication systems. (De)modulation and;(de)multiplexing of AM/FM/PM, noise, digital data formats, error;rates, and spectral analysis. Review of wireless, networking, and;optical systems.;;;;;;;;","EE",1,"AY19","Introduction to Communication Systems Analog and digital communication systems Modulation AM FM Analog and digital communication systems De modulation and de multiplexing of AM FM PM noise digital data formats error rates and spectral analysis Review of wireless networking and optical systems"
"Electromagnetics II","F18","EE-470",30550,"Electromagnetics II - Dynamic field theory and elementary solutions to Maxwell's equations. Introduction to propagation and radiation of electromagnetic fields. Prerequisite: 330.","EE",2,"AY19","Electromagnetics II Dynamic field theory and elementary solutions to Maxwell's equations Introduction to propagation and radiation of electromagnetic fields Prerequisite 330"
"Applied Quantum Mechanics for Engineers","F18","EE-471",30554,"Applied Quantum Mechanics for Engineers - Introductory quantum mechanics and applications. Schrodinger equation, atomic and molecular processes, time-dependent perturbation theory. Applications to lasers, solid state demos and gaseous devices. Prerequisite: 330 or graduate standing.","EE",1,"AY19","Applied Quantum Mechanics for Engineers Introductory quantum mechanics and applications Schrodinger equation atomic and molecular processes time dependent perturbation theory Applications to lasers solid state demos and gaseous devices Prerequisite 330 or graduate standing"
"Wireless Communication Technology","F18","EE-475",30458,"Wireless Communication Technology - Fundamentals of wireless communication from a device point of view. Lab experiments and design project.","EE",1,"AY19","Wireless Communication Technology Fundamentals of wireless communication from a device point of view Lab experiments and design project"
"MOS VLSI Circuit Design","F18","EE-477",30449,"MOS VLSI Circuit Design - Analysis and design of digital MOS VLSI circuits including area, delay and power minimization. Laboratory assignments including design, layout, extraction, simulation and automatic synthesis.","EE",16,"AY19","MOS VLSI Circuit Design Analysis and design of digital MOS VLSI circuits including area delay and power minimization Laboratory assignments including design layout extraction simulation and automatic synthesis"
"MOS VLSI Circuit Design","SP19","EE-477",30476,"MOS VLSI Circuit Design - Analysis and design of digital MOS VLSI circuits including area, delay and power minimization. Laboratory assignments including design, layout, extraction, simulation and automatic synthesis.","EE",9,"AY19","MOS VLSI Circuit Design Analysis and design of digital MOS VLSI circuits including area delay and power minimization Laboratory assignments including design layout extraction simulation and automatic synthesis"
"Analog Integrated Circuit Design","F18","EE-479",30532,"Analog Integrated Circuit Design - MOSFET and BJT operation and models; elementary amplifier configurations; biasing and references; frequency response; feedback; operational amplifiers. Prerequisite: EE 348.","EE",4,"AY19","Analog Integrated Circuit Design MOSFET and BJT operation and models elementary amplifier configurations biasing and references frequency response feedback operational amplifiers Prerequisite EE 348"
"Linear Control Systems","F18","EE-482",30603,"Linear Control Systems - Analysis of linear control systems; continuous and sampled-data systems, various stability criteria; frequency response and rootlocus compensation techniques. (Duplicates credit in AME 451)","EE",4,"AY19","Linear Control Systems Analysis of linear control systems continuous and sampled data systems various stability criteria frequency response and rootlocus compensation techniques Duplicates credit in AME 451"
"Introduction to Digital Signal Processing","F18","EE-483",30561,"Introduction to Digital Signal Processing - Fundamentals of Digital Signal Processing covering: discrete timelinear systems, quantization, sampling, Z-transforms, Fouriertransforms, FFTs and filter design.","EE",4,"AY19","Introduction to Digital Signal Processing Fundamentals of Digital Signal Processing covering discrete timelinear systems quantization sampling Z transforms Fouriertransforms FFTs and filter design"
"Introduction to Digital Signal Processing","SP19","EE-483",30620,"Introduction to Digital Signal Processing - Fundamentals of Digital Signal Processing covering: discrete timelinear systems, quantization, sampling, Z-transforms, Fouriertransforms, FFTs and filter design.","EE",4,"AY19","Introduction to Digital Signal Processing Fundamentals of Digital Signal Processing covering discrete timelinear systems quantization sampling Z transforms Fouriertransforms FFTs and filter design"
"Neural Learning and Computational Intelligence","F18","EE-500",30795,"Neural Learning and Computational Intelligence - Computational intelligence techniques that include neural systems, deep learning, adaptive pattern classification, fuzzy function approximation, simulated annealing and evolutionary computing, and hybrid systems.","EE",1,"AY19","Neural Learning and Computational Intelligence Computational intelligence techniques that include neural systems deep learning adaptive pattern classification fuzzy function approximation simulated annealing and evolutionary computing and hybrid systems"
"Probability for Electrical and Computer Engineers","F18","EE-503",30580,"Probability for Electrical and Computer Engineers - Rigorous coverage of probability, discrete and continuous random variables, functions of multiple random variables, covariance, correlation, random sequences, Markov chains, estimation, and introduction to statistics. Duplicates credit in former EE 464 and EE 465.","EE",19,"AY19","Probability for Electrical and Computer Engineers Rigorous coverage of probability discrete and continuous random variables functions of multiple random variables covariance correlation random sequences Markov chains estimation and introduction to statistics Duplicates credit in former EE 464 and EE 465"
"Probability for Electrical and Computer Engineers","SP19","EE-503",30475,"Probability for Electrical and Computer Engineers - Rigorous coverage of probability, discrete and continuous random variables, functions of multiple random variables, covariance, correlation, random sequences, Markov chains, estimation, and introduction to statistics. Duplicates credit in former EE 464 and EE 465.","EE",11,"AY19","Probability for Electrical and Computer Engineers Rigorous coverage of probability discrete and continuous random variables functions of multiple random variables covariance correlation random sequences Markov chains estimation and introduction to statistics Duplicates credit in former EE 464 and EE 465"
"Solid State Processing and Integrated Circuits Laboratory","SU18","EE-504",30429,"Solid State Processing and Integrated Circuits Laboratory - Laboratory oriented with lectures keyed to practical procedures and processes. Solid-state fabrication and analysis fundamentals; basic device construction techniques. Prerequisite: BSEE","EE",4,"AY19","Solid State Processing and Integrated Circuits Laboratory Laboratory oriented with lectures keyed to practical procedures and processes Solid state fabrication and analysis fundamentals basic device construction techniques Prerequisite BSEE"
"Solid State Processing and Integrated Circuits Laboratory","F18","EE-504",30448,"Solid State Processing and Integrated Circuits Laboratory - Laboratory oriented with lectures keyed to practical procedures and processes. Solid-state fabrication and analysis fundamentals; basic device construction techniques. Prerequisite: BSEE","EE",9,"AY19","Solid State Processing and Integrated Circuits Laboratory Laboratory oriented with lectures keyed to practical procedures and processes Solid state fabrication and analysis fundamentals basic device construction techniques Prerequisite BSEE"
"Solid State Processing and Integrated Circuits Laboratory","SP19","EE-504",30635,"Solid State Processing and Integrated Circuits Laboratory - Laboratory oriented with lectures keyed to practical procedures and processes. Solid-state fabrication and analysis fundamentals; basic device construction techniques. Prerequisite: BSEE","EE",8,"AY19","Solid State Processing and Integrated Circuits Laboratory Laboratory oriented with lectures keyed to practical procedures and processes Solid state fabrication and analysis fundamentals basic device construction techniques Prerequisite BSEE"
"Semiconductor Physics","F18","EE-506",30530,"Semiconductor Physics - Semiconductor bonds, crystallography, band structure assumptions, group theory, band structure results, k.p. method, quantum wells, wires and dots, superlattices, amorphous, organic semiconductors, defects, statistics, surfaces.","EE",1,"AY19","Semiconductor Physics Semiconductor bonds crystallography band structure assumptions group theory band structure results k p method quantum wells wires and dots superlattices amorphous organic semiconductors defects statistics surfaces"
"Micro- and Nano-Fabrication Technology","SP19","EE-507",30580,"Micro- and Nano-Fabrication Technology - Physical basis of technologies for the fabrication of micro- and nano-scale devices. Thin-film deposition, etching, and material modification processes; patterntransfer methods.","EE",1,"AY19","Micro and Nano Fabrication Technology Physical basis of technologies for the fabrication of micro and nano scale devices Thin film deposition etching and material modification processes patterntransfer methods"
"Nano-Fabrication Lithography","F18","EE-508",30772,"Nano-Fabrication Lithography - Physical basis of lithography methods for nano-scale devices. Photon-, electron-, and ion-based systems, advanced processes; resolution enhancement techniques; directed self assembly.","EE",1,"AY19","Nano Fabrication Lithography Physical basis of lithography methods for nano scale devices Photon electron and ion based systems advanced processes resolution enhancement techniques directed self assembly"
"Linear Algebra for Engineering","F18","EE-510",30477,"Linear Algebra for Engineering - Introduction to linear algebra and matrix theory and their underlying concepts; applications to engineering problems; mathematically rigorous and foundational to other classes in communication, control, and signal processing.","EE",9,"AY19","Linear Algebra for Engineering Introduction to linear algebra and matrix theory and their underlying concepts applications to engineering problems mathematically rigorous and foundational to other classes in communication control and signal processing"
"Linear Algebra for Engineering","SP19","EE-510",30444,"Linear Algebra for Engineering - Introduction to linear algebra and matrix theory and their underlying concepts; applications to engineering problems; mathematically rigorous and foundational to other classes in communication, control, and signal processing.","EE",6,"AY19","Linear Algebra for Engineering Introduction to linear algebra and matrix theory and their underlying concepts applications to engineering problems mathematically rigorous and foundational to other classes in communication control and signal processing"
"Simulation Methods for Stochastic Systems","F18","EE-511",31117,"Simulation Methods for Stochastic Systems - Project-oriented investigation of simulation methods used for the analysis and design of complex stochastic systems whose operation and performance are affected by random events. Corequisite: EE 503. Recommended preparation: MatLab programming experience.","EE",3,"AY19","Simulation Methods for Stochastic Systems Project oriented investigation of simulation methods used for the analysis and design of complex stochastic systems whose operation and performance are affected by random events Corequisite EE 503 Recommended preparation MatLab programming experience"
"Simulation Methods for Stochastic Systems","SP19","EE-511",30553,"Simulation Methods for Stochastic Systems - Project-oriented investigation of simulation methods used for the analysis and design of complex stochastic systems whose operation and performance are affected by random events. Corequisite: EE 503. Recommended preparation: MatLab programming experience.","EE",3,"AY19","Simulation Methods for Stochastic Systems Project oriented investigation of simulation methods used for the analysis and design of complex stochastic systems whose operation and performance are affected by random events Corequisite EE 503 Recommended preparation MatLab programming experience"
"Stochastic Processes","F18","EE-512",31190,"Stochastic Processes - Probability theory and stochastic processes, including renewal theory, Markov chains, Brownian motion, martingales, and stochastic calculus. Applications in communication networks, queuing theory, and financial systems.","EE",4,"AY19","Stochastic Processes Probability theory and stochastic processes including renewal theory Markov chains Brownian motion martingales and stochastic calculus Applications in communication networks queuing theory and financial systems"
"Stochastic Processes","SP19","EE-512",30769,"Stochastic Processes - Probability theory and stochastic processes, including renewal theory, Markov chains, Brownian motion, martingales, and stochastic calculus. Applications in communication networks, queuing theory, and financial systems.","EE",4,"AY19","Stochastic Processes Probability theory and stochastic processes including renewal theory Markov chains Brownian motion martingales and stochastic calculus Applications in communication networks queuing theory and financial systems"
"High-Voltage DC Transmission Systems","F18","EE-516",31287,"High-Voltage DC Transmission Systems - AC/DC conversion processes, converter technologies, and design; harmonics, controls, and protection; AC/DC interactions and system performance; modeling, application, and installation; current-source versus voltage-source converters.","EE",2,"AY19","High Voltage DC Transmission Systems AC DC conversion processes converter technologies and design harmonics controls and protection AC DC interactions and system performance modeling application and installation current source versus voltage source converters"
"Statistics and Data Analysis for Engineers","SP19","EE-517",30449,"Statistics and Data Analysis for Engineers - Statistics and data analysis emphasizing computation and problem solving: confidence intervals, hypothesis tests, bootstrap and Monte Carlo estimation, regression, Bayesian and statistical learning techniques.","EE",2,"AY19","Statistics and Data Analysis for Engineers Statistics and data analysis emphasizing computation and problem solving confidence intervals hypothesis tests bootstrap and Monte Carlo estimation regression Bayesian and statistical learning techniques"
"Mathematics and Tools for Financial Engineering","F18","EE-518",31301,"Mathematics and Tools for Financial Engineering - Students will build a mathematical background for studying Financial Engineering. Emphasis is on analysis, proofs and examples. Mathworks Financial toolbox will be introduced.","EE",4,"AY19","Mathematics and Tools for Financial Engineering Students will build a mathematical background for studying Financial Engineering Emphasis is on analysis proofs and examples Mathworks Financial toolbox will be introduced"
"Mathematics and Tools for Financial Engineering","SP19","EE-518",30517,"Mathematics and Tools for Financial Engineering - Students will build a mathematical background for studying Financial Engineering. Emphasis is on analysis, proofs and examples. Mathworks Financial toolbox will be introduced.","EE",4,"AY19","Mathematics and Tools for Financial Engineering Students will build a mathematical background for studying Financial Engineering Emphasis is on analysis proofs and examples Mathworks Financial toolbox will be introduced"
"Speech Recognition and Processing for Multimedia","SP19","EE-519",30790,"Speech Recognition and Processing for Multimedia - Speech production, acoustics, perception, synthesis, compression,;recognition, transmission. Coding for speech, music, and;CD-quality. Feature extraction. Echo cancellation. Audio,;visual synchronization. Multimedia, Internet use.","EE",2,"AY19","Speech Recognition and Processing for Multimedia Speech production acoustics perception synthesis compression recognition transmission Coding for speech music and CD quality Feature extraction Echo cancellation Audio visual synchronization Multimedia Internet use"
"Power Systems Analysis and Design","SP19","EE-521",30650,"Power Systems Analysis and Design - Power system planning, studies, and design; time-domain modeling and analysis of power-system networks; power flow, stability, fault, and economic dispatch analysis; symmetrical components.","EE",2,"AY19","Power Systems Analysis and Design Power system planning studies and design time domain modeling and analysis of power system networks power flow stability fault and economic dispatch analysis symmetrical components"
"Immersive Audio Signal Processing","SP19","EE-522",30730,"Immersive Audio Signal Processing - Fundamentals of digital audio signal processing, room acoustics, and psychoacoustics. Algorithms for real-time implementation of immersive audio systems for integrated media applications.","EE",1,"AY19","Immersive Audio Signal Processing Fundamentals of digital audio signal processing room acoustics and psychoacoustics Algorithms for real time implementation of immersive audio systems for integrated media applications"
"Transients in Power Systems","SP19","EE-524",30691,"Transients in Power Systems - Overvoltages during faults, voltage recovery, arcing faults, restrikes, theory of switching surges. Systems grounding, traveling waves, lightning and surge protection, insulation coordination.","EE",2,"AY19","Transients in Power Systems Overvoltages during faults voltage recovery arcing faults restrikes theory of switching surges Systems grounding traveling waves lightning and surge protection insulation coordination"
"Power System Protection","F18","EE-525",30624,"Power System Protection - Theory of system and equipment protection, characteristics of relays, relay coordination, and system considerations. Prerequisite: EE 443.","EE",2,"AY19","Power System Protection Theory of system and equipment protection characteristics of relays relay coordination and system considerations Prerequisite EE 443"
"Renewable Energy in Power Systems","SP19","EE-526",30854,"Renewable Energy in Power Systems - Renewable energy sources and their integration in electrical networks. Power-flow control from highly variable resources. Cost analysis and planning.","EE",2,"AY19","Renewable Energy in Power Systems Renewable energy sources and their integration in electrical networks Power flow control from highly variable resources Cost analysis and planning"
"Net-Centric Power-System Control","SP19","EE-527",30888,"Net-Centric Power-System Control - Control and stability of large-scale systems such as the electric power grid. Integration with information networks. Corequisites: EE 521. Recommended preparation: EE 482.","EE",2,"AY19","Net Centric Power System Control Control and stability of large scale systems such as the electric power grid Integration with information networks Corequisites EE 521 Recommended preparation EE 482"
"Power Electronics","F18","EE-528",30771,"Power Electronics - Fundamentals of switched-mode power converters operating under steady-state and transient conditions. Feedback control systems. Magnetic circuit design.","EE",2,"AY19","Power Electronics Fundamentals of switched mode power converters operating under steady state and transient conditions Feedback control systems Magnetic circuit design"
"Optics","F18","EE-529",30682,"Optics - Geometrical optics, electromagnetic wave propagation, reflection and refraction at interfaces, imaging with lenses and mirrors, optics of the eye, optical instruments (microscopes/telescopes/cameras), and polarization.","EE",4,"AY19","Optics Geometrical optics electromagnetic wave propagation reflection and refraction at interfaces imaging with lenses and mirrors optics of the eye optical instruments microscopes telescopes cameras and polarization"
"Network Processor Design and Programming","SP19","EE-533",30964,"Network Processor Design and Programming - Understanding of network processor architecture, applications, and other relevant issues. Program network processor and test under realistic network environment. Design and deploy custom network processor. Prerequisite: EE 457. Recommended preparation: EE 450.","EE",1,"AY19","Network Processor Design and Programming Understanding of network processor architecture applications and other relevant issues Program network processor and test under realistic network domain Design and deploy custom network processor Prerequisite EE 457 Recommended preparation EE 450"
"Mobile Communications","SP19","EE-535",30664,"Mobile Communications - The mobile communication channel; techniques used to combat the channel; cellular communications; multiple-access techniques; example mobile communication systems. Prerequisite: EE 503.","EE",4,"AY19","Mobile Communications The mobile communication channel techniques used to combat the channel cellular communications multiple access techniques example mobile communication systems Prerequisite EE 503"
"Mixed-Signal Integrated Circuit Design","F18","EE-536A",30695,"Mixed-Signal Integrated Circuit Design - a: MOSFET operation and models; elementary amplifier configurations; biasing and references; frequency response; noise; feedback; operational amplifiers; frequency compensation; non-linearity and mismatch; passive and active filters. Prerequisite: EE 448L or EE 479.","EE",4,"AY19","Mixed Signal Integrated Circuit Design a MOSFET operation and models elementary amplifier configurations biasing and references frequency response noise feedback operational amplifiers frequency compensation non linearity and mismatch passive and active filters Prerequisite EE 448L or EE 479"
