SECTION    ,SCHOOL    ,COURSE_CODE.    ,SESSION    ,MIN_UNITS    ,MAX_UNITS    ,COURSE_TITLE................................................................................................................................................................................................................................................................................................    ,MODE    ,Link    ,PUBLISH?    ,START_TIME    ,END_TIME    ,DAYS..    ,TOTAL_ENR    ,MODALITY    ,INSTRUCTOR_NAME.........................    ,ASSIGNED_ROOM    ,TOTAL_ENR    ,COURSE_DESCRIPTION..........................................................................................................................................................................................................................................................................................    ,DEPT.OWNER.NAME....................................................................................
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,applied to the degree to be determined by the department.  Graded,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,CR/NC.,
32242,ENGR      ,PTE-794A        ,908,2,2,Doctoral Dissertation                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Ershaghi, Iraj                              ",OFFICE           ,0,Credit on acceptance of Dissertation. Graded CR/NC.                                                                                                                                                                                                                                                             ,Andrew and Erna Viterbi School of Engineering
,,,,,,,,,,,,,,,,,,,
32244,ENGR      ,PTE-794B        ,908,2,2,Doctoral Dissertation                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Ershaghi, Iraj                              ",OFFICE           ,1,Credit on acceptance of Dissertation.                                                                                                                                                                                                                                                                           ,Andrew and Erna Viterbi School of Engineering
,,,,,,,,,,,,,,,,,,,
32246,ENGR      ,PTE-794C        ,908,2,2,Doctoral Dissertation                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Ershaghi, Iraj                              ",OFFICE           ,0,Credit on acceptance of Dissertation.                                                                                                                                                                                                                                                                           ,Andrew and Erna Viterbi School of Engineering
,,,,,,,,,,,,,,,,,,,
32248,ENGR      ,PTE-794D        ,908,2,2,Doctoral Dissertation                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Ershaghi, Iraj                              ",OFFICE           ,0,Credit on acceptance of Dissertation.                                                                                                                                                                                                                                                                           ,Andrew and Erna Viterbi School of Engineering
,,,,,,,,,,,,,,,,,,,
32250,ENGR      ,PTE-794Z        ,908,0,0,Doctoral Dissertation                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,2,            ,"Ershaghi, Iraj                              ",OFFICE           ,2,Credit on acceptance of Dissertation.                                                                                                                                                                                                                                                                           ,Andrew and Erna Viterbi School of Engineering
,,,,,,,,,,,,,,,,,,,
32311,ENGR      ,SAE-541         ,908,3,3,Systems Engineering Theory and Practice                                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,15:30,18:40,W         ,3,            ,"Cureton, Ken                                ",RTH105           ,3,Integration of engineering problem solving methodologies based on                                                                                                                                                                                                                                               ,Andrew and Erna Viterbi School of Engineering
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"systems concepts. Application to complex, large scale technical",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,systems and problems faced by engineering managers. Case studies.,
32341,ENGR      ,SAE-541         ,913,3,3,Systems Engineering Theory and Practice                                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,15:30,18:40,W         ,32,            ,"Cureton, Ken                                ",DEN@Viterbi      ,32,Integration of engineering problem solving methodologies based on                                                                                                                                                                                                                                               ,Andrew and Erna Viterbi School of Engineering
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"systems concepts. Application to complex, large scale technical",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,systems and problems faced by engineering managers. Case studies.,
32342,ENGR      ,SAE-542         ,908,3,3,Advanced Topics in Systems Engineering                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,18:00,21:10,M         ,0,            ,"Phan, Phan                                  ",OHE100B          ,0,"Probability theory  in systems engineering: test design and performance, reliability and maintainability, quantitative decision models. Constraint theory to manage and de-conflict complex requirements. Complexity theory.                                                                                    ",Andrew and Erna Viterbi School of Engineering
32312,ENGR      ,SAE-542         ,913,3,3,Advanced Topics in Systems Engineering                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,18:00,21:10,M         ,13,            ,"Phan, Phan                                  ",DEN@Viterbi      ,13,"Probability theory  in systems engineering: test design and performance, reliability and maintainability, quantitative decision models. Constraint theory to manage and de-conflict complex requirements. Complexity theory.                                                                                    ",Andrew and Erna Viterbi School of Engineering
32332,ENGR      ,SAE-549         ,913,3,3,Systems Architecting                                                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,15:30,18:40,T         ,30,A           ,"Cureton, Ken                                ",DEN@Viterbi      ,30,"Introduction to systems architecture in aerospace, electrical,                                                                                                                                                                                                                                                  ",Andrew and Erna Viterbi School of Engineering
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"computer, and manufacturing systems emphasizing the conceptual and",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,acceptance phases and using heuristics.,
,,,,,,,,,,,,,,,,,,,
32349,ENGR      ,SAE-549         ,908,3,3,Systems Architecting                                                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,15:30,18:50,T         ,3,            ,"Cureton, Ken                                ",RTH109           ,3,"Introduction to systems architecture in aerospace, electrical,                                                                                                                                                                                                                                                  ",Andrew and Erna Viterbi School of Engineering
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"computer, and manufacturing systems emphasizing the conceptual and",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,acceptance phases and using heuristics.,
,,,,,,,,,,,,,,,,,,,
32320,ENGR      ,SAE-590         ,908,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Madni, Azad, M                              ",OFFICE           ,0,Research leading to the master's degree.  Maximum units which may                                                                                                                                                                                                                                               ,Andrew and Erna Viterbi School of Engineering
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,be applied to the degree to be determined by the department.,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,Graded CR/NC.,
33217,FA        ,ART-120         ,50,4,4,Painting I                                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,9:00,12:20,MTWH      ,6,A           ,"Oxley, Lisa                                 ",ONLINE           ,6,"Practical introduction to oil and acrylic pigments, painting equipment, processes, and media. Primary experience in: color, composition and perception through representational and abstract painting.                                                                                                          ",Roski School of Art and Design
33218,FA        ,ART-314         ,50,2,2,Illustration for Art and Design                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,12:00,15:20,TH        ,10,A           ,"Wang, Angie                                 ",ONLINE           ,10,"Illustration techniques across the range of fine art, cartooning, street art, narrative arts, animation, scientific imaging, editorial cartooning and others. Digital and hybrid approaches.                                                                                                                    ",Roski School of Art and Design
33289,FA        ,ART-418         ,51,2,2,Independent Studies in Studio Arts                                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,A           ,"Arceneaux, Edgar                            ",ONLINE           ,1,Independent research of specific topics under the direction of a faculty member. Administrative and faculty approval required.                                                                                                                                                                                  ,Roski School of Art and Design
33293,FA        ,ART-418         ,50,1,4,Independent Studies in Studio Arts                                                                                                                                                                                                                                                                              ,C       ,        ,N           ,TBA           ,TBA         ,          ,0,A           ,                                            ,ONLINE           ,0,Independent research of specific topics under the direction of a faculty member. Administrative and faculty approval required.                                                                                                                                                                                  ,Roski School of Art and Design
33291,FA        ,ART-419         ,51,2,2,Professional Internship in the Arts                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,A           ,"Bartolome, Antonio, N.                      ",ONLINE           ,4,"An experiential/academic opportunity in a museum, gallery, community cultural center or related facility. Lectures, seminars, written analysis and working internship.                                                                                                                                          ",Roski School of Art and Design
33292,FA        ,ART-419         ,59,2,2,Professional Internship in the Arts                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,TBA           ,TBA         ,          ,14,A           ,"Bartolome, Antonio, N.                      ",ONLINE           ,14,"An experiential/academic opportunity in a museum, gallery, community cultural center or related facility. Lectures, seminars, written analysis and working internship.                                                                                                                                          ",Roski School of Art and Design
33224,FA        ,ART-590         ,51,4,4,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Bustamante, Nao                             ",ONLINE           ,0,Research leading to graduate degree. Maximum units which may be applied to degree determined by department. Graded CR/NC. (Duplicates credit in former FA 590)                                                                                                                                                  ,Roski School of Art and Design
33226,FA        ,ART-590         ,59,4,4,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Bustamante, Nao                             ",ONLINE           ,0,Research leading to graduate degree. Maximum units which may be applied to degree determined by department. Graded CR/NC. (Duplicates credit in former FA 590)                                                                                                                                                  ,Roski School of Art and Design
33222,FA        ,ART-590         ,50,4,4,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Bustamante, Nao                             ",ONLINE           ,0,Research leading to graduate degree. Maximum units which may be applied to degree determined by department. Graded CR/NC. (Duplicates credit in former FA 590)                                                                                                                                                  ,Roski School of Art and Design
33381,FA        ,CRIT-570        ,148,4,4,Performance Theory and Praxis                                                                                                                                                                                                                                                                                   ,C       ,        ,Y           ,TBA           ,TBA         ,          ,9,B           ,"Lacy, Suzanne                               ",OFFICE           ,9,"Social Practice as a transitional platform for intersectional themes between visual art, media culture, political advocacy, policy making and public space.                                                                                                                                                     ",Roski School of Art and Design
33329,FA        ,CRIT-590        ,50,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Moss, Karen                                 ",ONLINE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC. (Duplicates credit in former PAS 590)                                                                                                                               ,Roski School of Art and Design
33330,FA        ,CRIT-590        ,51,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Moss, Karen                                 ",ONLINE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC. (Duplicates credit in former PAS 590)                                                                                                                               ,Roski School of Art and Design
33331,FA        ,CRIT-590        ,59,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,A           ,"Campbell, Andrew                            ",ONLINE           ,1,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC. (Duplicates credit in former PAS 590)                                                                                                                               ,Roski School of Art and Design
33327,FA        ,CRIT-591        ,50,1,1,Field Internship Experience                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Moss, Karen                                 ",ONLINE           ,0,"Supervised internship in an art institution or an art agency, or with an independent curator or artist, on projects and research specific to public space. Recommended preparation: Completion of first year of courses. Graded CR/NC. (Duplicates credit in former PAS 591)                                    ",Roski School of Art and Design
33259,FA        ,DES-203         ,50,2,2,Digital Tools for Design                                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,9:00,12:20,TH        ,9,A           ,"Robison, Jean                               ",ONLINE           ,9,"Exploration of the processes of germination, ideation and application/execution in design integrated with computer usage.                                                                                                                                                                                       ",Roski School of Art and Design
33258,FA        ,DES-213         ,50,2,2,Digital Tools in 3D Design                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,12:00,15:20,MW        ,12,A           ,"Ahn, Eugene                                 ",ONLINE           ,12,"3D digital modeling, rendering, digital capture and production methods for product, package and environmental design.                                                                                                                                                                                           ",Roski School of Art and Design
33257,FA        ,DES-303         ,50,2,2,Web Design                                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,13:00,16:20,TH        ,11,A           ,"Ahn, Eugene                                 ",ONLINE           ,11,A workshop-based course that focuses on software applications in design and web design.                                                                                                                                                                                                                         ,Roski School of Art and Design
33219,FA        ,DES-418         ,59,1,4,Independent Studies in Design                                                                                                                                                                                                                                                                                   ,C       ,        ,Y           ,TBA           ,TBA         ,          ,2,A           ,"Trujillo, Osvaldo                           ",ONLINE           ,2,Independent research of specific topics under the direction of a faculty member. Administrative and faculty approval required.                                                                                                                                                                                  ,Roski School of Art and Design
33290,FA        ,DES-494B        ,50,2,2,Senior Thesis                                                                                                                                                                                                                                                                                                   ,C       ,        ,N           ,TBA           ,TBA         ,          ,1,A           ,"Zoto, Alexis, Nicole                        ",ONLINE           ,1,Research and writing of a senior-level thesis or thesis project under the supervision of a faculty committee.                                                                                                                                                                                                   ,Roski School of Art and Design
33364,FA        ,DES-520         ,50,2,2,Individual Studies                                                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,TBA           ,TBA         ,          ,2,A           ,"Wojciak, Ewa                                ",ONLINE           ,2,Investigation of creative problems through various design media.                                                                                                                                                                                                                                                ,Roski School of Art and Design
33362,FA        ,DES-520         ,59,2,2,Individual Studies                                                                                                                                                                                                                                                                                              ,C       ,        ,N           ,TBA           ,TBA         ,          ,0,A           ,                                            ,ONLINE           ,0,Investigation of creative problems through various design media.                                                                                                                                                                                                                                                ,Roski School of Art and Design
33360,FA        ,DES-550         ,50,2,2,Advancement                                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,TBA           ,TBA         ,          ,15,A           ,"Wojciak, Ewa                                ",ONLINE           ,15,A preparatory workshop to prepare students advancing to candidacy.                                                                                                                                                                                                                                              ,Roski School of Art and Design
33363,FA        ,DES-590         ,59,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,3,A           ,"Wojciak, Ewa                                ",ONLINE           ,3,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Roski School of Art and Design
33365,FA        ,DES-590         ,50,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Wojciak, Ewa                                ",ONLINE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Roski School of Art and Design
33366,FA        ,DES-590         ,51,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,A           ,"Wojciak, Ewa                                ",ONLINE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Roski School of Art and Design
33361,FA        ,DES-591         ,59,2,2,Field Internship Experience                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,TBA           ,TBA         ,          ,3,A           ,"Wojciak, Ewa                                ",ONLINE           ,3,"Supervised internship in a design firm, or with an independent designer, on projects and research specific to design practice.                                                                                                                                                                                  ",Roski School of Art and Design
33294,FA        ,DES-591         ,51,2,2,Field Internship Experience                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,A           ,"Wojciak, Ewa                                ",ONLINE           ,1,"Supervised internship in a design firm, or with an independent designer, on projects and research specific to design practice.                                                                                                                                                                                  ",Roski School of Art and Design
33610,FA        ,DES-594Z        ,51,0,0,Master's thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,A           ,"Wojciak, Ewa                                ",ONLINE           ,1,Credit upon acceptance of master's thesis.                                                                                                                                                                                                                                                                      ,Roski School of Art and Design
34123,FA        ,IDSN-550        ,68,4,4,Opportunity and Uncertainty                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,17:15,19:20,T         ,24,A           ,"Clewis, Jay                                 ",ONLINE           ,24,"Discipline-specific, cross-disciplinary, and shared approaches to recognizing/analyzing opportunities, identifying/framing problems, and developing/iterating solutions. Techniques gleaned from entrepreneurship, creative practices, critical thinking methods, ethnography, systems theory.                  ",Roski School of Art and Design
34143,FA        ,IDSN-560        ,68,4,4,Narrative and Storytelling                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,17:15,19:20,W         ,22,A           ,"Checchi, Robert                             ",ONLINE           ,22,"Discipline-specific, cross-disciplinary, and shared approaches to exploring visual, written, and spoken storytelling using digital modalities. Topics include communication theory, narrative structures and content creation.                                                                                  ",Roski School of Art and Design
34170,FA        ,IDSN-585        ,68,3,3,Capstone                                                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,19:30,21:05,W         ,10,A           ,"Clewis, Jay                                 ",ONLINE           ,10,"Faculty-mentored, applied project with individual and team components. Implement a prototype solution to a problem. Deploy relevant tools, methods, and processes learned throughout the program. Recommended preparation: All prior required courses (excluding concurrent courses). Open only to Integrate    ",Roski School of Art and Design
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"d Design, Business and Technology majors.",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Swain, Chris",,,,
36200,GERO      ,GERO-200        ,610,4,4,Gerontology: The Science of Adult Development                                                                                                                                                                                                                                                                   ,C       ,        ,Y           ,TBA           ,TBA         ,          ,22,A           ,"Walsh, John, P                              ",ONLINE           ,22,Introduction to adult development through the lifespan;                                                                                                                                                                                                                                                         ,Leonard Davis School of Gerontology
