SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
,RNR,,,,,,,,,,,,,,,,,"students who arrive early, typically the summer, who begin efforts"
,,,,,,,,,,,,,,,,,,with their academic unit.
14289,GSBA,ACCT-571T,378,3,3,Taxation of Business Owners and High Net-Worth Individuals,C,,Y,17:30,19:00,W,18,A,"Kling, Greg",ONLINE,18,"Application of tax law in areas of compensation planning, investment planning, tax shelters, and current developments relating to the individual taxpayer."
14449,GSBA,BAEP-551,640,3,3,Introduction to New Ventures,C,,Y,14:00,16:50,MW,16,,"Dann, Jeremy, Brooks",JKP204,16,"Study and development of analytical and conceptual skills in the management of new enterprises and new ventures within large organizations. Duplicates credit in BAEP 549, BAEP 550, GSBA 535, and GSBA 550ab."
14410,GSBA,BAEP-553,372,3,3,Cases in New Venture Management,C,,Y,17:00,18:20,H,60,,"Mednick, Steven, Brian",ONLINE,60,"Cases and readings expose students to the challenges of developing long-range strategies for entrepreneurial ventures. Case work emphasizes developing new industries, growth through strategic alliances, and issues involved in the long-term strategic positioning of emerging companies."
14409,GSBA,BAEP-589,284,2,2,Social Entrepreneurship,C,,Y,9:00,17:00,SU,0,,,TBA,0,"Lead and manage with entrepreneurial methodology for charities, non-government organizations, social oriented enterprises and not for profit organizations. Duplicates credit in BAEP 591. Graded CR/NC."
14412,GSBA,BAEP-590,33,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree.  Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the department.
,,,,,,,,,,,,,,,,,,Graded CR/NC.
14414,GSBA,BAEP-593,33,0.5,4,Independent Research in Business Entrepreneurship,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Independent research beyond normal course offerings. Proposal, research and written report/paper required."
14418,GSBA,BAEP-595,415,0.5,2,Internship in Business Entrepreneurship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Supervised on-the-job business experience in the student's area of
,,,,,,,,,,,,,,,,,,interest. (Curricular Practical Training.) Recommended
,,,,,,,,,,,,,,,,,,"preparation: completion of required MBA, MAcc, MBT, MKT, MSEI, or"
,,,,,,,,,,,,,,,,,,MSSE coursework.
14417,GSBA,BAEP-595,411,0.5,2,Internship in Business Entrepreneurship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Supervised on-the-job business experience in the student's area of
,,,,,,,,,,,,,,,,,,interest. (Curricular Practical Training.) Recommended
,,,,,,,,,,,,,,,,,,"preparation: completion of required MBA, MAcc, MBT, MKT, MSEI, or"
,,,,,,,,,,,,,,,,,,MSSE coursework.
14416,GSBA,BAEP-595,744,0.5,2,Internship in Business Entrepreneurship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Supervised on-the-job business experience in the student's area of
,,,,,,,,,,,,,,,,,,interest. (Curricular Practical Training.) Recommended
,,,,,,,,,,,,,,,,,,"preparation: completion of required MBA, MAcc, MBT, MKT, MSEI, or"
,,,,,,,,,,,,,,,,,,MSSE coursework.
15155,GSBA,BUCO-552,574,1.5,1.5,Defining and Communicating Your Professional Value,C,,Y,18:00,21:00,T,11,A,"Snyder, Kirk, Dylan",ONLINE,11,Understand how to define and communicate your individual professional identity and value to employers across diverse professional fields using specialized applied tools.
15164,GSBA,BUCO-593,33,0.5,4,Independent Research in Management Communication,C,,Y,TBA,TBA,,0,,"Snyder, Kirk, Dylan",OFFICE,0,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC."
16301,GSBA,DSO-499,378,4,4,Special Topics,C,,Y,15:00,17:30,MW,1,A,"Martin, Lorena",ONLINE,1,"Selected topics reflecting current trends and recent developments in data sciences, information systems, operations management, and statistics. May be repeated only if topic is different."
16303,GSBA,DSO-510,33,3,3,Business Analytics,C,,Y,18:00,22:00,W,2,,"Selby, Richard",JKP110,2,"Foundational knowledge for business analytics, including strategies, methods, and tools integrated with hands-on skills for defining business analytics for data-driven decision making and innovation."
16221,GSBA,DSO-520,372,3,3,Logistics Management,C,,Y,17:00,21:00,H,30,A,"Dasgupta, Tathagata",ONLINE,30,"Gives students a managerial knowledge of basic logistics concepts and principles. Some topics include management of logistics cost integration, transportation, distribution, and customer service."
16275,GSBA,DSO-528,33,3,3,Blended Data Business Analytics for Efficient Decisions,C,,Y,18:00,22:00,T,12,,"Arnesano, Cosimo",JKP102,12,"Build Analytical Models for Classification, Clustering and Association Problems. Leverage third party ""Big Data"" for enriching and monetizing data. Develop data mining and business analysis."
16276,GSBA,DSO-528,33,3,3,Blended Data Business Analytics for Efficient Decisions,C,,Y,18:00,22:00,T,0,,"Arnesano, Cosimo",JKP102,0,"Build Analytical Models for Classification, Clustering and Association Problems. Leverage third party ""Big Data"" for enriching and monetizing data. Develop data mining and business analysis."
16278,GSBA,DSO-545,640,3,3,Statistical Computing and Data Visualization,C,,Y,17:00,20:00,MW,9,,"Ansari, Arif",JKP204,9,"Data cleaning and reshaping; good vs. bad graphics; univariate, bivariate, trivariate, hypervariate and time series graphics; interactive graphics; web-related computing."
,,,,,,,,,,,,,,,"Arnesano, Cosimo",,,
16297,GSBA,DSO-548,372,3,3,Emerging Technologies in Supply Chain Management,C,,Y,9:00,12:00,S,46,A,"Beije, Aljosja",ONLINE,46,"Insights into the emerging technologies of artificial intelligence, machine learning, Blockchain and the theoretical difficulties and implementation challenges of these technologies."
,,,,,,,,,,,,,,,"Ansari, Arif",,,
16298,GSBA,DSO-556,33,3,3,Business Models for Digital Platforms,C,,Y,19:00,22:00,T,11,,"Lindholm, Inge, Cristie",JKP104,11,Managing Business models in digital platform ecosystems; designing new products and services for digital platforms; establishing digital platform leadership; assessing emerging niches in digital spaces.
16299,GSBA,DSO-579,372,1.5,1.5,Advanced Sports Performance Analytics,C,,Y,17:00,19:00,H,8,A,"Martin, Lorena",ONLINE,8,Implement supervised and unsupervised machine learning models to a specific sports performance analytics scenario. Help assess and predict performance.
16281,GSBA,DSO-580,372,3,3,Project Management,C,,Y,18:00,21:00,T,31,A,"Glozman, Vitaly",ONLINE,31,"Applications of systems theory and concepts, matrix organizational structures, PERT/CPM project modeling, and management information systems to the management of complex and critical projects."
16283,GSBA,DSO-580,372,3,3,Project Management,C,,Y,18:00,21:00,W,50,A,"Glozman, Vitaly",ONLINE,50,"Applications of systems theory and concepts, matrix organizational structures, PERT/CPM project modeling, and management information systems to the management of complex and critical projects."
16290,GSBA,DSO-593,33,0.5,4,Independent Research in Data Sciences or Operations,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC."
16292,GSBA,DSO-595,33,0.5,2,Internship in Data Sciences or Operations,C,,Y,TBA,TBA,,16,,"Vyas, Nick",OFFICE,16,"Supervised on-the-job business experience in the student's area of interest (Curricular Practical Training). Recommended preparation: completion of required MBA, MSGSCM, or MSBA courses."
,,,,,,,,,,,,,,,"Porter, Dawn",,,
,,,,,,,,,,,,,,,"Shi, Peng",,,
,,,,,,,,,,,,,,,"Sosic, Greys, Doddick",,,
16398,GSBA,DSO-595,415,0.5,2,Internship in Data Sciences or Operations,C,,Y,TBA,TBA,,0,,"Vyas, Nick",OFFICE,0,"Supervised on-the-job business experience in the student's area of interest (Curricular Practical Training). Recommended preparation: completion of required MBA, MSGSCM, or MSBA courses."
16286,GSBA,DSO-597,415,0.5,5,Consulting Project in Data Sciences or Operations,C,,N,TBA,TBA,,0,,,OFFICE,0,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students."
16289,GSBA,DSO-597,33,0.5,5,Consulting Project in Data Sciences or Operations,C,,N,TBA,TBA,,0,,,OFFICE,0,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students."
16288,GSBA,DSO-597,33,0.5,5,Consulting Project in Data Sciences or Operations,C,,Y,TBA,TBA,,0,,"Vyas, Nick",OFFICE,0,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students."
16287,GSBA,DSO-597,33,0.5,5,Consulting Project in Data Sciences or Operations,C,,N,TBA,TBA,,0,,,OFFICE,0,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students."
15400,GSBA,FBE-529,372,3,3,Financial Analysis and Valuation,C,,Y,18:00,22:00,T,50,A,"Abrams, Scott",ONLINE,50,An applications-oriented course to develop the financial and accounting tools required to do financial planning valuation and assessment of financial performance.
15413,GSBA,FBE-540,372,3,3,Hedge Funds,C,,Y,18:00,22:00,H,43,A,,ONLINE,43,"Introduction to the investment strategies used by hedge funds, the quantitative tools and business plans used to implement them. Prerequisites: GSBA 521b or GSBA 548. Recommended preparation: Statistics and Calculus."
15470,GSBA,FBE-588,372,3,3,Advanced Real Estate Law,C,,Y,18:00,22:00,W,42,A,"Fields, Kerry",ONLINE,42,"Legal aspects of real estate transactions; partnerships, syndicates, and other ownership forms. Legal aspects of land use control, zoning and environmental impact reports."
15478,GSBA,FBE-593,33,0.5,4,Independent Research in Finance or Business Economics,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC."
15481,GSBA,FBE-595,33,0.5,2,Internship in Finance or Business Economics,C,,Y,TBA,TBA,,8,,"Plotts, Julia, Gardner",OFFICE,8,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training.) Graded CR/NC.
15593,GSBA,GSBA-510,197,2,2,Accounting Concepts and Financial Reporting,C,,Y,18:00,22:00,H,0,,,TBA,0,Information systems for public reporting and for management decision-making; theory of asset and income measurement; interpretation and uses of accounting data and financial statements; analysis of cases.
15684,GSBA,GSBA-523,641,3,3,Communication for Management,C,,N,9:00,17:30,F,0,,,JKP204,0,"Internal and external communication, research methods; reports for decision making; oral presentations and briefings; strategies to assure communication; field studies. Duplicates credit in GSBA-502, GSBA-542, and the former GSBA-502ab."
15686,GSBA,GSBA-523T,419,3,3,Communication for Accounting and Tax Professionals,C,,Y,18:00,21:50,T,16,A,"Patton, Gregory, Hall",ONLINE,16,"Communication strategies to ensure effective communication to internal and external business audiences at all levels; business writing and presentations; electronic communication; communicating ethics in business. (Duplicates credit in GSBA 502, the former GSBA 502b, GSBA 523, and GSBA 542)"
15708,GSBA,GSBA-524,641,3,3,Data Science for Business,C,,N,14:00,16:30,TH,0,,,JKP204,0,"Principles of probability theory and classical statistics applied to business decision problems; survey analysis, estimation and prediction methods, evaluation, and control techniques. Duplicates credit in GSBA 506ab, GSBA 516, GSBA 545."
15725,GSBA,GSBA-528,33,3,3,Marketing Management,C,,Y,18:00,22:00,H,1,,"Badame, Diane, Marie",JKP112,1,"Marketing is treated as a managerial decision-making process. Emphasis is given to understanding the concepts, tools, and techniques that comprise a comprehensive marketing strategy. Duplicates credit in GSBA 509, the former GSBA 509ab, and GSBA 546."
15730,GSBA,GSBA-529,641,3,3,Strategic Formulation for Competitive Advantage,C,,N,9:00,11:30,MW,0,,,JKP204,0,"Analyses of environments and competition, the bases of competitive strategy, strategy models, and the achievement of sustainable competitive advantage. Duplicates Credit in GSBA 519a, GSBA 519b and GSBA 540."
15764,GSBA,GSBA-535,711,9.5,9.5,Opportunity Recognition and Implementation,C,,N,18:00,20:00,MW,0,A,"Fields, Kerry",ONLINE,0,"Thematic exploration of entrepreneurship and key aspects of new venture development. Contract law, analytics, negotiations, and communication."
,,,,,,,,,,,,,,,"Kim, Peter, Hochin",,,
,,,,,,,,,,,,,,,"Mednick, Steven, Brian",,,
,,,,,,,,,,,,,,,"Snyder, Kirk, Dylan",,,
15653,GSBA,GSBA-537,711,9.5,9.5,Managing Inside the Firm,C,Y,N,18:00,20:00,TH,0,A,"Ansari, Arif",ONLINE,0,"Thematic exploration of managerial accounting, employment law, operations management and organizational behavior. Application of analytics and communication to optimize internal operations."
,,,,,,,,,,,,,,,"Fields, Kerry",,,
,,,,,,,,,,,,,,,"Jackson, Cecil, W.",,,
,,,,,,,,,,,,,,,"Rajagopalan, Sampath",,,
15788,GSBA,GSBA-539,711,9.5,9.5,Business Environment and Leadership,C,,N,18:00,20:00,TH,0,A,"Ansari, Arif",ONLINE,0,"Thematic exploration of finance, macroeconomics, international business, corporate strategy, and marketing strategy."
,,,,,,,,,,,,,,,"Imrohoroglu, Ayse",,,
,,,,,,,,,,,,,,,"Joslin, Scott",,,
,,,,,,,,,,,,,,,"Voigt, Carl, W.",,,
15814,GSBA,GSBA-543,641,3,3,Managerial Perspectives,C,,N,14:00,16:30,MW,0,,,JKP204,0,"Managerial careers, development of critical executive and managerial abilities, and the dynamics of organizational environment and systems as they impact managerial progression and growth. Duplicates credit in GSBA 507, GSBA 522a, GSBA 522b, GSBA 533."
15844,GSBA,GSBA-548,156,2,2,Corporate Finance,C,,Y,18:00,22:00,T,0,,,TBA,0,Modern theory of corporate investment and financing decisions. (Duplicates credit in GSBA 521a and GSBA 521b.)
15845,GSBA,GSBA-548,418,3,3,Corporate Finance,C,,Y,18:00,22:00,MW,5,A,,ONLINE,5,Modern theory of corporate investment and financing decisions. (Duplicates credit in GSBA 521a and GSBA 521b.)
16098,GSBA,GSBA-595,744,0.5,1.5,Internship in Business,C,,Y,TBA,TBA,,0,,"Abrams, Scott",OFFICE,0,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.
16096,GSBA,GSBA-595,33,0.5,1.5,Internship in Business,C,,Y,TBA,TBA,,0,,,OFFICE,0,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.
16095,GSBA,GSBA-595,742,0.5,1.5,Internship in Business,C,,Y,TBA,TBA,,5,,"Abrams, Scott",OFFICE,5,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.
16099,GSBA,GSBA-595,745,0.5,1.5,Internship in Business,C,,Y,TBA,TBA,,0,,"Abrams, Scott",OFFICE,0,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.
16097,GSBA,GSBA-595,743,0.5,1.5,Internship in Business,C,,Y,TBA,TBA,,0,,"Abrams, Scott",OFFICE,0,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.
16967,GSBA,LIM-503,390,3,3,"Information Description, Organization, and Retrieval",C,,Y,TBA,TBA,,12,A,"Muglia, Caroline",ONLINE,12,"An overview and critical analysis of current practices of information organization, cataloguing, access and reference services, including a conceptual understanding of these skills."
16972,GSBA,LIM-504,390,3,3,Research Methods in Library and Information Management,C,,Y,TBA,TBA,,13,A,"Rutkowski, Andrzej",ONLINE,13,"An overview of research methods in information management including the conceptualization of research problems, literature reviews, research design, sampling, measurement, data collection and data analysis. Open only to Library and Information Science students."
16977,GSBA,LIM-511,390,3,3,Instructional Strategies for Information Professionals,C,,Y,TBA,TBA,,2,A,"Williams, Stacy",ONLINE,2,An overview of research in learning emphasizing the role of academic librarians as instructors and facilitators of information navigation.
16992,GSBA,LIM-536,390,2,2,Library Project Management,C,,Y,TBA,TBA,,6,A,"Philadelphia, Marion, M.",ONLINE,6,"Working in teams and delivering effective presentations is reinforced through an introduction to project management. A project management plan, research paper and presentation are required."
16993,GSBA,LIM-537,390,2,2,"Legal, Ethical and Strategic Fundamentals for",C,,Y,TBA,TBA,,7,A,"Guyer, Cindy",ONLINE,7,"Evidence-based decision making, assessment, legal and ethical frameworks and scenario planning applied to leadership and management competencies  in library environments."
,,,,,,Library Managers,,,,,,,,,,,,
16979,GSBA,LIM-552,390,3,3,Strategic Information and Competitive Analysis,C,,Y,TBA,TBA,,3,A,"Solis, Eimmy, Karina",ONLINE,3,"Searching sophisticated for-fee and free sources of information unique to particular industry client groups, synthesizing and translating information ethically to critical intelligence."
16976,GSBA,LIM-563,390,3,3,Partnerships and Collaborations in Libraries,C,,Y,TBA,TBA,,4,A,"Shaffer, Gary, L",ONLINE,4,"How information professionals collaborate with nonprofit, for-profit (private) and governmental organizations. Theory and practice emphasizing critical analysis of policies, services, and trends."
16994,GSBA,LIM-593,390,2,2,Independent Research in Library and Information Management,C,,Y,TBA,TBA,,7,,"Wallach, Ruth",ONLINE,7,"Opportunity to pursue independent research in an area of interest above and beyond normal course offerings. Proposal, research and written report/paper required."
16995,GSBA,LIM-595,390,2,2,Internship in Library and Information Management,C,,Y,TBA,TBA,,1,,"Miller, Melissa",ONLINE,1,Supplements the academic learning experience with temporary employment (paid or unpaid) in the information professions. Supervised by host organization and overseen by MMLIS faculty member.
17000,GSBA,LIM-598,390,3,3,Capstone in Library and Information Management,C,,Y,TBA,TBA,,7,,"Winn, Jade",ONLINE,7,Student-driven research or project-based experience that integrates the knowledge from course work and applies it to current issues in the field.
16528,GSBA,MKT-530,780,3,3,New Product Development,C,,Y,14:00,16:50,THF,22,,"Badame, Diane, Marie",JKP204,22,"Systematic approach to product development and management; processes, techniques, and concepts firms use to develop, test, and introduce products and to manage products over their lifecycle."
16530,GSBA,MKT-533,33,3,3,Branding Strategy,C,,Y,18:00,22:00,T,19,,"Badame, Diane, Marie",JKP204,19,Comprehensive treatment of the behavioral foundations of brands and brand development. Exploration of alternative branding strategies and marketing tools for brand development.
16554,GSBA,MKT-590,33,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Dukes, Anthony",OFFICE,0,Research leading to the master's degree.  Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the department.
,,,,,,,,,,,,,,,,,,Graded CR/NC.
16556,GSBA,MKT-592,33,0.5,4,Field Research in Marketing,C,,Y,TBA,TBA,,0,,"Dukes, Anthony",OFFICE,0,"Individual or team projects studying the marketing practices of an industry, company, government agency, country, geographic region, etc. Proposal, data collection, analyses, and written report. Graded CR/NC."
16558,GSBA,MKT-593,33,0.5,4,Independent Research in Marketing,C,,Y,TBA,TBA,,0,,"Dukes, Anthony",OFFICE,0,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC."
16560,GSBA,MKT-595,33,0.5,2,Internship in Marketing,C,,Y,TBA,TBA,,0,,"Dukes, Anthony",OFFICE,0,Supervised on-the-job business experience in the field of marketing. (Curricular Practical Training.) Graded CR/NC.
16565,GSBA,MKT-596,33,0.5,2,Research Practicum in Marketing,C,,Y,TBA,TBA,,0,,"Dukes, Anthony",OFFICE,0,Hands-on practical experience working with a Marshall faculty member in the Marketing Department on an ongoing research project. Graded CR/NC.
16566,GSBA,MKT-597,33,0.5,5,Consulting Project in Marketing,C,,Y,TBA,TBA,,0,,"Dukes, Anthony",OFFICE,0,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Graded CR/NC"
16700,GSBA,MOR-554,33,3,3,Leading Innovation and Change,C,,Y,18:00,22:00,W,24,,"Mische, Michael",JKP202,24,Practical knowledge on helping organizations develop innovations and lead change to leverage them. Exploration of innovation and change in different organizations and competitive environments.
16694,GSBA,MOR-557,33,3,3,Strategy and Organization Consulting,C,,Y,18:00,22:00,H,12,,"Mische, Michael",JKP202,12,"How consultants assist clients to formulate strategic plans and realign organizations; approaches used by major consulting firms; information about consulting industry, fee-setting and proposals. Consultant speakers and project."
16719,GSBA,MOR-569,372,3,3,Negotiation and Deal-Making,C,,Y,18:00,22:00,T,48,,"Kim, Peter, Hochin",ONLINE,48,"Strategies and dynamics of deal-making; practical skills necessary to win in a range of business transactions conducted in domestic and international settings. Cases, role-playing, films and simulations."
16716,GSBA,MOR-569,33,3,3,Negotiation and Deal-Making,C,,Y,18:00,22:00,T,25,,"Bresnahan, Chris",JKP202,25,"Strategies and dynamics of deal-making; practical skills necessary to win in a range of business transactions conducted in domestic and international settings. Cases, role-playing, films and simulations."
16721,GSBA,MOR-570,33,3,3,Leading Effective Teams,C,,Y,18:00,22:00,M,57,,"Bresnahan, Chris",JKP202,57,Analytical and behavioral tools that will enable students to effectively diagnose complex work group dynamics and take action to improve group performance.
16770,GSBA,MOR-590,33,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Mayer, Kyle, J.",OFFICE,0,Research leading to the master's degree.  Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the department.
,,,,,,,,,,,,,,,,,,Graded CR/NC.
16772,GSBA,MOR-592,33,0.5,4,Field Research in Management and Organization,C,,Y,TBA,TBA,,0,,"Mayer, Kyle, J.",ONLINE,0,"Individual or team projects studying the management practices of an industry, company, government agency, country geographic region, etc. Proposal, data collection, analyses, and written report. Graded CR/NC."
16774,GSBA,MOR-593,33,0.5,4,Independent Research in Management and Organization,C,,Y,TBA,TBA,,0,,"Mayer, Kyle, J.",OFFICE,0,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC."
16776,GSBA,MOR-595,33,0.5,2,Internship in Management and Organization,C,,Y,TBA,TBA,,0,,"Mayer, Kyle, J.",ONLINE,0,Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training.)
16780,GSBA,MOR-597,33,0.5,5,Consulting Project in Management and Organization,C,,Y,TBA,TBA,,0,,"Mayer, Kyle, J.",OFFICE,0,Individual or team project solving real business problems for an
,,,,,,,,,,,,,,,,,,"existing business entity, domestic and/or international. Proposal,"
,,,,,,,,,,,,,,,,,,"field research, analyses and oral and written"
,,,,,,,,,,,,,,,,,,presentations. Graded CR/NC.
16799,GSBA,MOR-790,33,1,12,Research,C,,Y,TBA,TBA,,0,,"Wiltermuth, Scott, Steven",OFFICE,0,Research leading to the doctorate. Open only to Marshall Ph.D. students specializing in Management and Organization. Graded CR/NC.
16778,GSBA,MOR-596,33,0.5,2,Research Practicum in Management and Organization,C,,Y,TBA,TBA,,0,,"Mayer, Kyle, J.",OFFICE,0,Hands-on practical experience working with a Marshall faculty member in the Management and Organization Department on an ongoing research project. Graded CR/NC.
,BUAD,,,,,,,,,,,,,,,,,
12041,LAS,AHIS-490,54,1,8,Directed Research,C,,Y,TBA,TBA,,0,,"Reyes, Hector",OFFICE,0,Individual research and readings. Not available for graduate credit.
10125,LAS,ALI-244,50,2,2,Academic and Professional Speaking Skills III,C,,N,13:00,14:50,MTWH,0,,,THH219,0,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10132,LAS,ALI-245,52,2,2,Academic and Professional Writing III,C,,Y,9:00,11:50,MTWH,2,A,"Kang, Nina",ONLINE,2,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10144,LAS,ALI-255,50,2,2,Academic and Professional Writing Skills IV,C,,N,17:00,18:50,MTWH,0,,,THH105,0,Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10174,LAS,ALI-276,50,2,2,Workshop for International Teaching Assistants,C,,Y,10:00,11:50,MTWH,0,,"Aarsen, Lucienne, Louise",THH105,0,Language assistance and individualized instruction to help International Teaching Assistants develop the skills and language proficiency necessary to perform their classroom duties.  Graded CR/NC.
10175,LAS,ALI-276,50,2,2,Workshop for International Teaching Assistants,C,,N,10:00,11:50,MTWH,0,,,THH219,0,Language assistance and individualized instruction to help International Teaching Assistants develop the skills and language proficiency necessary to perform their classroom duties.  Graded CR/NC.
10320,LAS,AMST-135,50,4,4,Peoples and Cultures of the Americas,CD,,Y,12:30,15:20,TWH,29,,"Chavez, Alicia, L.",ONLINE,29,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10347,LAS,AMST-200,50,4,4,Introduction to American Studies and Ethnicity,CD,,Y,9:00,11:50,TWH,29,,"Chavez, Alicia, L.",ONLINE,29,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues."
10360,LAS,AMST-205,50,4,4,Introduction to American Popular Culture,CD,,Y,9:00,11:50,MWF,5,A,,ONLINE,5,"Examines the relation between U.S. national culture, race, and popular culture."
10390,LAS,AMST-274,50,4,4,Exploring Ethnicity through Film,CD,,Y,9:00,11:50,MWF,8,,"Finley, Chris",ONLINE,8,Examination of the constructions of American ethnicity/race in film.
10690,LAS,ANTH-595,57,4,4,Ethnographic Postproduction,C,,Y,10:00,12:50,T,1,,"Cool, Jennifer, C",KAP164,1,Provides supervision in developing a visual media thesis project and understanding the requirements - scholarly and technical - for producing a publication-ready work of scholarly media.
59977,LAS,ARCG-490,59,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,ONLINE,0,Individual research and readings. Not available for graduate credit.
59975,LAS,ARCG-490,50,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,ONLINE,0,Individual research and readings. Not available for graduate credit.
59976,LAS,ARCG-490,51,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,ONLINE,0,Individual research and readings. Not available for graduate credit.
50800,LAS,ASTR-100,50,4,4,The Universe,C,C,Y,10:00,11:50,MTWH,43,A,"Peroomian, Vahe",ONLINE,43,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50804,LAS,ASTR-100,50,0,0,The Universe,L,C,N,16:00,17:50,MW,0,A,,ONLINE,0,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50802,LAS,ASTR-100,50,0,0,The Universe,L,C,Y,12:00,13:50,MW,16,A,,ONLINE,16,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50806,LAS,ASTR-100,50,0,0,The Universe,L,C,N,6:00,17:50,TH,0,A,,ONLINE,0,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50805,LAS,ASTR-100,50,0,0,The Universe,L,C,Y,14:00,15:50,TH,10,A,,ONLINE,10,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50807,LAS,ASTR-100,50,0,0,The Universe,L,C,Y,12:00,13:50,TH,7,A,,ONLINE,7,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50803,LAS,ASTR-100,50,0,0,The Universe,L,C,Y,14:00,15:50,MW,10,A,,ONLINE,10,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50801,LAS,ASTR-100,50,0,0,The Universe,Q,C,Y,TBA,TBA,,43,,,TBA,43,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50830,LAS,ASTR-200,51,4,4,Life in the Universe,C,,Y,10:00,11:50,MTWH,29,,"Peroomian, Vahe",ONLINE,29,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth."
50832,LAS,ASTR-200,51,0,0,Life in the Universe,L,,Y,12:00,13:50,MW,18,,,ONLINE,18,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth."
50835,LAS,ASTR-200,51,0,0,Life in the Universe,L,,N,14:00,15:50,TH,0,,,ONLINE,0,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth."
50833,LAS,ASTR-200,51,0,0,Life in the Universe,L,,Y,12:00,13:50,TH,6,,,ONLINE,6,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth."
