SECTION    ,SCHOOL    ,COURSE_CODE.    ,SESSION    ,MIN_UNITS    ,MAX_UNITS    ,COURSE_TITLE................................................................................................................................................................................................................................................................................................    ,MODE    ,Link    ,PUBLISH?    ,START_TIME    ,END_TIME    ,DAYS..    ,TOTAL_ENR    ,MODALITY    ,INSTRUCTOR_NAME.........................    ,ASSIGNED_ROOM    ,TOTAL_ENR    ,COURSE_DESCRIPTION..........................................................................................................................................................................................................................................................................................    ,DEPT.OWNER.NAME....................................................................................
23359,DENT      ,ENDO-761C       ,637,9.0,9.0,Clinic: Advanced Endodontics                                                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,TBA           ,TBA         ,          ,10,            ,"Roges, Rafael                               ",OFFICE           ,10, Advanced clinical experience emphasizing the diagnosis and                                                                                                                                                                                                                                                     ,Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,management of complicated endodontic cases.,
23353,DENT      ,ENDO-761F       ,990,9.0,9.0,Clinic: Advanced Endodontics                                                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,TBA           ,TBA         ,          ,10,            ,"Roges, Rafael                               ",OFFICE           ,10, Advanced clinical experience emphasizing the diagnosis and management of complicated endodontic cases.                                                                                                                                                                                                         ,Ostrow School of Dentistry
23354,DENT      ,ENDO-790        ,990,5.0,5.0,Directed Research: Endodontics                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,TBA           ,TBA         ,          ,10,            ,"Roges, Rafael                               ",OFFICE           ,10," Principles of planning, organizing, and executing a clinical or educational research project.                                                                                                                                                                                                                  ",Ostrow School of Dentistry
23442,DENT      ,GDEN-710        ,315,1.0,1.0,Knowledge Assessment for GDEN Students                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Mulligan, Roseann                           ",ONLINE           ,1,"Review of topics explored in the previous courses of the program, including lectures and practical demonstrations or simulations and examinations of overall discipline knowledge.                                                                                                                              ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Hou, Lisa",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Mohammadi, Mehdi",,,,
23440,DENT      ,GDEN-710        ,100,1.0,1.0,Knowledge Assessment for GDEN Students                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Mulligan, Roseann                           ",ONLINE           ,0,"Review of topics explored in the previous courses of the program, including lectures and practical demonstrations or simulations and examinations of overall discipline knowledge.                                                                                                                              ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
23441,DENT      ,GDEN-710        ,100,1.0,1.0,Knowledge Assessment for GDEN Students                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Mulligan, Roseann                           ",ONLINE           ,1,"Review of topics explored in the previous courses of the program, including lectures and practical demonstrations or simulations and examinations of overall discipline knowledge.                                                                                                                              ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Hou, Lisa",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Mohammadi, Mehdi",,,,
23466,DENT      ,GDEN-712D       ,315,0.5,0.5,Capstone Research Project for GDEN Students                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,TBA           ,TBA         ,          ,5,            ,"Mulligan, Roseann                           ",ONLINE           ,5,Production and defense of a research plan that demonstrates significant understanding of a topic in geriatric dentistry.                                                                                                                                                                                        ,Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Enciso, Reyes",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23451,DENT      ,GDEN-713        ,100,2.0,2.0,Common Systemic Conditions in Older Patients                                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,TBA           ,TBA         ,          ,3,            ,"Mulligan, Roseann                           ",ONLINE           ,3,Lectures on topics pertinent to the aging patient that highlight the differences between aging physiologic changes and disease caused conditions most common to this demographic. Open only to Master and Professional Dental students.                                                                         ,Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23431,DENT      ,GDEN-713        ,310,2.0,2.0,Common Systemic Conditions in Older Patients                                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,TBA           ,TBA         ,          ,5,            ,"Mulligan, Roseann                           ",ONLINE           ,5,Lectures on topics pertinent to the aging patient that highlight the differences between aging physiologic changes and disease caused conditions most common to this demographic. Open only to Master and Professional Dental students.                                                                         ,Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23452,DENT      ,GDEN-715        ,100,2.0,2.0,Geriatric Dentistry Issues                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Mulligan, Roseann                           ",ONLINE           ,1,"Common geriatric dentistry topics including epidemiology of oral diseases, common dental diseases, their management and prevention protocols for older adult patients. Open only to Master and Professional Dental students.                                                                                    ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23444,DENT      ,GDEN-716        ,432,1.0,1.0,Knowledge Assessment for GDEN Certificate Students                                                                                                                                                                                                                                                              ,CQ      ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Mulligan, Roseann                           ",ONLINE           ,0,"Review of topics explored in the certificate program, including lectures and practical demonstrations or simulations and examinations of overall discipline knowledge. Open only to certificate in Geriatric Dentistry students. (Duplicates credit in GDEN 710)                                                ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23460,DENT      ,GDEN-730        ,315,0.5,0.5,OFPM Case Portfolio Preparation for Dental Residents                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Mulligan, Roseann                           ",ONLINE           ,0,"Examination of clinical cases of geriatric patients with orofacial pain and oral lesions through online conferences in preparation, development and defense of portfolio of multiple cases.                                                                                                                     ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23462,DENT      ,GDEN-731        ,100,0.5,0.5,GDEN Case Portfolio Preparation for Dental Residents                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Mulligan, Roseann                           ",ONLINE           ,0,"Examination of clinical cases of geriatric patients with complex medical conditions through online conferences in preparation, development and defense of portfolio of multiple cases.                                                                                                                          ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23461,DENT      ,GDEN-731        ,315,0.5,0.5,GDEN Case Portfolio Preparation for Dental Residents                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Mulligan, Roseann                           ",ONLINE           ,0,"Examination of clinical cases of geriatric patients with complex medical conditions through online conferences in preparation, development and defense of portfolio of multiple cases.                                                                                                                          ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
23463,DENT      ,GDEN-732        ,315,0.5,0.5,Case Portfolio Defense for GDEN Students                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,TBA           ,TBA         ,          ,5,            ,"Mulligan, Roseann                           ",ONLINE           ,5,"Examination of clinical cases of geriatric patients with complex medical conditions through online conferences in preparation, development and in person defense of portfolio of multiple cases.                                                                                                                ",Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Han, Phuu",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Clark, Glenn, Thomas",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Hou, Lisa",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Mohammadi, Mehdi",,,,
24592,DENT      ,GPR-601         ,562,1.0,1.0,Hospital Dentistry I                                                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents learn the nature of performing dentistry within a hospital setting. Graded CR/NC.                                                                                                                                                                                                                     ,Ostrow School of Dentistry
24593,DENT      ,GPR-603A        ,562,0.5,0.5,Dental Ethics                                                                                                                                                                                                                                                                                                   ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents prepare for ethical dilemmas which may occur when they are practicing dentistry. Graded CR/NC.                                                                                                                                                                                                        ,Ostrow School of Dentistry
24602,DENT      ,GPR-603D        ,739,0.5,0.5,Dental Ethics                                                                                                                                                                                                                                                                                                   ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents prepare for ethical dilemmas which may occur when practicing dentistry. Graded CR/NC.                                                                                                                                                                                                                 ,Ostrow School of Dentistry
24594,DENT      ,GPR-604A        ,562,0.5,0.5,Practice Management                                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Resident learn the tools and principles of running or working in a private practice. Graded CR/NC.                                                                                                                                                                                                              ,Ostrow School of Dentistry
24603,DENT      ,GPR-604D        ,739,0.5,0.5,Practice Management                                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents learn the tools and principles of running or working in a private practice. Graded CR/NC.                                                                                                                                                                                                             ,Ostrow School of Dentistry
24595,DENT      ,GPR-605A        ,562,1.0,1.0,Review of General Dentistry Literature                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents learn how to research various topics and to critically                                                                                                                                                                                                                                                ,Ostrow School of Dentistry
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,review articles in order to practice evidence-based dentistry.,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,Graded CR/NC.,
24604,DENT      ,GPR-605D        ,739,1.0,1.0,Review of General Dentistry Literature                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents learn how to research various topics and to critically review each article in order to practice evidence-based dentistry. Graded CR/NC.                                                                                                                                                               ,Ostrow School of Dentistry
24596,DENT      ,GPR-611A        ,562,0.5,0.5,Emergency Medicine                                                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents utilize medical knowledge to detect and identify early signs of medical emergencies. Graded CR/NC.                                                                                                                                                                                                    ,Ostrow School of Dentistry
24605,DENT      ,GPR-611D        ,739,0.5,0.5,Emergency Medicine                                                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents utilize medical knowledge to detect and identify early signs of medical emergencies. Graded CR/NC.                                                                                                                                                                                                    ,Ostrow School of Dentistry
24597,DENT      ,GPR-702         ,562,1.0,1.0,General Dentistry Overview                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Residents demonstrate the most appropriate and ideal restorative treatment utilizing various dental materials. Graded CR/NC.                                                                                                                                                                                    ,Ostrow School of Dentistry
24598,DENT      ,GPR-705A        ,562,0.5,0.5,Periodontal Treatment Procedures                                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Presentation of various techniques in current periodontal treatment. Graded CR/NC.                                                                                                                                                                                                                              ,Ostrow School of Dentistry
24606,DENT      ,GPR-705D        ,739,0.5,0.5,Periodontal Treatment Procedures                                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,Presentation of various techniques in current periodontal treatment. Graded CR/NC.                                                                                                                                                                                                                              ,Ostrow School of Dentistry
24599,DENT      ,GPR-706A        ,562,1.0,1.0,Treatment Planning                                                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,"Residents lead seminars with case presentations of complex multidisciplinary treatment plans, completed therapy and staff conferences. Graded CR/NC.                                                                                                                                                            ",Ostrow School of Dentistry
24607,DENT      ,GPR-706D        ,739,1.0,1.0,Treatment Planning                                                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,"Residents lead seminars with case presentations of complex multidisciplinary treatment plans, completed therapy and staff conferences. Graded CR/NC.                                                                                                                                                            ",Ostrow School of Dentistry
24600,DENT      ,GPR-710A        ,562,1.0,1.0,Oral and Maxillofacial Surgery                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,More advanced instruction in oral and maxillofacial surgery and related diseases as appropriate to the practice of general dentistry; extensive clinical experience. Graded CR/NC.                                                                                                                              ,Ostrow School of Dentistry
24608,DENT      ,GPR-710D        ,739,1.0,1.0,Oral and Maxillofacial Surgery                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,More advanced instruction in oral and maxillofacial surgery and related diseases as appropriate to the practice of general dentistry; extensive clinical experience. Graded CR/NC.                                                                                                                              ,Ostrow School of Dentistry
24601,DENT      ,GPR-733A        ,562,0.5,0.5,Advanced and Maxillofacial Prosthodontics                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,"Residents train to treat patients requiring various types of removable and fixed prosthetics, including Maxillofacial prostheses. Graded CR/NC.                                                                                                                                                                 ",Ostrow School of Dentistry
24609,DENT      ,GPR-733D        ,739,0.5,0.5,Advanced and Maxillofacial Prosthodontics                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Dayanim, Rebecca                            ",OFFICE           ,4,"Residents train to treat patients requiring various types of removable and fixed prosthetics, including Maxillofacial prostheses. Graded CR/NC.                                                                                                                                                                 ",Ostrow School of Dentistry
23500,DENT      ,HBHV-310        ,7,1.0,1.0,Interactional Skills in Dental Hygiene                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,TBA           ,TBA         ,          ,20,            ,"Montgomery, Mark, N.                        ",OFFICE           ,20, Training in the application of behavioral and communication skills.                                                                                                                                                                                                                                            ,Ostrow School of Dentistry
